ST,RO,Locid,Airport Name,City,Svc Lvl,Hub,CY 2003 Enplanements
IN,GL,MZZ,Marion Municipal,Marion,GA,None,38.0
IN,GL,BAK,Columbus Municipal,Columbus,GA,None,31.0
IN,GL,VPZ,Porter County Municipal,Valparaiso,GA,None,28.0
IN,GL,OKK,Kokomo Municipal,Kokomo,GA,None,23.0
IN,GL,EYE,Eagle Creek Airpark,Indianapolis,GA,None,20.0
IN,GL,UMP,Indianapolis Metropolitan,Fishers,GA,None,19.0
IN,GL,C65,Plymouth Municipal,Plymouth,GA,None,19.0
IN,GL,MQJ,Mount Comfort,McCordsville,GA,None,18.0
IN,GL,TYQ,Indianapolis Executive,Zionsville,GA,None,16.0
IN,GL,RID,Richmond Municipal,Richmond,GA,None,11.0
IN,GL,GSH,Goshen Municipal,Goshen,GA,None,10.0
IN,GL,4I7,Putnam County,Greencastle,GA,None,10.0
IN,GL,MGC,Michigan City Municipal,Michigan City,GA,None,10.0
IN,GL,C62,Kendallville Municipal,Kendallville,GA,None,8.0
IN,GL,HNB,Huntingburg,Huntingburg,GA,None,7.0
IN,GL,MCX,White County,Monticello,GA,None,7.0
IN,GL,HFY,Greenwood Municipal,Greenwood,GA,None,6.0
IN,GL,IMS,Madison Municipal,Madison,GA,None,5.0
IN,GL,07C,De Kalb County,Auburn,GA,None,4.0
IN,GL,OVO,North Vernon,North Vernon,GA,None,3.0
IN,GL,I76,Peru Municipal,Peru,GA,None,3.0
IN,GL,SMD,Smith Field,Fort Wayne,GA,None,2.0
IN,GL,RZL,Jasper County,Rensselaer,GA,None,1.0
IN Total,,,,,,,4603641.0
KS,CE,ICT,Wichita Mid-Continent,Wichita,P,S,691191.0
KS,CE,FOE,Forbes Field,Topeka,P,N,12779.0
KS,CE,MHK,Manhattan Regional,Manhattan,P,N,11395.0
KS,CE,GCK,Garden City Regional,Garden City,CS,None,7310.0
KS,CE,HYS,Hays Regional,Hays,CS,None,5666.0
KS,CE,LBL,Liberal Municipal,Liberal,CS,None,5208.0
KS,CE,SLN,Salina Municipal,Salina,CS,None,4983.0
KS,CE,DDC,Dodge City Regional,Dodge City,CS,None,2755.0
KS,CE,OJC,Johnson County Executive,Olathe,GA,None,1072.0
KS,CE,GBD,Great Bend Municipal,Great Bend,GA,None,431.0
KS,CE,EWK,Newton-City-County,Newton,GA,None,335.0
KS,CE,GLD,Renner Field /Goodland Municipal/,Goodland,GA,None,155.0
KS,CE,SYF,Cheyenne County Municipal,St. Francis,GA,None,112.0
KS,CE,IXD,New Century Aircenter,Olathe,GA,None,28.0
KS,CE,LWC,Lawrence Municipal,Lawrence,GA,None,21.0
KS,CE,WLD,Strother Field,Winfield,GA,None,16.0
KS,CE,K88,Allen County,Iola,GA,None,13.0
KS,CE,BEC,Beech Factory,Wichita,GA,None,13.0
KS,CE,AAO,Colonel James Jabara,Wichita,GA,None,10.0
KS,CE,CNU,Chanute Martin Johnson,Chanute,GA,None,6.0
KS,CE,PPF,Tri-City,Parsons,GA,None,6.0
KS,CE,HQG,Hugoton Municipal,Hugoton,GA,None,3.0
KS,CE,MYZ,Marysville Municipal,Marysville,GA,None,2.0
KS,CE,MPR,McPherson,McPherson,GA,None,2.0
KS,CE,EMP,Emporia Municipal,Emporia,GA,None,1.0
KS,CE,LQR,Larned-Pawnee County,Larned,GA,None,1.0
KS,CE,ULS,Ulysses,Ulysses,GA,None,1.0
KS Total,,,,,,,743515.0
KY,SO,CVG,Cincinnati/Northern Kentucky Int'l,Covington,P,L,10449930.0
KY,SO,SDF,Louisville Int'l-Standiford Field,Louisville,P,M,1656609.0
KY,SO,LEX,Blue Grass,Lexington,P,S,581899.0
KY,SO,PAH,Barkley Regional,Paducah,P,N,32839.0
KY,SO,HOP,Campbell AAF (Fort Campbell),Fort Campbell,GA,None,16570.0
KY,SO,OWB,Owensboro-Daviess County,Owensboro,CS,None,6635.0
KY,SO,IOB,Mount Sterling-Montgomery County,Mount Sterling,GA,None,418.0
KY,SO,BWG,Bowling Green-Warren County Regional,Bowling Green,GA,None,303.0
KY,SO,EHR,Henderson City-County,Henderson,GA,None,101.0
KY,SO,LOU,Bowman Field,Louisville,GA,None,50.0
KY,SO,HVC,Hopkinsville-Christian County,Hopkinsville,GA,None,46.0
KY,SO,GLW,Glasgow Municipal,Glasgow,GA,None,27.0
KY,SO,FFT,Capital City,Frankfort,GA,None,25.0
KY,SO,FGX,Fleming-Mason,Flemingsburg,GA,None,23.0
KY,SO,LOZ,London-Corbin Airport-Magee Field,London,GA,None,19.0
KY,SO,27K,Georgetown Scott County - Marshall Field,Georgetown,GA,None,11.0
KY,SO,AAS,Taylor County,Campbellsville,GA,None,10.0
KY,SO,2I0,Madisonville Municipal,Madisonville,GA,None,10.0
KY,SO,M25,Mayfield Graves County,Mayfield,GA,None,10.0
KY,SO,CEY,Kyle-Oakley Field,Murray,GA,None,9.0
KY,SO,DWU,Ashland-Boyd County,Worthington,GA,None,9.0
KY,SO,K22,Big Sandy Regional,Debord,GA,None,7.0
KY,SO,PBX,Pike County-Hatcher Field,Pikeville,GA,None,6.0
KY,SO,DVK,Stuart Powell Field,Danville,GA,None,5.0
KY,SO,K20,Wendell H Ford,Hazard,GA,None,5.0
KY,SO,SME,"Somerset-Pulaski County-
J.T. Wilson Field",Somerset,GA,None,5.0
KY,SO,BRY,Samuels Field,Bardstown,GA,None,4.0
KY,SO,JKL,Julian Carroll,Jackson,GA,None,4.0
KY,SO,EKQ,Wayne County,Monticello,GA,None,2.0
KY,SO,I05,Sturgis Municipal,Sturgis,GA,None,2.0
KY Total,,,,,,,12745593.0
LA,SW,MSY,Louis Armstrong New Orleans Int'l,Metairie,P,M,4647706.0
LA,SW,BTR,"Baton Rouge Metropolitan, Ryan Field",Baton Rouge,P,S,355491.0
LA,SW,SHV,Shreveport Regional,Shreveport,P,N,290101.0
LA,SW,LFT,Lafayette Regional,Lafayette,P,N,155520.0
LA,SW,AEX,Alexandria Int'l,Alexandria,P,N,112497.0
LA,SW,MLU,Monroe Regional,Monroe,P,N,102280.0
LA,SW,LCH,Lake Charles Regional,Lake Charles,P,N,40911.0
LA,SW,BAD,Barksdale AFB,Bossier City,GA,None,1350.0
LA,SW,NEW,Lakefront,New Orleans,GA,None,301.0
LA,SW,NBG,New Orleans NAS Jrb/Alvin Callender Field/,New Orleans,GA,None,79.0
LA,SW,0R3,Abbeville Chris Crusta Memorial,Abbeville,GA,None,26.0
LA,SW,HDC,Hammond Municipal,Hammond,GA,None,5.0
LA,SW,ASD,Slidell,Slidell,GA,None,3.0
LA,SW,ESF,Esler Regional,Pineville,GA,None,2.0
LA,SW,2F8,Morehouse Memorial,Bastrop,GA,None,1.0
LA,SW,RSN,Ruston Regional,Ruston,GA,None,1.0
LA Total,,,,,,,5706274.0
MA,NE,BOS,General Edward Lawrence Logan Int'l,Boston,P,L,11087799.0
MA,NE,ACK,Nantucket Memorial,Nantucket,P,N,229300.0
MA,NE,HYA,"Barnstable Municipal-
Boardman/Polando Field",Hyannis,P,N,158360.0
MA,NE,MVY,Marthas Vineyard,Vineyard Haven,P,N,53011.0
MA,NE,EWB,New Bedford Regional,New Bedford,P,N,21097.0
MA,NE,BED,Laurence G Hanscom Field,Bedford,P,N,19375.0
MA,NE,PVC,Provincetown Municipal,Provincetown,P,N,11801.0
MA,NE,ORH,Worcester Regional,Worcester,GA,None,2234.0
MA,NE,CEF,Westover ARB/Metropolitan,Springfield/Chicopee,GA,None,377.0
MA,NE,BAF,Barnes Municipal,Westfield,GA,None,191.0
MA,NE,PSF,Pittsfield Municipal,Pittsfield,GA,None,149.0
MA,NE,7B2,Northampton,Northampton,GA,None,60.0
MA,NE,FIT,Fitchburg Municipal,Fitchburg,GA,None,16.0
MA,NE,BVY,Beverly Municipal,Beverly,GA,None,14.0
MA,NE,OWD,Norwood Memorial,Norwood,GA,None,8.0
MA,NE,ORE,Orange Municipal,Orange,GA,None,8.0
MA,NE,CQX,Chatham Municipal,Chatham,GA,None,2.0
MA,NE,GBR,Great Barrington,Great Barrington,GA,None,2.0
MA,NE,LWM,Lawrence Municipal,Lawrence,GA,None,2.0
MA,NE,3B2,"Marshfield Municipal-
George Harlow Field",Marshfield,GA,None,2.0
MA,NE,TAN,Taunton Municipal,Taunton,GA,None,2.0
MA,NE,0B5,Turners Falls,Montague,GA,None,1.0
MA Total,,,,,,,11583811.0
MD,EA,BWI,Baltimore-Washington Int'l,Glen Burnie,P,L,9768040.0
MD,EA,SBY,"Salisbury-Ocean City 
Wicomico Regional",Salisbury,P,N,43163.0
MD,EA,HGR,"Hagerstown Regional-
Richard A Henson Field",Hagerstown,P,N,15709.0
MD,EA,ADW,Andrews AFB,Camp Springs,GA,None,5078.0
MD,EA,NHK,Patuxent River NAS/Trapnell Field/,Patuxent River Naval Air Test Center,GA,None,774.0
MD,EA,CBE,Greater Cumberland Regional,Cumberland,GA,None,464.0
MD,EA,ESN,Easton/Newnam Field,Easton,GA,None,321.0
MD,EA,MTN,Martin State,Baltimore,GA,None,128.0
MD,EA,GAI,Montgomery County Airpark,Gaithersburg,GA,None,74.0
MD,EA,CGE,Cambridge-Dorchester,Cambridge,GA,None,42.0
MD,EA,FDK,Frederick Municipal,Frederick,GA,None,37.0
MD,EA,2W6,"Capt Walter Francis Duke Regional 
at St Mary's",Leonardtown,GA,None,37.0
MD,EA,OXB,Ocean City Municipal,Ocean City,GA,None,12.0
MD,EA,DMW,"Carroll County Regional/
Jack B Poage Field",Westminster,GA,None,9.0
MD,EA,APG,Phillips AAF,Aberdeen Proving Ground (U.S. Army),GA,None,8.0
MD,EA,NUI,Webster Nolf,St. Inigoes,GA,None,4.0
MD Total,,,,,,,9833900.0
ME,NE,PWM,Portland Int'l Jetport,Portland,P,S,625267.0
ME,NE,BGR,Bangor Int'l,Bangor,P,N,302547.0
ME,NE,PQI,Northern Maine Regional Airport at Presque Isle,Presque Isle,P,N,15775.0
ME,NE,RKD,Knox County Regional,Rockland,P,N,11945.0
ME,NE,BHB,Hancock County-Bar Harbor,Bar Harbor,CS,None,9730.0
ME,NE,AUG,Augusta State,Augusta,CS,None,3310.0
ME,NE,21M,Currier's,Greenville Junction,GA,None,1850.0
ME,NE,06B,Lucky Landing Marina and SPB,Bangor,GA,None,389.0
ME,NE,LEW,Auburn/Lewiston Municipal,Auburn,GA,None,376.0
ME,NE,NHZ,Brunswick NAS,Brunswick,GA,None,292.0
ME,NE,HUL,Houlton Int'l,Houlton,GA,None,145.0
ME,NE,57B,Islesboro,Islesboro,GA,None,99.0
ME,NE,CAR,Caribou Municipal,Caribou,GA,None,73.0
ME,NE,EPM,Eastport Municipal,Eastport,GA,None,29.0
ME,NE,FVE,Northern Aroostook Regional,Frenchville,GA,None,24.0
ME,NE,MVM,Machias Valley,Machias,GA,None,19.0
ME,NE,PNN,Princeton Municipal,Princeton,GA,None,18.0
ME,NE,WVL,Waterville Robert Lafleur,Waterville,GA,None,18.0
ME,NE,BST,Belfast Municipal,Belfast,GA,None,16.0
ME,NE,IWI,Wiscasset,Wiscasset,GA,None,15.0
ME,NE,2B7,Pittsfield Municipal,Pittsfield,GA,None,13.0
ME,NE,ME16,Loring Int'l,Limestone,GA,None,12.0
ME,NE,SFM,Sanford Regional,Sanford,GA,None,12.0
ME,NE,MLT,Millinocket Municipal,Millinocket,GA,None,11.0
ME,NE,OLD,"Dewitt Field,Old Town Municipal",Old Town,GA,None,5.0
ME,NE,B19,Biddeford Municipal,Biddeford,GA,None,2.0
ME,NE,IZG,Eastern Slopes Regional,Fryeburg,GA,None,1.0
ME Total,,,,,,,971993.0
MI,GL,DTW,Detroit Metropolitan Wayne County,Detroit,P,L,15754017.0
MI,GL,GRR,Gerald R. Ford Int'l,Grand Rapids,P,S,986923.0
MI,GL,FNT,Bishop Int'l,Flint,P,S,479350.0
MI,GL,LAN,Capital City,Lansing,P,N,273426.0
MI,GL,AZO,Kalamazoo/Battle Creek Int'l,Kalamazoo,P,N,222880.0
MI,GL,MBS,MBS Int'l,Saginaw,P,N,222095.0
MI,GL,TVC,Cherry Capital,Traverse City,P,N,191166.0
MI,GL,SAW,Sawyer Int'l,Gwinn,P,N,53615.0
MI,GL,PLN,Pellston Regional Airport of Emmet County,Pellston,P,N,32958.0
MI,GL,MKG,Muskegon County,Muskegon,P,N,32693.0
MI,GL,CMX,Houghton County Memorial,Hancock,P,N,26573.0
MI,GL,CVX,Charlevoix Municipal,Charlevoix,P,N,15465.0
MI,GL,CIU,Chippewa County Int'l,Sault Ste. Marie,P,N,13554.0
MI,GL,APN,Alpena County Regional,Alpena,CS,None,8913.0
MI,GL,ESC,Delta County,Escanaba,CS,None,8359.0
MI,GL,IMT,Ford,Iron Mountain Kingsford,CS,None,5638.0
MI,GL,YIP,Willow Run,Detroit,GA,None,2573.0
MI,GL,IWD,Gogebic-Iron County,Ironwood,GA,None,2264.0
MI,GL,MBL,Manistee County-Blacker,Manistee,GA,None,2108.0
MI,GL,MGN,Harbor Springs,Harbor Springs,GA,None,2038.0
MI,GL,PTK,Oakland County Int'l,Pontiac,GA,None,1451.0
MI,GL,MTC,Selfridge Angb,Mount Clemens,GA,None,850.0
MI,GL,1D2,Canton-Plymouth-Mettetal,Plymouth,GA,None,600.0
MI,GL,BTL,W K Kellogg,Battle Creek,GA,None,594.0
MI,GL,GLR,Otsego County,Gaylord,GA,None,515.0
MI,GL,MNM,Menominee-Marinette Twin County,Menominee,GA,None,306.0
MI,GL,7D2,Oakland/Troy,Troy,GA,None,256.0
MI,GL,DET,Detroit City,Detroit,GA,None,178.0
MI,GL,ACB,Antrim County,Bellaire,GA,None,164.0
MI,GL,0D1,South Haven Area Regional,South Haven,GA,None,138.0
MI,GL,BIV,Tulip City,Holland,GA,None,90.0
MI,GL,ADG,Lenawee County,Adrian,GA,None,83.0
MI,GL,ARB,Ann Arbor Municipal,Ann Arbor,GA,None,81.0
MI,GL,JXN,Jackson County-Reynolds Field,Jackson,GA,None,76.0
MI,GL,MCD,Mackinac Island,Mackinac Island,GA,None,76.0
MI,GL,ISQ,Schoolcraft County,Manistique,GA,None,45.0
MI,GL,BEH,Southwest Michigan Regional,Benton Harbor,GA,None,35.0
MI,GL,CAD,Wexford County,Cadillac,GA,None,35.0
MI,GL,DUH,Toledo Suburban,Lambertville,GA,None,33.0
MI,GL,PHN,St Clair County Int'l,Port Huron,GA,None,33.0
MI,GL,ERY,Luce County,Newberry,GA,None,28.0
MI,GL,OZW,Livingston County,Howell,GA,None,26.0
MI,GL,HTL,Roscommon County,Houghton Lake,GA,None,25.0
MI,GL,JYM,Hillsdale Municipal,Hillsdale,GA,None,18.0
MI,GL,RMY,Brooks Field,Marshall,GA,None,18.0
MI,GL,ANJ,Sault Ste Marie Municipal/Sanderson Field,Sault Ste. Marie,GA,None,13.0
MI,GL,3D4,Frankfort Dow Memorial Field,Frankfort,GA,None,9.0
MI,GL,D95,Dupont-Lapeer,Lapeer,GA,None,6.0
MI,GL,TEW,Mason Jewett Field,Mason,GA,None,6.0
MI,GL,HYX,Saginaw County H.W. Browne,Saginaw,GA,None,6.0
MI,GL,SJX,Beaver Island,Beaver Island,GA,None,5.0
MI,GL,78D,Tuscola Area,Caro,GA,None,5.0
MI,GL,SLH,Cheboygan County,Cheboygan,GA,None,5.0
MI,GL,MI78,Weller,Grandville,GA,None,5.0
MI,GL,TTF,Custer,Monroe,GA,None,5.0
MI,GL,3CM,James Clements Municipal,Bay City,GA,None,4.0
MI,GL,C20,Andrews University Airpark,Berrien Springs,GA,None,4.0
MI,GL,GOV,Grayling AAF,Grayling,GA,None,4.0
MI,GL,FPK,Fitch H Beach,Charlotte,GA,None,3.0
MI,GL,3GM,Grand Haven Memorial Airpark,Grand Haven,GA,None,3.0
MI,GL,3TR,Jerry Tyler Memorial,Niles,GA,None,3.0
MI,GL,OGM,Ontonagon County,Ontonagon,GA,None,3.0
MI,GL,N98,Boyne City Municipal,Boyne City,GA,None,2.0
MI,GL,3BS,Jack Barstow,Midland,GA,None,2.0
MI,GL,MOP,Mount Pleasant Municipal,Mount Pleasant,GA,None,2.0
MI,GL,BFA,Boyne Mountain,Boyne Falls,GA,None,1.0
MI,GL,3FM,Fremont Municipal,Fremont,GA,None,1.0
MI,GL,8M8,Garland,Lewiston,GA,None,1.0
MI,GL,Y31,West Branch Community,West Branch,GA,None,1.0
MI Total,,,,,,,18342461.0
MN,GL,MSP,Minneapolis-St Paul Int'l/Wold-Chamberlain/,Minneapolis,P,L,16022988.0
MN,GL,RST,Rochester Int'l,Rochester,P,N,139463.0
MN,GL,DLH,Duluth Int'l,Duluth,P,N,119997.0
MN,GL,BJI,Bemidji-Beltrami County,Bemidji,P,N,27731.0
MN,GL,STC,St. Cloud Regional,St. Cloud,P,N,20024.0
MN,GL,INL,Falls Int'l,International Falls,P,N,19566.0
MN,GL,BRD,Brainerd Lakes Regional,Brainerd,P,N,17836.0
MN,GL,HIB,Chisholm-Hibbing,Hibbing,CS,None,9332.0
MN,GL,GPZ,Grand Rapids/Itasca County Airport-Gordon Newstrom Field,Grand Rapids,CS,None,6448.0
MN,GL,TVF,Thief River Falls Regional,Thief River Falls,CS,None,4194.0
MN,GL,STP,St Paul Downtown Holman Field,St. Paul,GA,None,735.0
MN,GL,ULM,New Ulm Municipal,New Ulm,GA,None,236.0
MN,GL,FCM,Flying Cloud,Minneapolis,GA,None,146.0
MN,GL,12D,Tower Municipal,Tower,GA,None,50.0
MN,GL,ANE,"Anoka County-Blaine Airport
(Janes Field)",Blaine,GA,None,42.0
MN,GL,COQ,Cloquet Carlton County,Cloquet,GA,None,24.0
MN,GL,ONA,Winona Municipal-Max Conrad Field,Winona,GA,None,19.0
MN,GL,FFM,"Fergus Falls Municipal-
Einar Mickelson Field",Fergus Falls,GA,None,17.0
MN,GL,ADC,Wadena Municipal,Bluffton,GA,None,15.0
MN,GL,AXN,Chandler Field,Alexandria,GA,None,12.0
MN,GL,MKT,Mankato Regional,Mankato,GA,None,12.0
MN,GL,FRM,Fairmont Municipal,Fairmont,GA,None,11.0
MN,GL,LVN,Airlake,Lakeville,GA,None,11.0
MN,GL,7Y3,Backus Municipal,Backus,GA,None,10.0
MN,GL,JMR,Mora Municipal,Mora,GA,None,8.0
MN,GL,BDE,Baudette Int'l,Baudette,GA,None,7.0
MN,GL,VVV,Ortonville Municipal-Martinson Field,Ortonville,GA,None,7.0
MN,GL,RGK,Red Wing Regional,Red Wing,GA,None,7.0
MN,GL,GHW,Glenwood Municipal,Glenwood,GA,None,5.0
MN,GL,MIC,Crystal,Minneapolis,GA,None,5.0
MN,GL,JKJ,Moorhead Municipal,Moorhead,GA,None,5.0
MN,GL,AUM,Austin Municipal,Austin,GA,None,3.0
MN,GL,EVM,Eveleth-Virginia Municipal,Eveleth,GA,None,3.0
MN,GL,MML,Southwest Minnesota Regional Marshall/Ryan Field,Marshall,GA,None,3.0
MN,GL,SAZ,Staples Municipal,Staples,GA,None,3.0
MN,GL,ETH,Wheaton Municipal,Wheaton,GA,None,2.0
MN,GL,DTL,Detroit Lakes-Wething Field,Detroit Lakes,GA,None,1.0
MN,GL,ELO,Ely Municipal,Ely,GA,None,1.0
MN,GL,FBL,Faribault Municipal,Faribault,GA,None,1.0
MN,GL,5C3,Nary National-Shefland Field,Nary,GA,None,1.0
MN,GL,OWA,Owatonna Degner Regional,Owatonna,GA,None,1.0
MN,GL,PNM,Princeton Municipal,Princeton,GA,None,1.0
MN Total,,,,,,,16388983.0
MO,CE,STL,Lambert-St Louis Int'l,St. Louis,P,L,9922456.0
MO,CE,MCI,Kansas City Int'l,Kansas City,P,M,4860047.0
MO,CE,SGF,Springfield-Branson Regional,Springfield,P,N,314834.0
MO,CE,COU,Columbia Regional,Columbia,P,N,22548.0
MO,CE,JLN,Joplin Regional,Joplin,P,N,15048.0
MO,CE,CGI,Cape Girardeau Regional,Scott City,CS,None,8124.0
MO,CE,TBN,"Waynesville Regional Airport 
at Forney Field","Fort Leonard Wood 
(U.S. Army)",CS,None,6254.0
MO,CE,SUS,Spirit of St. Louis,St. Louis,GA,None,4653.0
MO,CE,IRK,Kirksville Regional,Kirksville,GA,None,2235.0
MO,CE,MKC,Charles B. Wheeler Downtown,Kansas City,GA,None,917.0
MO,CE,SZL,Whiteman AFB,Knob Noster,GA,None,321.0
MO,CE,POF,Poplar Bluff Municipal,Poplar Bluff,GA,None,116.0
MO,CE,JEF,Jefferson City Memorial,Jefferson City,GA,None,74.0
MO,CE,PLK,M Graham Clark,Point Lookout,GA,None,50.0
MO,CE,6M6,Lewis County Regional,Monticello,GA,None,16.0
MO,CE,LXT,Lee's Summit Municipal,Lee's Summit,GA,None,15.0
MO,CE,K02,Perryville Municipal,Perryville,GA,None,14.0
MO,CE,AIZ,Lee C Fine Memorial,Kaiser Lake Ozark,GA,None,9.0
MO,CE,SIK,Sikeston Memorial Municipal,Sikeston,GA,None,5.0
MO,CE,STJ,Rosecrans Memorial,St. Joseph,GA,None,3.0
MO,CE,2MO,Mount Vernon Municipal,Mount Vernon,GA,None,2.0
MO,CE,9K4,Skyhaven,Warrensburg,GA,None,2.0
MO,CE,UNO,West Plains Municipal,West Plains,GA,None,2.0
MO,CE,3DW,Downtown,Springfield,GA,None,1.0
MO Total,,,,,,,15157746.0
MP,WP,GSN,Francisco C. Ada/Saipan Int'l,Saipan,P,S,515115.0
MP,WP,TNI,Tinian Int'l,Tinian (Municipality),P,N,32923.0
MP,WP,GRO,Rota Int'l,Rota Island,P,N,31082.0
MP Total,,,,,,,579120.0
MS,SO,JAN,Jackson Int'l,Jackson,P,S,607968.0
MS,SO,GPT,Gulfport-Biloxi Int'l,Gulfport,P,S,433199.0
MS,SO,GTR,Golden Triangle Regional,Columbus,P,N,34475.0
MS,SO,MEI,Key Field,Meridian,P,N,22009.0
MS,SO,TUP,Tupelo Regional,Tupelo,P,N,20143.0
MS,SO,PIB,Hattiesburg-Laurel Regional,Moselle,P,N,11477.0
MS,SO,GLH,Mid Delta Regional,Greenville,CS,None,9631.0
MS,SO,UOX,University-Oxford,Oxford,GA,None,246.0
MS,SO,OLV,Olive Branch,Olive Branch,GA,None,132.0
MS,SO,LUL,Hesler-Noble Field,Laurel,GA,None,38.0
MS,SO,HKS,Hawkins Field,Jackson,GA,None,16.0
MS,SO,PQL,Trent Lott Int'l,Pascagoula,GA,None,12.0
MS,SO,RNV,Cleveland Municipal,Cleveland,GA,None,10.0
MS,SO,GWO,Greenwood-Leflore,Greenwood,GA,None,8.0
MS,SO,HSA,Stennis Int'l,Bay St. Louis,GA,None,6.0
MS,SO,MCB,"McComb/Pike County/
John E Lewis Field",McComb,GA,None,6.0
MS,SO,MPE,Philadelphia Municipal,Philadelphia,GA,None,6.0
MS,SO,M40,Monroe County,Aberdeen/Amory,GA,None,5.0
MS,SO,HBG,Bobby L Chain Municipal,Hattiesburg,GA,None,5.0
MS,SO,HEZ,"Hardy-Anders Field Natchez-
Adams County",Natchez,GA,None,5.0
MS,SO,IDL,Indianola Municipal,Indianola,GA,None,3.0
MS,SO,CRX,Roscoe Turner,Corinth,GA,None,2.0
MS,SO,87I,Yazoo County,Yazoo City,GA,None,2.0
MS,SO,25M,Ripley,Ripley,GA,None,1.0
MS,SO,STF,George M Bryan,Starkville,GA,None,1.0
MS Total,,,,,,,1139406.0
MT,NM,BIL,Billings Logan Int'l,Billings,P,S,360505.0
MT,NM,BZN,Gallatin Field,Bozeman,P,N,281463.0
MT,NM,MSO,Missoula Int'l,Missoula,P,N,254466.0
MT,NM,FCA,Glacier Park Int'l,Kalispell,P,N,170228.0
MT,NM,GTF,Great Falls Int'l,Great Falls,P,N,126735.0
MT,NM,HLN,Helena Regional,Helena,P,N,77184.0
MT,NM,BTM,Bert Mooney,Butte,P,N,38555.0
MT,NM,SDY,Sidney-Richland Municipal,Sidney,P,N,12245.0
MT,NM,WYS,Yellowstone,West Yellowstone,CS,None,3314.0
MT,NM,GGW,Wokal Field/Glasgow Int'l,Glasgow,GA,None,2347.0
MT,NM,OLF,L M Clayton,Wolf Point,GA,None,1723.0
MT,NM,GDV,Dawson Community,Glendive,GA,None,1234.0
MT,NM,HVR,Havre City-County,Havre,GA,None,1171.0
MT,NM,MLS,Frank Wiley Field,Miles City,GA,None,1167.0
MT,NM,LWT,Lewistown Municipal,Lewistown,GA,None,786.0
MT,NM,29S,Gardiner,Gardiner,GA,None,200.0
MT,NM,7S1,Twin Bridges,Twin Bridges,GA,None,50.0
MT,NM,DLN,Dillon,Dillon,GA,None,32.0
MT,NM,8U8,Townsend,Townsend,GA,None,25.0
MT,NM,5U3,Ennis - Big Sky,Ennis,GA,None,20.0
MT,NM,9S5,Three Forks,Three Forks,GA,None,20.0
MT,NM,6S5,Ravalli County,Hamilton,GA,None,19.0
