ST,RO,Locid,Airport Name,City,Svc Lvl,Hub,CY 2003 Enplanements
AK,AL,ANC,Ted Stevens Anchorage Int'l,Anchorage,P,M,2246683.0
AK,AL,FAI,Fairbanks Int'l,Fairbanks,P,S,388841.0
AK,AL,JNU,Juneau Int'l,Juneau,P,S,366200.0
AK,AL,BET,Bethel,Bethel,P,N,137782.0
AK,AL,KTN,Ketchikan Int'l,Ketchikan,P,N,103313.0
AK,AL,ENA,Kenai Municipal,Kenai,P,N,84426.0
AK,AL,SIT,Sitka Rocky Gutierrez,Sitka,P,N,69109.0
AK,AL,ADQ,Kodiak,Kodiak,P,N,63284.0
AK,AL,OME,Nome,Nome,P,N,57981.0
AK,AL,OTZ,Ralph Wien Memorial,Kotzebue,P,N,56458.0
AK,AL,DLG,Dillingham,Dillingham,P,N,48168.0
AK,AL,5KE,Ketchikan Harbor,Ketchikan,GA,None,42193.0
AK,AL,HOM,Homer,Homer,P,N,37990.0
AK,AL,AKN,King Salmon,King Salmon,P,N,37102.0
AK,AL,BRW,Wiley Post-Will Rogers Memorial,Barrow,P,N,35767.0
AK,AL,DUT,Unalaska,Unalaska,P,N,28843.0
AK,AL,LHD,Lake Hood,Anchorage,P,N,23831.0
AK,AL,CDV,Merle K (Mudhole) Smith,Cordova,P,N,18275.0
AK,AL,ANI,Aniak,Aniak,P,N,18065.0
AK,AL,PSG,Petersburg James A Johnson,Petersburg,P,N,17501.0
AK,AL,VDZ,Valdez Pioneer Field,Valdez,P,N,16599.0
AK,AL,SCC,Deadhorse,Deadhorse,P,N,14033.0
AK,AL,17Z,Manokotak,Manokotak,P,N,12086.0
AK,AL,YAK,Yakutat,Yakutat,P,N,11330.0
AK,AL,MRI,Merrill Field,Anchorage,P,N,11211.0
AK,AL,GAL,Edward G. Pitka Sr,Galena,P,N,11133.0
AK,AL,SOV,Seldovia,Seldovia,P,N,10405.0
AK,AL,UNK,Unalakleet,Unalakleet,P,N,10084.0
AK,AL,AED,Red Dog,Red Dog Mine,GA,None,9438.0
AK,AL,SGY,Skagway,Skagway,CS,None,9396.0
AK,AL,KSM,St Mary's,St Mary's,CS,None,9281.0
AK,AL,WRG,Wrangell,Wrangell,CS,None,9252.0
AK,AL,KDK,Kodiak Municipal,Kodiak,CS,None,9103.0
AK,AL,CDB,Cold Bay,Cold Bay,CS,None,9035.0
AK,AL,FYU,Fort Yukon,Fort Yukon,CS,None,8876.0
AK,AL,HNH,Hoonah,Hoonah,CS,None,8715.0
AK,AL,HNS,Haines,Haines,CS,None,7712.0
AK,AL,ILI,Iliamna,Iliamna,CS,None,7668.0
AK,AL,MTM,Metlakatla,Metlakatla,CS,None,7520.0
AK,AL,GST,Gustavus,Gustavus,CS,None,7105.0
AK,AL,ENM,Emmonak,Emmonak,CS,None,5958.0
AK,AL,WLK,Selawik,Selawik,CS,None,5858.0
AK,AL,HPB,Hooper Bay,Hooper Bay,CS,None,5697.0
AK,AL,IIK,Kipnuk,Kipnuk,CS,None,5611.0
AK,AL,MOU,Mountain Village,Mountain Village,CS,None,5573.0
AK,AL,D76,Robert /Bob/ Curtis Memorial,Noorvik,CS,None,5047.0
AK,AL,VAK,Chevak,Chevak,CS,None,4993.0
AK,AL,EDF,Elmendorf AFB,Anchorage,GA,None,4784.0
AK,AL,AQH,Quinhagak,Quinhagak,CS,None,4772.0
AK,AL,MCG,McGrath,McGrath,CS,None,4582.0
AK,AL,KLG,Kalskag,Kalskag,CS,None,4568.0
AK,AL,OOK,Toksook Bay,Toksook Bay,CS,None,4550.0
AK,AL,WTK,Noatak,Noatak,CS,None,4459.0
AK,AL,0AK,Pilot Station,Pilot Station,CS,None,4284.0
AK,AL,SHH,Shishmaref,Shishmaref,CS,None,4250.0
AK,AL,PHO,Point Hope,Point Hope,CS,None,4230.0
AK,AL,2A9,Kotlik,Kotlik,CS,None,4041.0
AK,AL,BVK,Buckland,Buckland,CS,None,4030.0
AK,AL,SDP,Sand Point,Sand Point,CS,None,3978.0
AK,AL,A61,Tuntutuliak,Tuntutuliak,CS,None,3926.0
AK,AL,SVA,Savoonga,Savoonga,CS,None,3907.0
AK,AL,IAN,Bob Baker Memorial,Kiana,CS,None,3844.0
AK,AL,AUK,Alakanuk,Alakanuk,CS,None,3791.0
AK,AL,GAM,Gambell,Gambell,CS,None,3743.0
AK,AL,KVL,Kivalina,Kivalina,CS,None,3736.0
AK,AL,AQT,Nuiqsut,Nuiqsut,CS,None,3701.0
AK,AL,AWI,Wainwright,Wainwright,CS,None,3700.0
AK,AL,SCM,Scammon Bay,Scammon Bay,CS,None,3696.0
AK,AL,NUL,Nulato,Nulato,CS,None,3658.0
AK,AL,TYE,Tyonek,Tyonek,GA,None,3591.0
AK,AL,PGM,Port Graham,Port Graham,CS,None,3566.0
AK,AL,TAL,Ralph M Calhoun Memorial,Tanana,CS,None,3507.0
AK,AL,CGA,Craig,Craig,CS,None,3441.0
AK,AL,HLA,Huslia,Huslia,CS,None,3430.0
AK,AL,BTI,Barter Island LRRS,Kaktovik,CS,None,3391.0
AK,AL,KEB,English Bay,English Bay,CS,None,3369.0
AK,AL,ELI,Elim,Elim,CS,None,3127.0
AK,AL,A29,Sitka,Sitka,GA,None,3100.0
AK,AL,3A5,Marshall Don Hunter Sr,Marshall,CS,None,3090.0
AK,AL,DUY,Kongiganak,Kongiganak,CS,None,3028.0
AK,AL,RSH,Russian Mission,Russian Mission,CS,None,2999.0
AK,AL,WBB,Stebbins,Stebbins,CS,None,2994.0
AK,AL,KVC,King Cove,King Cove,CS,None,2953.0
AK,AL,KAE,Kake,Kake,CS,None,2902.0
AK,AL,CFK,Chefornak,Chefornak,CS,None,2850.0
AK,AL,Z09,Kasigluk,Kasigluk,CS,None,2845.0
AK,AL,A85,Kwigillingok,Kwigillingok,CS,None,2841.0
AK,AL,TLT,Tuluksak,Tuluksak,CS,None,2760.0
AK,AL,5Z5,Kantishna,Kantishna,GA,None,2742.0
AK,AL,AQY,Girdwood,Girdwood,GA,None,2740.0
AK,AL,AKP,Anaktuvuk Pass,Anaktuvuk Pass,CS,None,2738.0
AK,AL,AFM,Ambler,Ambler,CS,None,2680.0
AK,AL,BLG,Beluga,Beluga,GA,None,2662.0
AK,AL,SNP,St Paul Island,Saint Paul Island,CS,None,2617.0
AK,AL,KKA,Koyuk,Koyuk,CS,None,2610.0
AK,AL,EEK,Eek,Eek,CS,None,2579.0
AK,AL,T44,Trident Basin,Kodiak,GA,None,2553.0
AK,AL,EWU,Newtok,Newtok,CS,None,2552.0
AK,AL,KAL,Kaltag,Kaltag,CS,None,2535.0
AK,AL,ATK,Atqasuk Edward Burnell Sr Memorial,Atqasuk,CS,None,2521.0
AK,AL,16A,Nunapitchuk,Nunapitchuk,GA,None,2380.0
AK,AL,AGN,Angoon,Angoon,GA,None,2379.0
AK,AL,KWT,Kwethluk,Kwethluk,GA,None,2342.0
AK,AL,5S8,St Michael,St Michael,GA,None,2308.0
AK,AL,2A3,Larsen Bay,Larsen Bay,GA,None,2294.0
AK,AL,TOG,Togiak,Togiak Village,GA,None,2282.0
AK,AL,SXQ,Soldotna,Soldotna,GA,None,2249.0
AK,AL,SHG,Shungnak,Shungnak,GA,None,2247.0
AK,AL,2C7,Shaktoolik,Shaktoolik,GA,None,2243.0
AK,AL,6R7,Old Harbor,Old Harbor,GA,None,2184.0
AK,AL,N93,Golovin,Golovin,GA,None,2176.0
AK,AL,MYU,Mekoryuk,Mekoryuk,GA,None,2132.0
AK,AL,KQA,Akutan,Akutan,GA,None,2130.0
AK,AL,KTB,Thorne Bay,Thorne Bay,GA,None,2118.0
AK,AL,RBY,Ruby,Ruby,GA,None,2116.0
AK,AL,VEE,Venetie,Venetie,GA,None,2054.0
AK,AL,WMO,White Mountain,White Mountain,GA,None,2027.0
AK,AL,HCA,Holy Cross,Holy Cross,GA,None,2005.0
AK,AL,KWF,Waterfall,Waterfall,GA,None,2005.0
AK,AL,Z13,Akiachak,Akiachak,GA,None,1980.0
AK,AL,KTS,Brevig Mission,Brevig Mission,GA,None,1960.0
AK,AL,6A8,Allakaket,Allakaket,GA,None,1873.0
AK,AL,HYL,Hollis,Hollis,GA,None,1873.0
AK,AL,AKI,Akiak,Akiak,GA,None,1834.0
AK,AL,4A2,Atmautluak,Atmautluak,GA,None,1829.0
AK,AL,ARC,Arctic Village,Arctic Village,GA,None,1797.0
AK,AL,ORI,Port Lions,Port Lions,GA,None,1662.0
AK,AL,CLP,Clarks Point,Clarks Point,GA,None,1578.0
AK,AL,4KA,Tununak,Tununak,GA,None,1565.0
AK,AL,EII,Egegik,Egegik,GA,None,1544.0
AK,AL,4K5,Ouzinkie,Ouzinkie,GA,None,1538.0
AK,AL,DEE,Deering,Deering,GA,None,1522.0
AK,AL,PIZ,Point Lay LRRS,Point Lay,GA,None,1498.0
AK,AL,SXP,Sheldon Point,Sheldon Point,GA,None,1486.0
AK,AL,BTT,Bettles,Bettles,GA,None,1478.0
AK,AL,IWK,Wales,Wales,GA,None,1419.0
AK,AL,WNA,Napakiak,Napakiak,GA,None,1378.0
AK,AL,FBK,Wainwright AAF,Fairbanks/Ft Wainwright,GA,None,1343.0
AK,AL,IGT,Nightmute,Nightmute,GA,None,1291.0
AK,AL,ADK,Adak,Adak Island,GA,None,1286.0
AK,AL,KCG,Chignik Fisheries,Chignik,GA,None,1284.0
AK,AL,OBU,Kobuk,Kobuk,GA,None,1282.0
AK,AL,SHX,Shageluk,Shageluk,GA,None,1234.0
AK,AL,5Z9,Lake Brooks,Katmai National Park,GA,None,1220.0
AK,AL,KGX,Grayling,Grayling,GA,None,1191.0
AK,AL,LKK,Kulik Lake,Kulik Lake,GA,None,1186.0
AK,AL,KYU,Koyukuk,Koyukuk,GA,None,1174.0
AK,AL,TKE,Tenakee,Tenakee Springs,GA,None,1170.0
AK,AL,PTH,Port Heiden,Port Heiden,GA,None,1149.0
AK,AL,AJC,Chignik,Chignik,GA,None,1139.0
AK,AL,9K2,Kokhanok,Kokhanok,GA,None,1119.0
AK,AL,PKA,Napaskiak,Napaskiak,GA,None,1111.0
AK,AL,CIK,Chalkyitsik,Chalkyitsik,GA,None,1098.0
AK,AL,K54,Teller,Teller,GA,None,1098.0
AK,AL,AKK,Akhiok,Akhiok,GA,None,1087.0
AK,AL,GBH,Galbraith Lake,Galbraith Lake,GA,None,1053.0
AK,AL,HUS,Hughes,Hughes,GA,None,1035.0
AK,AL,PNP,Pilot Point,Pilot Point,GA,None,1027.0
AK,AL,WBQ,Beaver,Beaver,GA,None,978.0
AK,AL,PEC,Pelican,Pelican,GA,None,949.0
AK,AL,SVS,Stevens Village,Stevens Village,GA,None,942.0
AK,AL,ANV,Anvik,Anvik,GA,None,903.0
AK,AL,CJX,Crooked Creek,Crooked Creek,GA,None,896.0
AK,AL,AKW,Klawock,Klawock,GA,None,867.0
AK,AL,KNW,New Stuyahok,New Stuyahok,GA,None,867.0
AK,AL,Z41,Lake Hood Strip,Anchorage,GA,None,857.0
AK,AL,GNU,Goodnews,Goodnews,GA,None,848.0
AK,AL,PBV,St George,St. George,GA,None,827.0
AK,AL,IGG,Igiugig,Igiugig,GA,None,786.0
AK,AL,AK5,Perryville,Perryville,GA,None,784.0
AK,AL,9Z8,Levelock,Levelock,GA,None,754.0
AK,AL,EAA,Eagle,Eagle,GA,None,740.0
AK,AL,9A3,Chuathbaluk,Chuathbaluk,GA,None,709.0
AK,AL,A63,Twin Hills,Twin Hills,GA,None,707.0
AK,AL,JZZ,Koliganek,Koliganek,GA,None,704.0
AK,AL,CXF,Coldfoot,Coldfoot,GA,None,691.0
AK,AL,5NN,Nondalton,Nondalton,GA,None,678.0
AK,AL,SLQ,Sleetmute,Sleetmute,GA,None,672.0
AK,AL,PPC,Prospect Creek,Prospect Creek,GA,None,649.0
AK,AL,WSN,South Naknek Nr 2,South Naknek,GA,None,611.0
AK,AL,KCL,Chignik Lagoon,Chignik Flats,GA,None,571.0
AK,AL,KYK,Karluk,Karluk,GA,None,541.0
AK,AL,78K,Yes Bay Lodge,Yes Bay,GA,None,521.0
AK,AL,INR,McKinley National Park,McKinley Park,GA,None,468.0
AK,AL,EXI,Excursion Inlet,Excursion Inlet,GA,None,461.0
AK,AL,5AK0,Trading Bay Production,Trading Bay,GA,None,461.0
AK,AL,Z91,Birch Creek,Birch Creek,GA,None,460.0
AK,AL,AK96,Bartletts,Egegik,GA,None,454.0
AK,AL,PTU,Platinum,Platinum,GA,None,433.0
AK,AL,1AK3,Port Moller Air Force Station,Cold Bay,GA,None,426.0
AK,AL,KFP,False Pass,False Pass,GA,None,397.0
AK,AL,KEK,Ekwok,Ekwok,GA,None,385.0
AK,AL,A14,Portage Creek,Portage Creek,GA,None,383.0
AK,AL,4K0,Pedro Bay,Pedro Bay,GA,None,365.0
AK,AL,CRC,Circle City /New/,Circle,GA,None,354.0
AK,AL,UMT,Umiat,Umiat,GA,None,354.0
AK,AL,SRV,Stony River 2,Stony River,GA,None,353.0
AK,AL,TKL,Taku Lodge,Taku Lodge,GA,None,346.0
AK,AL,5Z1,Juneau Harbor,Juneau,GA,None,327.0
AK,AL,RMP,Rampart,Rampart,GA,None,321.0
AK,AL,5NI,Nikolai,Nikolai,GA,None,320.0
AK,AL,AKA,Atka,Atka,GA,None,319.0
AK,AL,9Z3,Kodiak /Lily Lake/,Kodiak,GA,None,307.0
AK,AL,IKO,Nikolski AS,Nikolski,GA,None,296.0
AK,AL,GKN,Gulkana,Gulkana,GA,None,290.0
AK,AL,ELV,Elfin Cove,Elfin Cove,GA,None,286.0
AK,AL,7KA,Tatitlek,Tatitlek,GA,None,278.0
AK,AL,Z73,Nelson Lagoon,Nelson Lagoon,GA,None,269.0
AK,AL,RDV,Red Devil,Red Devil,GA,None,264.0
AK,AL,DM2,Diomede,Diomede,GA,None,258.0
AK,AL,UGB,Ugashik Bay,Pilot Point,GA,None,257.0
AK,AL,BCV,Birchwood,Birchwood,GA,None,252.0
AK,AL,EIL,Eielson AFB,Fairbanks,GA,None,247.0
AK,AL,MHM,Minchumina,Lake Minchumina,GA,None,230.0
AK,AL,TKJ,Tok,Tok,GA,None,227.0
AK,AL,51Z,Minto,Minto,GA,None,188.0
AK,AL,KPC,Port Clarence CGS,Port Clarence,GA,None,148.0
AK,AL,UTO,Indian Mountain LRRS,Utopia Creek,GA,None,145.0
AK,AL,4Z7,Hyder,Hyder,GA,None,144.0
AK,AL,SKW,Skwentna,Skwentna,GA,None,144.0
AK,AL,8AK3,Roland Norton Memorial Airstrip,Selawik,GA,None,139.0
AK,AL,5NK,Naknek,Naknek,GA,None,135.0
AK,AL,TNC,Tin City LRRS,Tin City,GA,None,133.0
AK,AL,MLY,Manley Hot Springs,Manley Hot Springs,GA,None,129.0
AK,AL,AK71,Lonely AS,Lonely,GA,None,125.0
AK,AL,TCT,Takotna,Takotna,GA,None,120.0
AK,AL,WCR,Chandalar Lake,Chandalar Lake,GA,None,113.0
AK,AL,KCC,Coffman Cove,Coffman Cove,GA,None,113.0
AK,AL,EHM,Cape Newenham LRRS,Cape Newenham,GA,None,111.0
AK,AL,4AK8,Tetlin,Tetlin,GA,None,111.0
AK,AL,84K,Meyers Chuck,Meyers Chuck,GA,None,108.0
AK,AL,KKU,Ekuk,Ekuk,GA,None,105.0
AK,AL,CZF,Cape Romanzof LRRS,Cape Romanzof,GA,None,103.0
AK,AL,LUR,Cape Lisburne LRRS,Cape Lisburne,GA,None,101.0
AK,AL,4AK1,Inigok,Deadhorse,GA,None,99.0
AK,AL,PAQ,Palmer Municipal,Palmer,GA,None,98.0
AK,AL,TLJ,Tatalina LRRS,Takotna,GA,None,95.0
AK,AL,TPO,Port Alsworth,Port Alsworth,GA,None,84.0
AK,AL,HRR,Healy River,Healy,GA,None,76.0
AK,AL,2AK,Lime Village,Lime Village,GA,None,73.0
AK,AL,ZNC,Nyac,Nyac,GA,None,72.0
AK,AL,2AK6,Hog River,Hogatza,GA,None,71.0
AK,AL,AK40,Nixon Fork Mine,McGrath,GA,None,71.0
AK,AL,19P,Port Protection,Port Protection,GA,None,66.0
AK,AL,AK51,Wilder/Natwick LLC,Port Alsworth,GA,None,65.0
AK,AL,ALZ,Alitak,Lazy Bay,GA,None,61.0
AK,AL,KXA,Kasaan,Kasaan,GA,None,55.0
AK,AL,PWR,Port Walter,Port Walter,GA,None,50.0
AK,AL,CEM,Central,Central,GA,None,48.0
AK,AL,C05,Chenega Bay,Chenega,GA,None,47.0
AK,AL,15Z,McCarthy,McCarthy,GA,None,42.0
AK,AL,KPB,Point Baker,Point Baker,GA,None,40.0
AK,AL,TSG,Tanacross,Tanacross,GA,None,40.0
AK,AL,CZN,Chisana,Chisana,GA,None,34.0
AK,AL,MYK,May Creek,May Creek,GA,None,33.0
AK,AL,KWP,West Point Village,West Point,GA,None,32.0
AK,AL,FNR,Funter Bay,Funter Bay,GA,None,30.0
AK,AL,5A8,Aleknagik /New/,Aleknagik,GA,None,27.0
AK,AL,AK81,Amook Bay,Amook Bay,GA,None,26.0
AK,AL,BQV,Bartlett Cove,Bartlett Cove,GA,None,26.0
AK,AL,AK60,Fort Jensen,Jensens,GA,None,26.0
AK,AL,DCK,Dahl Creek,Dahl Creek,GA,None,25.0
AK,AL,96Z,North Whale,North Whale Pass,GA,None,25.0
AK,AL,CHP,Circle Hot Springs,Circle Hot Springs,GA,None,24.0
AK,AL,AK15,Alpine Airstrip,Deadhorse,GA,None,23.0
AK,AL,HYG,Hydaburg,Hydaburg,GA,None,23.0
AK,AL,ORT,Northway,Northway,GA,None,23.0
AK,AL,KOY,Olga Bay,Olga Bay,GA,None,23.0
AK,AL,AK80,American Creek,American Creek,GA,None,22.0
AK,AL,Z53,Cape Sabine,Cape Beaufort,GA,None,22.0
AK,AL,WSJ,San Juan /Uganik/,San Juan,GA,None,22.0
AK,AL,TKA,Talkeetna,Talkeetna,GA,None,21.0
AK,AL,AK75,Candle 2,Candle,GA,None,20.0
AK,AL,KIB,Ivanof Bay,Ivanof Bay,GA,None,19.0
AK,AL,AK13,Chena Hot Springs,Chena Hot Springs,GA,None,18.0
AK,AL,SWD,Seward,Seward,GA,None,18.0
AK,AL,BIG,Allen AAF,"Delta Junction 
Ft Greely",GA,None,15.0
AK,AL,KKB,Kitoi Bay,Kitoi Bay,GA,None,14.0
AK,AL,KMY,Moser Bay,Moser Bay,GA,None,13.0
AK,AL,KBE,Bell Island Hot Springs,Bell Island,GA,None,12.0
AK,AL,GSZ,Granite Mountain AS,Granite Mountain,GA,None,11.0
AK,AL,KPR,Port Williams,Port Williams,GA,None,11.0
AK,AL,MOS,Moses Point,Elim,GA,None,9.0
AK,AL,FWL,Farewell,Farewell,GA,None,9.0
AK,AL,BNF,Warm Spring Bay,Baranof,GA,None,8.0
AK,AL,FLT,Flat,Flat,GA,None,8.0
AK,AL,ENN,Nenana Municipal,Nenana,GA,None,8.0
AK,AL,K29,Council,Council,GA,None,7.0
AK,AL,2K5,Telida,Telida,GA,None,7.0
AK,AL,CXC,Chitina,Chitina,GA,None,6.0
AK,AL,KCR,Colorado Creek,Colorado Creek,GA,None,6.0
AK,AL,KPY,Port Bailey,Port Bailey,GA,None,6.0
AK,AL,37AK,Big Mountain,Big Mountain Radio Relay Site (U.S. Air Force),GA,None,4.0
AK,AL,KCN,Chernofski Harbor,Chernofski Harbor,GA,None,4.0
AK,AL,CYM,Chatham,Chatham,GA,None,3.0
AK,AL,CKX,Chicken,Chicken,GA,None,3.0
AK,AL,HWI,Hawk Inlet,Hawk Inlet,GA,None,3.0
AK,AL,LSR,Lost River 1,Lost River,GA,None,3.0
AK,AL,OLI,Oliktok LRRS,Oliktok Point,GA,None,3.0
AK,AL,JLA,Quartz Creek,Cooper Landing,GA,None,2.0
AK,AL,D66,Delta Junction,Delta Junction,GA,None,2.0
AK,AL,9A8,Ugashik/New,Ugashik,GA,None,2.0
AK,AL,CKU,Cordova Municipal,Cordova,GA,None,1.0
AK,AL,A23,Saginaw,Saginaw Bay,GA,None,1.0
AK Total,,,,,,,4432447.0
AL,SO,BHM,Birmingham Int'l,Birmingham,P,S,1376152.0
AL,SO,HSV,Huntsville Int'l-Carl T Jones Field,Huntsville,P,S,512540.0
AL,SO,MOB,Mobile Regional,Mobile,P,N,302035.0
AL,SO,MGM,Montgomery Regional (Dannelly Field),Montgomery,P,N,212660.0
AL,SO,DHN,Dothan Regional,Dothan,P,N,61143.0
AL,SO,MSL,Northwest Alabama Regional,Muscle Shoals,CS,None,5928.0
AL,SO,TCL,Tuscaloosa Regional,Tuscaloosa,GA,None,1765.0
AL,SO,ANB,Anniston Metropolitan,Anniston,GA,None,708.0
AL,SO,MXF,Maxwell AFB,Montgomery,GA,None,332.0
AL,SO,MVC,Monroe County,Monroeville,GA,None,110.0
AL,SO,4R4,H. L. (Sonny) Callahan,Fairhope,GA,None,51.0
AL,SO,DCU,Pryor Field Regional,Mooresville,GA,None,48.0
AL,SO,ASN,Talladega Municipal,Talladega,GA,None,45.0
AL,SO,EKY,Bessemer,Bessemer,GA,None,34.0
AL,SO,JKA,Jack Edwards,Gulf Shores,GA,None,23.0
AL,SO,BFM,Mobile Downtown,Mobile,GA,None,23.0
AL,SO,PLR,St Clair County,Pell City,GA,None,15.0
AL,SO,EET,Shelby County,Alabaster,GA,None,12.0
AL,SO,3A1,Folsom Field,Cullman,GA,None,11.0
AL,SO,7A2,Demopolis Municipal,Demopolis,GA,None,11.0
AL,SO,AUO,Auburn-Opelika Robert G. Pitts,Auburn,GA,None,10.0
AL,SO,GAD,Gadsden Municipal,Gadsden,GA,None,10.0
AL,SO,79J,Andalusia-Opp,Andalusia/Opp,GA,None,8.0
AL,SO,EUF,Weedon Field,Eufaula,GA,None,8.0
AL,SO,SCD,Merkel Field Sylacauga Municipal,Sylacauga,GA,None,8.0
AL,SO,12J,Brewton Municipal,Brewton,GA,None,6.0
AL,SO,EDN,Enterprise Municipal,Enterprise,GA,None,6.0
AL,SO,MDQ,Madison County Executive,Huntsville,GA,None,6.0
AL,SO,1A9,Autauga County,Prattville,GA,None,6.0
AL,SO,20A,Robbins Field,Oneonta,GA,None,4.0
AL,SO,8A0,"The Albertville Municipal-
Thomas J Brumlik Field",Albertville,GA,None,3.0
AL,SO,4A9,Isbell Field,Fort Payne,GA,None,3.0
AL,SO,02A,Gragg-Wade Field,Clanton,GA,None,2.0
AL,SO,71J,Blackwell Field,Ozark,GA,None,2.0
AL,SO,1R8,Bay Minette Municipal,Bay Minette,GA,None,1.0
AL,SO,09A,Butler-Choctaw County,Butler,GA,None,1.0
AL,SO,PRN,MacCrenshaw Memorial,Greenville,GA,None,1.0
AL Total,,,,,,,2473731.0
AR,SW,LIT,Adams Field,Little Rock,P,S,1063920.0
AR,SW,XNA,Northwest Arkansas Regional,Cave Springs,P,S,427417.0
AR,SW,FSM,Fort Smith Regional,Fort Smith,P,N,89510.0
AR,SW,TXK,Texarkana Regional-Webb Field,Texarkana,P,N,27802.0
AR,SW,HRO,Boone County,Harrison,CS,None,2668.0
AR,SW,HOT,Memorial Field,Hot Springs,CS,None,2606.0
AR,SW,JBR,Jonesboro Municipal,Jonesboro,GA,None,1865.0
AR,SW,ELD,"South Arkansas Regional 
at Goodwin Field",El Dorado,GA,None,1524.0
AR,SW,FYV,Drake Field,Fayetteville,GA,None,230.0
AR,SW,ASG,Springdale Municipal,Springdale,GA,None,123.0
AR,SW,LRF,Little Rock AFB,Jacksonville,GA,None,65.0
AR,SW,BPK,Baxter County Regional,Mountain Home,GA,None,29.0
AR,SW,DEQ,J Lynn Helms Sevier County,De Queen,GA,None,26.0
AR,SW,SGT,Stuttgart Municipal,Ulm,GA,None,17.0
AR,SW,ROG,Rogers Municipal-Carter Field,Rogers,GA,None,16.0
AR,SW,BVX,Batesville Regional,Batesville,GA,None,7.0
AR,SW,M39,Mena Intermountain Municipal,Mena,GA,None,4.0
AR,SW,CDH,Harrell Field,Camden,GA,None,3.0
AR,SW,FCY,Forrest City Municipal,Forrest City,GA,None,3.0
AR,SW,CRT,Z M Jack Stell Field,Crossett,GA,None,2.0
AR,SW,AWM,West Memphis Municipal,West Memphis,GA,None,2.0
AR,SW,BYH,Arkansas Int'l,Blytheville,GA,None,1.0
AR,SW,M65,Wynne Municipal,Wynne,GA,None,1.0
AR Total,,,,,,,1617841.0
AS,WP,PPG,Pago Pago Int'l,Pago Pago,P,N,68202.0
AS,WP,FAQ,Fitiuta,Fitiuta,CS,None,3208.0
AS,WP,Z08,Ofu,Ofu Village,GA,None,1682.0
AS Total,,,,,,,73092.0
AZ,WP,PHX,Phoenix Sky Harbor Int'l,Phoenix,P,L,18252853.0
AZ,WP,TUS,Tucson Int'l,Tucson,P,M,1699762.0
AZ,WP,GCN,Grand Canyon National Park,Grand Canyon,P,N,325815.0
AZ,WP,IFP,Laughlin/Bullhead Int'l,Bullhead City,P,N,85661.0
AZ,WP,YUM,Yuma MCAS/Yuma Int'l,Yuma,P,N,58916.0
AZ,WP,FLG,Flagstaff Pulliam,Flagstaff,P,N,34635.0
AZ,WP,1G4,Grand Canyon West,Peach Springs,P,N,33067.0
AZ,WP,PGA,Page Municipal,Page,P,N,14929.0
AZ,WP,HII,Lake Havasu City,Lake Havasu City,CS,None,8543.0
AZ,WP,PRC,Ernest A. Love Field,Prescott,CS,None,4786.0
AZ,WP,SOW,Show Low Regional,Show Low,CS,None,3968.0
AZ,WP,SDL,Scottsdale,Scottsdale,GA,None,3159.0
AZ,WP,IGM,Kingman,Kingman,CS,None,2504.0
AZ,WP,E91,Chinle Municipal,Chinle,GA,None,1309.0
AZ,WP,0V7,Kayenta,Kayenta,GA,None,1265.0
AZ,WP,DMA,Davis Monthan AFB,Tucson,GA,None,640.0
AZ,WP,RQE,Window Rock,Window Rock,GA,None,639.0
AZ,WP,FHU,Sierra Vista Municipal-Libby AAF,Fort Huachuca Sierra Vista,GA,None,553.0
AZ,WP,SEZ,Sedona,Sedona,GA,None,347.0
AZ,WP,3AZ5,Hualapai,Peach Springs,GA,None,340.0
AZ,WP,PAN,Payson,Payson,GA,None,242.0
AZ,WP,IWA,Williams Gateway,Mesa,GA,None,218.0
AZ,WP,DVT,Phoenix Deer Valley,Phoenix,GA,None,177.0
AZ,WP,LUF,Luke AFB,Glendale,GA,None,80.0
AZ,WP,FFZ,Falcon Field,Mesa,GA,None,25.0
AZ,WP,L41,Marble Canyon,Marble Canyon,GA,None,21.0
AZ,WP,AVQ,Marana Northwest Regional,Marana,GA,None,18.0
AZ,WP,INW,Winslow-Lindbergh Regional,Winslow,GA,None,16.0
AZ,WP,Q35,Town of Springerville Municipal,Springerville,GA,None,15.0
AZ,WP,SAD,Safford Regional,Safford,GA,None,10.0
AZ,WP,T03,Tuba City,Tuba City,GA,None,10.0
AZ,WP,OLS,Nogales Int'l,Nogales,GA,None,4.0
AZ,WP,GYR,Phoenix Goodyear,Goodyear,GA,None,3.0
AZ,WP,P20,Avi Suquilla,Parker,GA,None,3.0
AZ,WP,CHD,Chandler Municipal,Chandler,GA,None,2.0
AZ,WP,P19,Stellar Airpark,Chandler,GA,None,2.0
AZ,WP,CFT,Greenlee County,Clifton,GA,None,2.0
AZ,WP,SJN,St Johns Industrial Air Park,Saint Johns,GA,None,2.0
AZ,WP,E25,Wickenburg Municipal,Wickenburg,GA,None,2.0
AZ,WP,E78,Sells,Sells,GA,None,1.0
AZ,WP,E24,Whiteriver,Whiteriver,GA,None,1.0
AZ Total,,,,,,,20534545.0
CA,WP,LAX,Los Angeles Int'l,Los Angeles,P,L,26239584.0
CA,WP,SFO,San Francisco Int'l,San Francisco,P,L,14079173.0
CA,WP,SAN,San Diego Int'l,San Diego,P,L,7565196.0
CA,WP,OAK,Metropolitan Oakland Int'l,Oakland,P,L,6638343.0
