Rank,RO,ST,Locid,City,Airport Name,Svc Lvl,Hub,CY 05 Enplanements,CY 04 Enplanements,% Change
1824.0,SW,LA,M79,Rayville,John H Hooks Jr Memorial,GA,None,2.0,0.0,0.0
19.0,NE,MA,BOS,Boston,General Edward Lawrence Logan International,P,L,13214923.0,12758020.0,0.0358
160.0,NE,MA,ACK,Nantucket,Nantucket Memorial,P,N,252757.0,243313.0,0.0388
187.0,NE,MA,HYA,Hyannis,Barnstable Municipal-Boardman/Polando Field,P,N,177761.0,167522.0,0.0611
262.0,NE,MA,MVY,Vineyard Haven,Marthas Vineyard,P,N,48977.0,49480.0,-0.0102
339.0,NE,MA,EWB,New Bedford,New Bedford Regional,P,N,17960.0,19686.0,-0.0877
359.0,NE,MA,BED,Bedford,Laurence G Hanscom Field,P,N,13887.0,17049.0,-0.1855
395.0,NE,MA,PVC,Provincetown,Provincetown Municipal,P,N,10236.0,11424.0,-0.104
593.0,NE,MA,ORH,Worcester,Worcester Regional,GA,None,2036.0,1274.0,0.5981
824.0,NE,MA,OWD,Norwood,Norwood Memorial,GA,None,240.0,34.0,6.0588
868.0,NE,MA,CEF,Springfield/Chicopee,Westover ARB/Metropolitan,GA,None,158.0,286.0,-0.4476
1020.0,NE,MA,BAF,Westfield,Barnes Municipal,GA,None,55.0,17.0,2.2353
1260.0,NE,MA,PSF,Pittsfield,Pittsfield Municipal,GA,None,17.0,30.0,-0.4333
1306.0,NE,MA,CQX,Chatham,Chatham Municipal,GA,None,14.0,10.0,0.4
1378.0,NE,MA,FIT,Fitchburg,Fitchburg Municipal,GA,None,11.0,5.0,1.2
1555.0,NE,MA,AQW,North Adams,Harriman-And-West,GA,None,5.0,5.0,0.0
1627.0,NE,MA,BVY,Beverly,Beverly Municipal,GA,None,4.0,36.0,-0.8889
1637.0,NE,MA,GBR,Great Barrington,Walter J. Koladza,GA,None,4.0,1.0,3.0
1720.0,NE,MA,LWM,Lawrence,Lawrence Municipal,GA,None,3.0,8.0,-0.625
1732.0,NE,MA,ORE,Orange,Orange Municipal,GA,None,3.0,1.0,2.0
1764.0,NE,MA,7B2,Northampton,Northampton,GA,None,2.0,4.0,-0.5
1906.0,NE,MA,GHG,Marshfield,Marshfield Municipal - George Harlow Field,GA,None,1.0,0.0,0.0
25.0,EA,MD,BWI,Glen Burnie,Baltimore/Washington International Thurgood Marshal,P,L,9829432.0,10103563.0,-0.0271
248.0,EA,MD,SBY,Salisbury,Salisbury-Ocean City Wicomico Regional,P,N,64564.0,60549.0,0.0663
463.0,EA,MD,HGR,Hagerstown,Hagerstown Regional-Richard A Henson Field,CS,None,5063.0,12558.0,-0.5968
477.0,EA,MD,ADW,Camp Springs,Andrews AFB,GA,None,4524.0,4867.0,-0.0705
806.0,EA,MD,MTN,Middle River,Martin State,GA,None,262.0,64.0,3.0938
1004.0,EA,MD,NHK,Patuxent River Naval Air Test Center,Patuxent River NAS/Trapnell Field/,GA,None,60.0,0.0,0.0
1132.0,EA,MD,APG,Aberdeen Proving Ground (U.S. Army),Phillips AAF,GA,None,30.0,0.0,0.0
1191.0,EA,MD,GAI,Gaithersburg,Montgomery County Airpark,GA,None,23.0,14.0,0.6429
1207.0,EA,MD,FDK,Frederick,Frederick Municipal,GA,None,21.0,13.0,0.6154
1282.0,EA,MD,DMW,Westminster,Carroll County Regional/Jack B Poage Field,GA,None,15.0,3.0,4.0
1285.0,EA,MD,ESN,Easton,Easton/Newnam Field,GA,None,15.0,13.0,0.1538
1531.0,EA,MD,OXB,Ocean City,Ocean City Municipal,GA,None,6.0,7.0,-0.1429
1784.0,EA,MD,CBE,Cumberland,Greater Cumberland Regional,GA,None,2.0,115.0,-0.9826
1786.0,EA,MD,CGE,Cambridge,Cambridge-Dorchester,GA,None,2.0,47.0,-0.9574
1808.0,EA,MD,FME,Odenton,Tipton,GA,None,2.0,0.0,0.0
98.0,NE,ME,PWM,Portland,Portland International Jetport,P,S,734295.0,687344.0,0.0683
125.0,NE,ME,BGR,Bangor,Bangor International,P,S,433816.0,357040.0,0.215
346.0,NE,ME,PQI,Presque Isle,Northern Maine Regional Airport at Presque Isle,P,N,16479.0,16607.0,-0.0077
365.0,NE,ME,RKD,Rockland,Knox County Regional,P,N,13217.0,12563.0,0.0521
400.0,NE,ME,BHB,Bar Harbor,Hancock County-Bar Harbor,P,N,10057.0,10647.0,-0.0554
459.0,NE,ME,AUG,Augusta,Augusta State,CS,None,5225.0,4754.0,0.0991
787.0,NE,ME,NHZ,Brunswick,Brunswick NAS,GA,None,313.0,457.0,-0.3151
795.0,NE,ME,06B,Bangor,Lucky Landing Marina and SPB,GA,None,295.0,0.0,0.0
900.0,NE,ME,57B,Islesboro,Islesboro,GA,None,124.0,96.0,0.2917
1050.0,NE,ME,CAR,Caribou,Caribou Municipal,GA,None,48.0,197.0,-0.7563
1199.0,NE,ME,FVE,Frenchville,Northern Aroostook Regional,GA,None,22.0,16.0,0.375
1226.0,NE,ME,WVL,Waterville,Waterville Robert Lafleur,GA,None,20.0,3.0,5.6667
1308.0,NE,ME,EPM,Eastport,Eastport Municipal,GA,None,14.0,21.0,-0.3333
1311.0,NE,ME,HUL,Houlton,Houlton International,GA,None,14.0,70.0,-0.8
1333.0,NE,ME,IWI,Wiscasset,Wiscasset,GA,None,13.0,6.0,1.1667
1410.0,NE,ME,SFM,Sanford,Sanford Regional,GA,None,10.0,58.0,-0.8276
1465.0,NE,ME,LEW,Auburn,Auburn/Lewiston Municipal,GA,None,8.0,42.0,-0.8095
1469.0,NE,ME,MVM,Machias,Machias Valley,GA,None,8.0,13.0,-0.3846
1656.0,NE,ME,MLT,Millinocket,Millinocket Municipal,GA,None,4.0,0.0,0.0
1889.0,NE,ME,8B0,Rangeley,Steven A. Bean Municipal,GA,None,1.0,0.0,0.0
1891.0,NE,ME,B21,Carrabassett,Sugarloaf Regional,GA,None,1.0,10.0,-0.9
11.0,GL,MI,DTW,Detroit,Detroit Metropolitan Wayne County,P,L,17580363.0,17046176.0,0.0313
88.0,GL,MI,GRR,Grand Rapids,Gerald R. Ford International,P,S,1041967.0,1074816.0,-0.0306
114.0,GL,MI,FNT,Flint,Bishop International,P,S,553468.0,596484.0,-0.0721
149.0,GL,MI,LAN,Lansing,Capital City,P,N,314593.0,330416.0,-0.0479
167.0,GL,MI,AZO,Kalamazoo,Kalamazoo/Battle Creek International,P,N,235948.0,222128.0,0.0622
172.0,GL,MI,TVC,Traverse City,Cherry Capital,P,N,219188.0,198189.0,0.106
173.0,GL,MI,MBS,Saginaw,MBS International,P,N,213669.0,227462.0,-0.0606
249.0,GL,MI,SAW,Gwinn,Sawyer International,P,N,62951.0,57450.0,0.0958
286.0,GL,MI,PLN,Pellston,Pellston Regional Airport of Emmet County,P,N,38191.0,38168.0,0.0006
288.0,GL,MI,MKG,Muskegon,Muskegon County,P,N,37975.0,35209.0,0.0786
311.0,GL,MI,CMX,Hancock,Houghton County Memorial,P,N,27729.0,27213.0,0.019
349.0,GL,MI,CIU,Sault Ste. Marie,Chippewa County International,P,N,15550.0,13461.0,0.1552
357.0,GL,MI,CVX,Charlevoix,Charlevoix Municipal,P,N,14549.0,12769.0,0.1394
381.0,GL,MI,ESC,Escanaba,Delta County,P,N,11361.0,10412.0,0.0911
393.0,GL,MI,APN,Alpena,Alpena County Regional,P,N,10302.0,8193.0,0.2574
410.0,GL,MI,IMT,Iron Mountain Kingsford,Ford,CS,None,9130.0,8029.0,0.1371
518.0,GL,MI,MGN,Harbor Springs,Harbor Springs,GA,None,3296.0,2880.0,0.1444
519.0,GL,MI,IWD,Ironwood,Gogebic-Iron County,CS,None,3291.0,2957.0,0.113
556.0,GL,MI,PTK,Pontiac,Oakland County International,GA,None,2480.0,3335.0,-0.2564
560.0,GL,MI,MBL,Manistee,Manistee County-Blacker,GA,None,2435.0,2718.0,-0.1041
579.0,GL,MI,YIP,Detroit,Willow Run,GA,None,2146.0,2522.0,-0.1491
714.0,GL,MI,GLR,Gaylord,Gaylord Regional,GA,None,757.0,667.0,0.1349
770.0,GL,MI,BTL,Battle Creek,W K Kellogg,GA,None,406.0,805.0,-0.4957
851.0,GL,MI,MTC,Mount Clemens,Selfridge Angb,GA,None,178.0,82.0,1.1707
854.0,GL,MI,DET,Detroit,Coleman A. Young Municipal,GA,None,176.0,335.0,-0.4746
890.0,GL,MI,VLL,Troy,Oakland/Troy,GA,None,133.0,198.0,-0.3283
919.0,GL,MI,ACB,Bellaire,Antrim County,GA,None,109.0,248.0,-0.5605
935.0,GL,MI,ARB,Ann Arbor,Ann Arbor Municipal,GA,None,95.0,219.0,-0.5662
977.0,GL,MI,BIV,Holland,Tulip City,GA,None,71.0,58.0,0.2241
984.0,GL,MI,TTF,Monroe,Custer,GA,None,69.0,64.0,0.0781
1003.0,GL,MI,ANJ,Sault Ste. Marie,Sault Ste Marie Municipal/Sanderson Field,GA,None,60.0,44.0,0.3636
1005.0,GL,MI,PZQ,Rogers City,Presque Isle County,GA,None,60.0,0.0,0.0
1035.0,GL,MI,CAD,Cadillac,Wexford County,GA,None,51.0,65.0,-0.2154
1039.0,GL,MI,MCD,Mackinac Island,Mackinac Island,GA,None,50.0,90.0,-0.4444
1042.0,GL,MI,PHN,Port Huron,St Clair County International,GA,None,50.0,18.0,1.7778
1055.0,GL,MI,MNM,Menominee,Menominee-Marinette Twin County,GA,None,46.0,34.0,0.3529
1065.0,GL,MI,6D6,Greenville,Greenville Municipal,GA,None,43.0,0.0,0.0
1077.0,GL,MI,8D4,Sparta,Paul C. Miller-Sparta,GA,None,41.0,0.0,0.0
1112.0,GL,MI,BEH,Benton Harbor,Southwest Michigan Regional,GA,None,33.0,55.0,-0.4
1127.0,GL,MI,SLH,Cheboygan,Cheboygan County,GA,None,31.0,2.0,14.5
1273.0,GL,MI,MOP,Mount Pleasant,Mount Pleasant Municipal,GA,None,16.0,6.0,1.6667
1274.0,GL,MI,OZW,Howell,Livingston County Spencer J. Hardy,GA,None,16.0,0.0,0.0
1289.0,GL,MI,HTL,Houghton Lake,Roscommon County,GA,None,15.0,11.0,0.3636
1313.0,GL,MI,LDM,Ludington,Mason County,GA,None,14.0,211.0,-0.9336
1329.0,GL,MI,DRM,Drummond Island,Drummond Island,GA,None,13.0,6.0,1.1667
1363.0,GL,MI,3TR,Niles,Jerry Tyler Memorial,GA,None,11.0,0.0,0.0
1372.0,GL,MI,D98,Romeo,Romeo State,GA,None,11.0,5.0,1.2
1408.0,GL,MI,RMY,Marshall,Brooks Field,GA,None,10.0,0.0,0.0
1441.0,GL,MI,TEW,Mason,Mason Jewett Field,GA,None,9.0,7.0,0.2857
1449.0,GL,MI,3CM,Bay City,James Clements Municipal,GA,None,8.0,6.0,0.3333
1484.0,GL,MI,3FM,Fremont,Fremont Municipal,GA,None,7.0,2.0,2.5
1485.0,GL,MI,3GM,Grand Haven,Grand Haven Memorial Airpark,GA,None,7.0,13.0,-0.4615
1491.0,GL,MI,FPK,Charlotte,Fitch H Beach,GA,None,7.0,0.0,0.0
1510.0,GL,MI,BAX,Bad Axe,Huron County Memorial,GA,None,6.0,0.0,0.0
1520.0,GL,MI,JXN,Jackson,Jackson County-Reynolds Field,GA,None,6.0,534.0,-0.9888
1530.0,GL,MI,ONZ,Detroit/Grosse Ile,Grosse Ile Municipal,GA,None,6.0,0.0,0.0
1551.0,GL,MI,ADG,Adrian,Lenawee County,GA,None,5.0,14.0,-0.6429
1562.0,GL,MI,FKS,Frankfort,Frankfort Dow Memorial Field,GA,None,5.0,15.0,-0.6667
1599.0,GL,MI,Y95,Hillman,Hillman,GA,None,5.0,0.0,0.0
1678.0,GL,MI,Y47,New Hudson,Oakland Southwest,GA,None,4.0,0.0,0.0
1728.0,GL,MI,N98,Boyne City,Boyne City Municipal,GA,None,3.0,4.0,-0.25
1730.0,GL,MI,OGM,Ontonagon,Ontonagon County - Schuster Field,GA,None,3.0,0.0,0.0
1777.0,GL,MI,BFA,Boyne Falls,Boyne Mountain,GA,None,2.0,0.0,0.0
1810.0,GL,MI,GDW,Gladwin,Gladwin Zettel Memorial,GA,None,2.0,0.0,0.0
1823.0,GL,MI,LWA,South Haven,South Haven Area Regional,GA,None,2.0,8.0,-0.75
1839.0,GL,MI,OSC,Oscoda,Oscoda-Wurtsmith,GA,None,2.0,12.0,-0.8333
1875.0,GL,MI,Y31,West Branch,West Branch Community,GA,None,2.0,0.0,0.0
10.0,GL,MN,MSP,Minneapolis,Minneapolis-St Paul International/Wold-Chamberlain/,P,L,17971771.0,17482627.0,0.028
198.0,GL,MN,DLH,Duluth,Duluth International,P,N,146394.0,150235.0,-0.0256
201.0,GL,MN,RST,Rochester,Rochester International,P,N,142267.0,138041.0,0.0306
304.0,GL,MN,BJI,Bemidji,Bemidji Regional,P,N,29699.0,28676.0,0.0357
321.0,GL,MN,STC,St. Cloud,St. Cloud Regional,P,N,24556.0,21720.0,0.1306
330.0,GL,MN,INL,International Falls,Falls International,P,N,21861.0,21122.0,0.035
333.0,GL,MN,BRD,Brainerd,Brainerd Lakes Regional,P,N,20718.0,19092.0,0.0852
389.0,GL,MN,HIB,Hibbing,Chisholm-Hibbing,P,N,10619.0,9461.0,0.1224
475.0,GL,MN,TVF,Thief River Falls,Thief River Falls Regional,CS,None,4611.0,4570.0,0.009
516.0,GL,MN,MML,Marshall,Southwest Minnesota Regional Marshall/Ryan Field,GA,None,3315.0,11.0,300.3636
705.0,GL,MN,ULM,New Ulm,New Ulm Municipal,GA,None,858.0,113.0,6.5929
777.0,GL,MN,GDB,Granite Falls,Granite Falls Municipal/Lenzen-Roe Memorial Field,GA,None,356.0,8.0,43.5
779.0,GL,MN,STP,St. Paul,St Paul Downtown Holman Field,GA,None,348.0,268.0,0.2985
902.0,GL,MN,FCM,Minneapolis,Flying Cloud,GA,None,124.0,271.0,-0.5424
904.0,GL,MN,ILL,Willmar,Willmar Municipal-John L Rice Field,GA,None,121.0,6.0,19.1667
918.0,GL,MN,HCD,Hutchinson,Hutchinson Municipal-Butler Field,GA,None,110.0,0.0,0.0
956.0,GL,MN,MOX,Morris,Morris Municipal,GA,None,82.0,0.0,0.0
1007.0,GL,MN,AXN,Alexandria,Chandler Field,GA,None,58.0,1.0,57.0
1027.0,GL,MN,TKC,Tracy,Tracy Municipal,GA,None,54.0,14.0,2.8571
1068.0,GL,MN,MKT,Mankato,Mankato Regional,GA,None,43.0,57.0,-0.2456
1123.0,GL,MN,ANE,Blaine,Anoka County-Blaine Airport(Janes Field),GA,None,31.0,34.0,-0.0882
1141.0,GL,MN,BDE,Baudette,Baudette International,GA,None,29.0,42.0,-0.3095
1143.0,GL,MN,EVM,Eveleth,Eveleth-Virginia Municipal,GA,None,29.0,0.0,0.0
1169.0,GL,MN,COQ,Cloquet,Cloquet Carlton County,GA,None,26.0,78.0,-0.6667
1171.0,GL,MN,LVN,Lakeville,Airlake,GA,None,26.0,6.0,3.3333
1230.0,GL,MN,GPZ,Grand Rapids,Grand Rapids/Itasca County Airport-Gordon Newstrom Field,GA,None,19.0,800.0,-0.9763
1267.0,GL,MN,AEL,Albert Lea,Albert Lea Municipal,GA,None,16.0,1.0,15.0
1283.0,GL,MN,DVP,Slayton,Slayton Municipal,GA,None,15.0,13.0,0.1538
1301.0,GL,MN,12D,Tower,Tower Municipal,GA,None,14.0,10.0,0.4
1337.0,GL,MN,MJQ,Jackson,Jackson Municipal,GA,None,13.0,29.0,-0.5517
1347.0,GL,MN,DTL,Detroit Lakes,Detroit Lakes-Wething Field,GA,None,12.0,3.0,3.0
1351.0,GL,MN,FRM,Fairmont,Fairmont Municipal,GA,None,12.0,11.0,0.0909
1376.0,GL,MN,ELO,Ely,Ely Municipal,GA,None,11.0,16.0,-0.3125
1473.0,GL,MN,ROX,Roseau,Roseau Municipal/Rudy Billberg Field,GA,None,8.0,2.0,3.0
1539.0,GL,MN,SGS,South St. Paul,South St Paul Municipal-Richard E Fleming Field,GA,None,6.0,0.0,0.0
1590.0,GL,MN,OWA,Owatonna,Owatonna Degner Regional,GA,None,5.0,0.0,0.0
1592.0,GL,MN,RRT,Warroad,Warroad International-Swede Carlson Field,GA,None,5.0,0.0,0.0
1624.0,GL,MN,AUM,Austin,Austin Municipal,GA,None,4.0,0.0,0.0
1675.0,GL,MN,TWM,Two Harbors,Richard B Helgeson,GA,None,4.0,0.0,0.0
1696.0,GL,MN,CKC,Grand Marais,Grand Marais/Cook County,GA,None,3.0,0.0,0.0
1733.0,GL,MN,OTG,Worthington,Worthington Municipal,GA,None,3.0,30.0,-0.9
1734.0,GL,MN,PWC,Pine River,Pine River Regional,GA,None,3.0,0.0,0.0
1737.0,GL,MN,RGK,Red Wing,Red Wing Regional,GA,None,3.0,15.0,-0.8
1793.0,GL,MN,CQM,Cook,Cook Municipal,GA,None,2.0,0.0,0.0
1806.0,GL,MN,FBL,Faribault,Faribault Municipal,GA,None,2.0,12.0,-0.8333
1828.0,GL,MN,MIC,Minneapolis,Crystal,GA,None,2.0,129.0,-0.9845
1876.0,GL,MN,04W,Hinckley,Field of Dreams,GA,None,1.0,0.0,0.0
1917.0,GL,MN,LXL,Little Falls,Little Falls/Morrison County-Lindbergh Field,GA,None,1.0,0.0,0.0
1926.0,GL,MN,MZH,Moose Lake,Moose Lake Carlton County,GA,None,1.0,0.0,0.0
1934.0,GL,MN,ONA,Winona,Winona Municipal-Max Conrad Field,GA,None,1.0,0.0,0.0
1937.0,GL,MN,PKD,Park Rapids,Park Rapids Municipal-Konshok Field,GA,None,1.0,51.0,-0.9804
1940.0,GL,MN,ROS,Rush City,Rush City Regional,GA,None,1.0,0.0,0.0
32.0,CE,MO,STL,St. Louis,Lambert-St Louis International,P,M,6847228.0,6377628.0,0.0736
40.0,CE,MO,MCI,Kansas City,Kansas City International,P,M,5063120.0,5040595.0,0.0045
124.0,CE,MO,SGF,Springfield,Springfield-Branson National,P,S,434362.0,354326.0,0.2259
329.0,CE,MO,COU,Columbia,Columbia Regional,P,N,22005.0,20268.0,0.0857
401.0,CE,MO,JLN,Joplin,Joplin Regional,P,N,10056.0,10784.0,-0.0675
417.0,CE,MO,TBN,Fort Leonard Wood (U.S. Army),Waynesville Regional Airport at Forney Field,CS,None,8216.0,6394.0,0.285
435.0,CE,MO,CGI,Scott City,Cape Girardeau Regional,CS,None,7019.0,5949.0,0.1799
450.0,CE,MO,SUS,Chesterfield,Spirit of St. Louis,GA,None,5732.0,6498.0,-0.1179
635.0,CE,MO,IRK,Kirksville,Kirksville Regional,GA,None,1466.0,2108.0,-0.3046
666.0,CE,MO,SZL,Knob Noster,Whiteman AFB,GA,None,1216.0,79.0,14.3924
728.0,CE,MO,MKC,Kansas City,Charles B. Wheeler Downtown,GA,None,615.0,863.0,-0.2874
771.0,CE,MO,STJ,St. Joseph,Rosecrans Memorial,GA,None,393.0,21.0,17.7143
820.0,CE,MO,LXT,Lee's Summit,Lee's Summit Municipal,GA,None,249.0,4.0,61.25
954.0,CE,MO,JEF,Jefferson City,Jefferson City Memorial,GA,None,84.0,154.0,-0.4545
1150.0,CE,MO,HAE,Hannibal,Hannibal Regional,GA,None,28.0,25.0,0.12
1251.0,CE,MO,UNO,West Plains,West Plains Municipal,GA,None,18.0,5.0,2.6
1355.0,CE,MO,LBO,Lebanon,Floyd W. Jones Lebanon,GA,None,12.0,0.0,0.0
1426.0,CE,MO,DMO,Sedalia,Sedalia Memorial,GA,None,9.0,3.0,2.0
1535.0,CE,MO,PLK,Point Lookout,M. Graham Clark - Taney County,GA,None,6.0,9.0,-0.3333
1565.0,CE,MO,GLY,Clinton,Clinton Memorial,GA,None,5.0,4.0,0.25
1575.0,CE,MO,K02,Perryville,Perryville Municipal,GA,None,5.0,2.0,1.5
1607.0,CE,MO,3GV,Grain Valley,East Kansas City,GA,None,4.0,0.0,0.0
1674.0,CE,MO,TRX,Trenton,Trenton Municipal,GA,None,4.0,0.0,0.0
1706.0,CE,MO,EZZ,Cameron,Cameron Memorial,GA,None,3.0,0.0,0.0
1717.0,CE,MO,K89,Macon,Macon-Fower Memorial,GA,None,3.0,1.0,2.0
1721.0,CE,MO,M58,Monett,Monett Municipal,GA,None,3.0,4.0,-0.25
1803.0,CE,MO,EVU,Maryville,Northwest Missouri Regional,GA,None,2.0,0.0,0.0
1811.0,CE,MO,H19,Bowling Green,Bowling Green Municipal,GA,None,2.0,1.0,1.0
1825.0,CE,MO,MBY,Moberly,Omar N Bradley,GA,None,2.0,2.0,0.0
1858.0,CE,MO,TKX,Kennett,Kennett Memorial,GA,None,2.0,3.0,-0.3333
1866.0,CE,MO,VIH,Rolla/Vichy,Rolla National,GA,None,2.0,3.0,-0.3333
1878.0,CE,MO,1H0,St. Louis,Creve Coeur,GA,None,1.0,2.0,-0.5
1890.0,CE,MO,AIZ,Kaiser Lake Ozark,Lee C Fine Memorial,GA,None,1.0,16.0,-0.9375
1925.0,CE,MO,MYJ,Mexico,Mexico Memorial,GA,None,1.0,3.0,-0.6667
113.0,WP,MP,GSN,Saipan,Francisco C. Ada/Saipan International,P,S,555647.0,584933.0,-0.0501
280.0,WP,MP,GRO,Rota Island,Rota International,P,N,39747.0,33990.0,0.1694
314.0,WP,MP,TNI,Tinian (Municipality),Tinian International,P,N,25954.0,41080.0,-0.3682
100.0,SO,MS,JAN,Jackson,Jackson-Evers International,P,S,722219.0,639947.0,0.1286
134.0,SO,MS,GPT,Gulfport,Gulfport-Biloxi International,P,S,393803.0,437099.0,-0.0991
298.0,SO,MS,GTR,Columbus,Golden Triangle Regional,P,N,33629.0,34282.0,-0.019
303.0,SO,MS,TUP,Tupelo,Tupelo Regional,P,N,30318.0,21107.0,0.4364
312.0,SO,MS,MEI,Meridian,Key Field,P,N,26605.0,27439.0,-0.0304
351.0,SO,MS,PIB,Moselle,Hattiesburg-Laurel Regional,P,N,15406.0,15430.0,-0.0016
392.0,SO,MS,GLH,Greenville,Mid Delta Regional,P,N,10364.0,11433.0,-0.0935
774.0,SO,MS,HBG,Hattiesburg,Bobby L Chain Municipal,GA,None,379.0,7.0,53.1429
816.0,SO,MS,M24,Wiggins,Dean Griffin Memorial,GA,None,250.0,0.0,0.0
1025.0,SO,MS,OLV,Olive Branch,Olive Branch,GA,None,54.0,90.0,-0.4
1062.0,SO,MS,UOX,Oxford,University-Oxford,GA,None,45.0,7.0,5.4286
1196.0,SO,MS,UTA,Tunica,Tunica Municipal,GA,None,23.0,25.0,-0.08
1208.0,SO,MS,HKS,Jackson,Hawkins Field,GA,None,21.0,627.0,-0.9665
1247.0,SO,MS,PQL,Pascagoula,Trent Lott International,GA,None,18.0,24.0,-0.25
1496.0,SO,MS,MPE,Philadelphia,Philadelphia Municipal,GA,None,7.0,0.0,0.0
1522.0,SO,MS,LMS,Louisville,Louisville Winston County,GA,None,6.0,0.0,0.0
1567.0,SO,MS,GWO,Greenwood,Greenwood-Leflore,GA,None,5.0,5.0,0.0
1722.0,SO,MS,MBO,Madison,Bruce Campbell Field,GA,None,3.0,48.0,-0.9375
1943.0,SO,MS,STF,Starkville,George M Bryan,GA,None,1.0,2.0,-0.5
133.0,NM,MT,BIL,Billings,Billings Logan International,P,S,404427.0,395086.0,0.0236
143.0,NM,MT,BZN,Bozeman,Gallatin Field,P,N,336516.0,308929.0,0.0893
157.0,NM,MT,MSO,Missoula,Missoula International,P,N,271499.0,265948.0,0.0209
182.0,NM,MT,GPI,Kalispell,Glacier Park International,P,N,192507.0,178596.0,0.0779
193.0,NM,MT,GTF,Great Falls,Great Falls International,P,N,156859.0,133762.0,0.1727
216.0,NM,MT,HLN,Helena,Helena Regional,P,N,93204.0,84077.0,0.1086
273.0,NM,MT,BTM,Butte,Bert Mooney,P,N,42751.0,40653.0,0.0516
364.0,NM,MT,SDY,Sidney,Sidney-Richland Municipal,P,N,13479.0,11082.0,0.2163
480.0,NM,MT,WYS,West Yellowstone,Yellowstone,CS,None,4372.0,2630.0,0.6624
562.0,NM,MT,OLF,Wolf Point,L M Clayton,GA,None,2387.0,1674.0,0.4259
578.0,NM,MT,GGW,Glasgow,Wokal Field/Glasgow International,GA,None,2167.0,2029.0,0.068
619.0,NM,MT,HVR,Havre,Havre City-County,GA,None,1648.0,1179.0,0.3978
622.0,NM,MT,GDV,Glendive,Dawson Community,GA,None,1633.0,1179.0,0.3851
653.0,NM,MT,MLS,Miles City,Frank Wiley Field,GA,None,1306.0,1156.0,0.1298
706.0,NM,MT,LWT,Lewistown,Lewistown Municipal,GA,None,847.0,783.0,0.0817
914.0,NM,MT,6S5,Hamilton,Ravalli County,GA,None,112.0,27.0,3.1481
917.0,NM,MT,7S0,Ronan,Ronan,GA,None,110.0,0.0,0.0
1054.0,NM,MT,29S,Gardiner,Gardiner,GA,None,46.0,0.0,0.0
1229.0,NM,MT,EKS,Ennis,Ennis - Big Sky,GA,None,19.0,0.0,0.0
1263.0,NM,MT,S59,Libby,Libby,GA,None,17.0,35.0,-0.5143
1280.0,NM,MT,32S,Stevensville,Stevensville,GA,None,15.0,75.0,-0.8
1380.0,NM,MT,LVM,Livingston,Mission Field,GA,None,11.0,1.0,10.0
1388.0,NM,MT,3U3,Anaconda,Bowman Field,GA,None,10.0,3.0,2.3333
1389.0,NM,MT,7S4,Wisdom,Wisdom,GA,None,10.0,0.0,0.0
1507.0,NM,MT,8S0,Browning,Starr-Browning Airstrip,GA,None,6.0,0.0,0.0
1513.0,NM,MT,DLN,Dillon,Dillon,GA,None,6.0,15.0,-0.6
1524.0,NM,MT,M75,Malta,Malta,GA,None,6.0,0.0,0.0
1543.0,NM,MT,THM,Thompson Falls,Thompson Falls,GA,None,6.0,0.0,0.0
1547.0,NM,MT,4U9,Dell,Dell Flight Strip,GA,None,5.0,0.0,0.0
1619.0,NM,MT,7S6,White Sulphur Springs,White Sulphur Springs,GA,None,4.0,0.0,0.0
1620.0,NM,MT,88M,Eureka,Eureka,GA,None,4.0,0.0,0.0
1688.0,NM,MT,7S1,Twin Bridges,Twin Bridges,GA,None,3.0,0.0,0.0
18.0,SO,NC,CLT,Charlotte,Charlotte/Douglas International,P,L,14009608.0,12499476.0,0.1208
42.0,SO,NC,RDU,Raleigh,Raleigh-Durham International,P,M,4723989.0,4371883.0,0.0805
81.0,SO,NC,GSO,Greensboro,Piedmont Triad International,P,S,1310034.0,1339579.0,-0.0221
142.0,SO,NC,ILM,Wilmington,Wilmington International,P,N,339520.0,279308.0,0.2156
148.0,SO,NC,AVL,Asheville,Asheville Regional,P,N,315624.0,265043.0,0.1908
196.0,SO,NC,FAY,Fayetteville,Fayetteville Regional/Grannis Field,P,N,153524.0,158782.0,-0.0331
215.0,SO,NC,EWN,New Bern,Craven County Regional,P,N,93768.0,88349.0,0.0613
217.0,SO,NC,OAJ,Jacksonville,Albert J Ellis,P,N,92327.0,72637.0,0.2711
264.0,SO,NC,PGV,Greenville,Pitt-Greenville,P,N,48784.0,47364.0,0.03
289.0,SO,NC,NKT,Cherry Point,Cherry Point MCAS /Cunningham Field/,GA,None,37467.0,19782.0,0.894
320.0,SO,NC,ISO,Kinston,Kinston Regional Jetport at Stallings Field,P,N,24726.0,2885.0,7.5705
358.0,SO,NC,POB,Fayetteville,Pope AFB,GA,None,14204.0,18365.0,-0.2266
379.0,SO,NC,HKY,Hickory,Hickory Regional,P,N,11530.0,69.0,166.1014
665.0,SO,NC,INT,Winston-Salem,Smith Reynolds,GA,None,1220.0,3379.0,-0.6389
707.0,SO,NC,SOP,Pinehurst/Southern Pines,Moore County,GA,None,833.0,69.0,11.0725
799.0,SO,NC,BUY,Burlington,Burlington-Alamance Regional,GA,None,282.0,300.0,-0.06
932.0,SO,NC,GSB,Goldsboro,Seymour Johnson AFB,GA,None,98.0,491.0,-0.8004
