Rank,RO,ST,Locid,City,Airport Name,Svc Lvl,Hub,CY 05 Enplanements,CY 04 Enplanements,% Change
1612.0,NM,OR,4S1,Gold Beach,Gold Beach Municipal,GA,None,4.0,0.0,0.0
1613.0,NM,OR,4S3,Joseph,Joseph State,GA,None,4.0,0.0,0.0
1618.0,NM,OR,6K5,Sisters,Sisters Eagle Air,GA,None,4.0,0.0,0.0
1626.0,NM,OR,BKE,Baker City,Baker City Municipal,GA,None,4.0,31.0,-0.871
1643.0,NM,OR,HRI,Hermiston,Hermiston Municipal,GA,None,4.0,14.0,-0.7143
1780.0,NM,OR,BOK,Brookings,Brookings,GA,None,2.0,0.0,0.0
1795.0,NM,OR,CZK,Cascade Locks,Cascade Locks State,GA,None,2.0,0.0,0.0
1948.0,NM,OR,TTD,Portland,Portland-Troutdale,GA,None,1.0,0.0,0.0
15.0,EA,PA,PHL,Philadelphia,Philadelphia International,P,L,15376569.0,13824332.0,0.1123
38.0,EA,PA,PIT,Pittsburgh,Pittsburgh International,P,M,5198442.0,6606117.0,-0.2131
106.0,EA,PA,MDT,Harrisburg,Harrisburg International,P,S,647468.0,688610.0,-0.0597
131.0,EA,PA,ABE,Allentown,Lehigh Valley International,P,S,419122.0,507203.0,-0.1737
171.0,EA,PA,AVP,Wilkes-Barre/Scranton,Wilkes-Barre/Scranton International,P,N,221866.0,203356.0,0.091
184.0,EA,PA,ERI,Erie,Erie International/Tom Ridge Field,P,N,187997.0,176112.0,0.0675
199.0,EA,PA,UNV,State College,University Park,P,N,143800.0,137066.0,0.0491
301.0,EA,PA,IPT,Williamsport,Williamsport Regional,P,N,30818.0,34499.0,-0.1067
347.0,EA,PA,LBE,Latrobe,Arnold Palmer Regional,P,N,16305.0,13329.0,0.2233
369.0,EA,PA,JST,Johnstown,John Murtha Johnstown-Cambria County,P,N,12674.0,11448.0,0.1071
394.0,EA,PA,DUJ,Brookville,Du Bois-Jefferson County,P,N,10275.0,9639.0,0.066
438.0,EA,PA,AOO,Altoona,Altoona-Blair County,CS,None,6859.0,6494.0,0.0562
444.0,EA,PA,LNS,Lancaster,Lancaster,CS,None,6101.0,2529.0,1.4124
456.0,EA,PA,BFD,Bradford,Bradford Regional,CS,None,5379.0,8101.0,-0.336
536.0,EA,PA,FKL,Franklin,Venango Regional,CS,None,2939.0,3066.0,-0.0414
559.0,EA,PA,RDG,Reading,Reading Regional/Carl A Spaatz Field,GA,None,2445.0,9288.0,-0.7368
716.0,EA,PA,DYL,Doylestown,Doylestown,GA,None,727.0,897.0,-0.1895
739.0,EA,PA,CXY,New Cumberland,Capital City,GA,None,525.0,60.0,7.75
812.0,EA,PA,PNE,Philadelphia,Northeast Philadelphia,GA,None,252.0,449.0,-0.4388
825.0,EA,PA,AGC,Pittsburgh,Allegheny County,GA,None,238.0,279.0,-0.147
874.0,EA,PA,AFJ,Washington,Washington County,GA,None,153.0,183.0,-0.1639
955.0,EA,PA,LOM,Ambler,Wings Field,GA,None,83.0,40.0,1.075
997.0,EA,PA,N94,Carlisle,Carlisle,GA,None,65.0,3.0,20.6667
1069.0,EA,PA,NXX,Willow Grove,Willow Grove NAS Jrb,GA,None,43.0,232.0,-0.8147
1237.0,EA,PA,THV,York,York,GA,None,19.0,57.0,-0.6667
1239.0,EA,PA,40N,Coatesville,Chester County G O Carlson,GA,None,18.0,82.0,-0.7805
1357.0,EA,PA,OYM,St. Marys,St Marys Municipal,GA,None,12.0,5.0,1.4
1358.0,EA,PA,PA88,Farmington,Nemacolin,GA,None,12.0,0.0,0.0
1362.0,EA,PA,1N9,Allentown,Allentown Queen City Municipal,GA,None,11.0,0.0,0.0
1405.0,EA,PA,PTW,Pottstown,Pottstown Limerick,GA,None,10.0,16.0,-0.375
1429.0,EA,PA,GKJ,Meadville,Port Meadville,GA,None,9.0,6.0,0.5
1450.0,EA,PA,8G2,Corry,Corry-Lawrence,GA,None,8.0,0.0,0.0
1512.0,EA,PA,BTP,Butler,Butler County/K W Scholter Field,GA,None,6.0,12.0,-0.5
1585.0,EA,PA,N99,West Chester,Brandywine,GA,None,5.0,5.0,0.0
1645.0,EA,PA,HZL,Hazleton,Hazleton Municipal,GA,None,4.0,0.0,0.0
1661.0,EA,PA,PSB,Philipsburg,Mid-State,GA,None,4.0,0.0,0.0
1740.0,EA,PA,S37,Smoketown,Smoketown,GA,None,3.0,0.0,0.0
1744.0,EA,PA,UCP,New Castle,New Castle Municipal,GA,None,3.0,2.0,0.5
1807.0,EA,PA,FIG,Clearfield,Clearfield-Lawrence,GA,None,2.0,0.0,0.0
1813.0,EA,PA,HMZ,Bedford,Bedford County,GA,None,2.0,2.0,0.0
1834.0,EA,PA,N38,Wellsboro,Wellsboro Johnston,GA,None,2.0,0.0,0.0
1847.0,EA,PA,SEG,Selinsgrove,Penn Valley,GA,None,2.0,6.0,-0.6667
1879.0,EA,PA,2G9,Somerset,Somerset County,GA,None,1.0,0.0,0.0
1927.0,EA,PA,N70,Perkasie,Pennridge,GA,None,1.0,0.0,0.0
1949.0,EA,PA,ZER,Pottsville,Schuylkill County /Joe Zerbey/,GA,None,1.0,3.0,-0.6667
36.0,SO,PR,SJU,San Juan,Luis Munoz Marin International,P,M,5336690.0,5222456.0,0.0219
207.0,SO,PR,BQN,Aguadilla,Rafael Hernandez,P,N,122293.0,110379.0,0.1079
300.0,SO,PR,PSE,Ponce,Mercedita,P,N,30996.0,3384.0,8.1596
322.0,SO,PR,VQS,Isla De Vieques,Antonio Rivera Rodriguez,P,N,24112.0,11884.0,1.0289
368.0,SO,PR,SIG,San Juan,Fernando Luis Ribas Dominicci,P,N,12778.0,15014.0,-0.1489
430.0,SO,PR,MAZ,Mayaguez,Eugenio Maria De Hostos,CS,None,7463.0,18578.0,-0.5983
627.0,SO,PR,X95,Fajardo,Diego Jimenez Torres,GA,None,1549.0,26678.0,-0.9419
58.0,NE,RI,PVD,Warwick,Theodore Francis Green State,P,M,2846002.0,2732524.0,0.0415
810.0,NE,RI,BID,Block Island,Block Island State,GA,None,257.0,6760.0,-0.962
1153.0,NE,RI,OQU,North Kingstown,Quonset State,GA,None,28.0,20.0,0.4
1317.0,NE,RI,UUU,Newport,Newport State,GA,None,14.0,28.0,-0.5
1341.0,NE,RI,SFZ,Pawtucket,North Central State,GA,None,13.0,12.0,0.0833
1443.0,NE,RI,WST,Westerly,Westerly State,GA,None,9.0,6907.0,-0.9987
86.0,SO,SC,CHS,Charleston,Charleston AFB/International,P,S,1072182.0,909084.0,0.1794
93.0,SO,SC,GSP,Greer,Greenville Spartanburg International,P,S,893397.0,780842.0,0.1441
97.0,SO,SC,MYR,Myrtle Beach,Myrtle Beach International,P,S,776051.0,748608.0,0.0367
99.0,SO,SC,CAE,Columbia,Columbia Metropolitan,P,S,725573.0,625825.0,0.1594
241.0,SO,SC,HXD,Hilton Head Island,Hilton Head,P,N,67282.0,63256.0,0.0636
255.0,SO,SC,FLO,Florence,Florence Regional,P,N,54142.0,43376.0,0.2482
687.0,SO,SC,SSC,Sumter,Shaw AFB,GA,None,1008.0,1022.0,-0.0137
758.0,SO,SC,NBC,Beaufort,Beaufort MCAS /Merritt Field/,GA,None,443.0,0.0,0.0
804.0,SO,SC,73J,Beaufort,Beaufort County,GA,None,268.0,422.0,-0.3649
909.0,SO,SC,GYH,Greenville,Donaldson Center,GA,None,117.0,160.0,-0.2688
910.0,SO,SC,AND,Anderson,Anderson Regional,GA,None,116.0,88.0,0.3182
967.0,SO,SC,JZI,Charleston,Charleston Executive,GA,None,75.0,47.0,0.5957
1028.0,SO,SC,GGE,Georgetown,Georgetown County,GA,None,53.0,39.0,0.359
1052.0,SO,SC,GMU,Greenville,Greenville Downtown,GA,None,48.0,45.0,0.0667
1071.0,SO,SC,SPA,Spartanburg,Spartanburg Downtown Memorial,GA,None,43.0,28.0,0.5357
1128.0,SO,SC,SMS,Sumter,Sumter,GA,None,31.0,0.0,0.0
1139.0,SO,SC,UZA,Rock Hill,Rock Hill/York County/Bryant Field,GA,None,30.0,14.0,1.1429
1181.0,SO,SC,LQK,Pickens,Pickens County,GA,None,24.0,0.0,0.0
1197.0,SO,SC,CUB,Columbia,Columbia Owens Downtown,GA,None,22.0,20.0,0.1
1227.0,SO,SC,AIK,Aiken,Aiken Municipal,GA,None,19.0,79.0,-0.7595
1281.0,SO,SC,CEU,Seneca,Oconee County Regional,GA,None,15.0,8.0,0.875
1370.0,SO,SC,CRE,North Myrtle Beach,Grand Strand,GA,None,11.0,67.0,-0.8358
1379.0,SO,SC,LKR,Lancaster,Lancaster County-Mc Whirter Field,GA,None,11.0,0.0,0.0
1383.0,SO,SC,RBW,Walterboro,Lowcountry Regional,GA,None,11.0,1.0,10.0
1398.0,SO,SC,GRD,Greenwood,Greenwood County,GA,None,10.0,5.0,1.0
1644.0,SO,SC,HYW,Conway,Conway-Horry County,GA,None,4.0,4.0,0.0
1654.0,SO,SC,LRO,Mount Pleasant,Mt Pleasant Regional,GA,None,4.0,0.0,0.0
1762.0,SO,SC,50J,Moncks Corner,Berkeley County,GA,None,2.0,6.0,-0.6667
1787.0,SO,SC,CKI,Kingstree,Williamsburg Regional,GA,None,2.0,79.0,-0.9747
139.0,GL,SD,FSD,Sioux Falls,Joe Foss Field,P,N,356459.0,333338.0,0.0694
165.0,GL,SD,RAP,Rapid City,Rapid City Regional,P,N,244174.0,240703.0,0.0144
309.0,GL,SD,ABR,Aberdeen,Aberdeen Regional,P,N,28924.0,27766.0,0.0417
348.0,GL,SD,PIR,Pierre,Pierre Regional,P,N,16138.0,15514.0,0.0402
409.0,GL,SD,ATY,Watertown,Watertown Regional,CS,None,9161.0,8742.0,0.0479
629.0,GL,SD,HON,Huron,Huron Regional,GA,None,1534.0,1552.0,-0.0116
688.0,GL,SD,BKX,Brookings,Brookings Regional,GA,None,1001.0,775.0,0.2916
742.0,GL,SD,RCA,Rapid City,Ellsworth AFB,GA,None,512.0,1945.0,-0.7368
802.0,GL,SD,SPF,Spearfish,Black Hills-Clyde Ice Field,GA,None,273.0,232.0,0.1767
1012.0,GL,SD,0V6,Mission,Mission Sioux,GA,None,57.0,156.0,-0.6346
1014.0,GL,SD,84D,Eagle Butte,Cheyenne Eagle Butte,GA,None,57.0,0.0,0.0
1022.0,GL,SD,VMR,Vermillion,Harold Davidson Field,GA,None,55.0,19.0,1.8947
1179.0,GL,SD,YKN,Yankton,Chan Gurney Municipal,GA,None,25.0,49.0,-0.4898
1655.0,GL,SD,MHE,Mitchell,Mitchell Municipal,GA,None,4.0,30.0,-0.8667
1849.0,GL,SD,SFD,Winner,Bob Wiley Field,GA,None,2.0,38.0,-0.9474
1900.0,GL,SD,CUT,Custer,Custer County,GA,None,1.0,0.0,0.0
34.0,SO,TN,MEM,Memphis,Memphis International,P,M,5630305.0,5295062.0,0.0633
43.0,SO,TN,BNA,Nashville,Nashville International,P,M,4563251.0,4298703.0,0.0615
92.0,SO,TN,TYS,Maryville,McGhee Tyson,P,S,904004.0,782135.0,0.1558
161.0,SO,TN,CHA,Chattanooga,Lovell Field,P,N,249396.0,235968.0,0.0569
163.0,SO,TN,TRI,Bristol/Johnson/Kingsport,Tri-Cities Regional TN/VA,P,N,244815.0,213650.0,0.1459
547.0,SO,TN,MKL,Jackson,McKellar-Sipes Regional,CS,None,2703.0,3787.0,-0.2862
577.0,SO,TN,0TN8,Chattanooga,Erlanger Medical Center,GA,None,2170.0,0.0,0.0
778.0,SO,TN,MQY,Smyrna,Smyrna,GA,None,348.0,293.0,0.1877
781.0,SO,TN,NQA,Millington,Millington Regional Jetport,GA,None,346.0,175.0,0.9771
878.0,SO,TN,MNV,Madisonville,Monroe County,GA,None,150.0,0.0,0.0
911.0,SO,TN,GCY,Greeneville,Greeneville-Greene County Municipal,GA,None,115.0,181.0,-0.3646
1024.0,SO,TN,JWN,Nashville,John C Tune,GA,None,54.0,1.0,53.0
1084.0,SO,TN,LUG,Lewisburg,Ellington,GA,None,40.0,5.0,7.0
1138.0,SO,TN,SYI,Shelbyville,Bomar Field-Shelbyville Municipal,GA,None,30.0,0.0,0.0
1245.0,SO,TN,MOR,Morristown,Moore-Murrell,GA,None,18.0,255.0,-0.9294
1427.0,SO,TN,DYR,Dyersburg,Dyersburg Regional,GA,None,9.0,0.0,0.0
1455.0,SO,TN,DKX,Knoxville,Knoxville Downtown Island,GA,None,8.0,15.0,-0.4667
1468.0,SO,TN,MMI,Athens,McMinn County,GA,None,8.0,8.0,0.0
1488.0,SO,TN,BGF,Winchester,Winchester Municipal,GA,None,7.0,107.0,-0.9346
1494.0,SO,TN,M33,Gallatin,Sumner County Regional,GA,None,7.0,24.0,-0.7083
1525.0,SO,TN,MBT,Murfreesboro,Murfreesboro Municipal,GA,None,6.0,11.0,-0.4545
1580.0,SO,TN,M54,Lebanon,Lebanon Municipal,GA,None,5.0,0.0,0.0
1595.0,SO,TN,SCX,Oneida,Scott Municipal,GA,None,5.0,0.0,0.0
1738.0,SO,TN,RNC,McMinnville,Warren County Memorial,GA,None,3.0,1.0,2.0
1752.0,SO,TN,1M5,Portland,Portland Municipal,GA,None,2.0,0.0,0.0
1880.0,SO,TN,2M2,Lawrenceburg,Lawrenceburg-Lawrence County,GA,None,1.0,0.0,0.0
1907.0,SO,TN,GKT,Sevierville,Gatlinburg-Pigeon Forge,GA,None,1.0,6.0,-0.8333
1920.0,SO,TN,M52,Lexington,Franklin Wilkins,GA,None,1.0,0.0,0.0
1947.0,SO,TN,THA,Tullahoma,Tullahoma Regional Airport/Wm Northern Field,GA,None,1.0,33.0,-0.9697
4.0,SW,TX,DFW,Fort Worth,Dallas/Fort Worth International,P,L,28079147.0,28063035.0,0.0006
9.0,SW,TX,IAH,Houston,George Bush Intercontinental/Houston,P,L,19032196.0,17322065.0,0.0987
45.0,SW,TX,HOU,Houston,William P Hobby,P,M,3961642.0,3960890.0,0.0002
48.0,SW,TX,AUS,Austin,Austin-Bergstrom International,P,M,3645956.0,3446564.0,0.0579
50.0,SW,TX,SAT,San Antonio,San Antonio International,P,M,3604665.0,3376750.0,0.0675
56.0,SW,TX,DAL,Dallas,Dallas Love Field,P,M,2949256.0,2945909.0,0.0011
70.0,SW,TX,ELP,El Paso,El Paso International,P,S,1638242.0,1555212.0,0.0534
115.0,SW,TX,LBB,Lubbock,Lubbock Preston Smith International,P,S,552023.0,534388.0,0.033
122.0,SW,TX,AMA,Amarillo,Rick Husband Amarillo International,P,S,446395.0,419055.0,0.0652
123.0,SW,TX,MAF,Midland,Midland International,P,S,446161.0,414883.0,0.0754
128.0,SW,TX,HRL,Harlingen,Valley International,P,S,429396.0,433385.0,-0.0092
132.0,SW,TX,CRP,Corpus Christi,Corpus Christi International,P,S,417022.0,391952.0,0.064
140.0,SW,TX,MFE,McAllen,McAllen Miller International,P,N,352216.0,301764.0,0.1672
181.0,SW,TX,GRK,Killeen,Robert Gray AAF,P,N,192887.0,72436.0,1.6629
218.0,SW,TX,LRD,Laredo,Laredo International,P,N,92316.0,83690.0,0.1031
223.0,SW,TX,CLL,College Station,Easterwood Field,P,N,87484.0,73584.0,0.1889
225.0,SW,TX,TYR,Tyler,Tyler Pounds Regional,P,N,85997.0,70407.0,0.2214
230.0,SW,TX,ABI,Abilene,Abilene Regional,P,N,78269.0,67773.0,0.1549
232.0,SW,TX,BRO,Brownsville,Brownsville/South Padre Island International,P,N,76573.0,66587.0,0.15
236.0,SW,TX,ACT,Waco,Waco Regional,P,N,71684.0,65213.0,0.0992
245.0,SW,TX,SJT,San Angelo,San Angelo Regional/Mathis Field,P,N,65705.0,59430.0,0.1056
265.0,SW,TX,SPS,Wichita Falls,Sheppard AFB/Wichita Falls Municipal,P,N,48490.0,44379.0,0.0926
267.0,SW,TX,BPT,Beaumont/Port Arthur,Southeast Texas Regional,P,N,46253.0,53974.0,-0.1431
324.0,SW,TX,GGG,Longview,East Texas Regional,P,N,23437.0,23795.0,-0.015
340.0,SW,TX,BIF,Fort Bliss/El Paso/,Biggs AAF (Fort Bliss),GA,None,17957.0,16755.0,0.0717
384.0,SW,TX,DRT,Del Rio,Del Rio International,P,N,11094.0,1.0,11093.0
387.0,SW,TX,VCT,Victoria,Victoria Regional,P,N,10932.0,10763.0,0.0157
425.0,SW,TX,LBX,Angleton/Lake Jackson,Brazoria County,GA,None,7900.0,15420.0,-0.4877
493.0,SW,TX,EFD,Houston,Ellington Field,GA,None,3964.0,30384.0,-0.8695
538.0,SW,TX,SKF,San Antonio,Lackland AFB (Kelly Field Annex),GA,None,2875.0,1245.0,1.3092
626.0,SW,TX,GLS,Galveston,Scholes International at Galveston,GA,None,1588.0,1596.0,-0.005
674.0,SW,TX,AFW,Fort Worth,Fort Worth Alliance,GA,None,1128.0,673.0,0.6761
743.0,SW,TX,07TA,Danbury,Salaika Aviation,GA,None,500.0,200.0,1.5
747.0,SW,TX,DYS,Abilene,Dyess AFB,GA,None,498.0,1399.0,-0.644
761.0,SW,TX,FTW,Fort Worth,Fort Worth Meacham International,GA,None,440.0,1569.0,-0.7196
828.0,SW,TX,BWD,Brownwood,Brownwood Regional,GA,None,232.0,1417.0,-0.8363
853.0,SW,TX,BMT,Beaumont,Beaumont Municipal,GA,None,176.0,0.0,0.0
857.0,SW,TX,NFW,Fort Worth,Fort Worth NAS Jrb/Carswell Field,GA,None,174.0,0.0,0.0
912.0,SW,TX,GKY,Arlington,Arlington Municipal,GA,None,114.0,7.0,15.2857
959.0,SW,TX,ADS,Dallas,Addison,GA,None,79.0,1540.0,-0.9487
1089.0,SW,TX,COT,Cotulla,Cotulla-La Salle County,GA,None,39.0,0.0,0.0
1103.0,SW,TX,SGR,Houston,Sugar Land Regional,GA,None,36.0,948.0,-0.962
1111.0,SW,TX,MDD,Midland,Midland Airpark,GA,None,34.0,0.0,0.0
1145.0,SW,TX,RKP,Rockport,Aransas County,GA,None,29.0,0.0,0.0
1149.0,SW,TX,FST,Fort Stockton,Fort Stockton-Pecos County,GA,None,28.0,70.0,-0.6
1178.0,SW,TX,GLE,Gainesville,Gainesville Municipal,GA,None,25.0,11.0,1.2727
1195.0,SW,TX,T82,Fredericksburg,Gillespie County,GA,None,23.0,0.0,0.0
1206.0,SW,TX,E41,Big Lake,Reagan County,GA,None,21.0,70.0,-0.7
1218.0,SW,TX,OZA,Ozona,Ozona Municipal,GA,None,20.0,20.0,0.0
1220.0,SW,TX,PSX,Palacios,Palacios Municipal,GA,None,20.0,0.0,0.0
1268.0,SW,TX,BPG,Big Spring,Big Spring McMahon-Wrinkle,GA,None,16.0,79.0,-0.7975
1293.0,SW,TX,ODO,Odessa,Odessa-Schlemeyer Field,GA,None,15.0,0.0,0.0
1325.0,SW,TX,BKD,Breckenridge,Stephens County,GA,None,13.0,0.0,0.0
1359.0,SW,TX,PPA,Pampa,Perry Lefors Field,GA,None,12.0,1.0,11.0
1371.0,SW,TX,CXO,Conroe,Lone Star Executive,GA,None,11.0,16.0,-0.3125
1374.0,SW,TX,E38,Alpine,Alpine-Casparis Municipal,GA,None,11.0,0.0,0.0
1392.0,SW,TX,BYY,Bay City,Bay City Municipal,GA,None,10.0,0.0,0.0
1413.0,SW,TX,TPL,Temple,Draughon-Miller Central Texas Regional,GA,None,10.0,6.0,0.6667
1432.0,SW,TX,HYI,San Marcos,San Marcos Municipal,GA,None,9.0,1.0,8.0
1433.0,SW,TX,LFK,Lufkin,Angelina County,GA,None,9.0,0.0,0.0
1434.0,SW,TX,LUD,Decatur,Decatur Municipal,GA,None,9.0,0.0,0.0
1436.0,SW,TX,PEQ,Pecos,Pecos Municipal,GA,None,9.0,0.0,0.0
1456.0,SW,TX,DTO,Denton,Denton Municipal,GA,None,8.0,2.0,3.0
1457.0,SW,TX,E11,Andrews,Andrews County,GA,None,8.0,0.0,0.0
1464.0,SW,TX,IWS,Houston,West Houston,GA,None,8.0,0.0,0.0
1476.0,SW,TX,SEP,Stephenville,Clark Field Municipal,GA,None,8.0,5.0,0.6
1514.0,SW,TX,ERV,Kerrville,Kerrville Municipal/Louis Schreiner Field,GA,None,6.0,0.0,0.0
1540.0,SW,TX,SNK,Snyder,Winston Field,GA,None,6.0,0.0,0.0
1542.0,SW,TX,T20,Gonzales,Gonzales Municipal,GA,None,6.0,0.0,0.0
1544.0,SW,TX,VHN,Van Horn,Culberson County,GA,None,6.0,20.0,-0.7
1549.0,SW,TX,60R,Navasota,Navasota Municipal,GA,None,5.0,0.0,0.0
1569.0,SW,TX,HRX,Hereford,Hereford Municipal,GA,None,5.0,2.0,1.5
1573.0,SW,TX,ILE,Killeen,Skylark Field,GA,None,5.0,62216.0,-0.9999
1574.0,SW,TX,JWY,Midlothian/Waxahachie,Mid-Way Regional,GA,None,5.0,0.0,0.0
1577.0,SW,TX,LLN,Levelland,Levelland Municipal,GA,None,5.0,0.0,0.0
1617.0,SW,TX,5T9,Eagle Pass,Maverick County Memorial International,GA,None,4.0,0.0,0.0
1625.0,SW,TX,AXH,Houston,Houston-Southwest,GA,None,4.0,0.0,0.0
1631.0,SW,TX,CZT,Carrizo Springs,Dimmit County,GA,None,4.0,3.0,0.3333
1649.0,SW,TX,IKG,Kingsville,Kleberg County,GA,None,4.0,0.0,0.0
1653.0,SW,TX,LIU,Littlefield,Littlefield Municipal,GA,None,4.0,0.0,0.0
1663.0,SW,TX,RBD,Dallas,Dallas Executive,GA,None,4.0,0.0,0.0
1668.0,SW,TX,T41,La Porte,La Porte Municipal,GA,None,4.0,0.0,0.0
1671.0,SW,TX,TDW,Amarillo,Tradewind,GA,None,4.0,1.0,3.0
1683.0,SW,TX,49R,Leakey,Real County,GA,None,3.0,0.0,0.0
1685.0,SW,TX,4F2,Carthage,Panola County-Sharpe Field,GA,None,3.0,0.0,0.0
1703.0,SW,TX,ELA,Eagle Lake,Eagle Lake,GA,None,3.0,0.0,0.0
1707.0,SW,TX,F56,Stamford,Arledge Field,GA,None,3.0,0.0,0.0
1710.0,SW,TX,GTU,Georgetown,Georgetown Municipal,GA,None,3.0,4.0,-0.25
1711.0,SW,TX,GYI,Sherman/Denison,Grayson County,GA,None,3.0,0.0,0.0
1743.0,SW,TX,T47,Wichita Falls,Kickapoo Downtown,GA,None,3.0,0.0,0.0
1755.0,SW,TX,3F6,Paducah,Dan E Richards Municipal,GA,None,2.0,0.0,0.0
1763.0,SW,TX,56F,Rotan/Roby,Fisher County,GA,None,2.0,0.0,0.0
1772.0,SW,TX,ARM,Wharton,Wharton Regional,GA,None,2.0,0.0,0.0
1799.0,SW,TX,E30,Ballinger,Bruce Field,GA,None,2.0,0.0,0.0
1805.0,SW,TX,F51,Winnsboro,Winnsboro Municipal,GA,None,2.0,0.0,0.0
1817.0,SW,TX,INK,Wink,Winkler County,GA,None,2.0,0.0,0.0
1836.0,SW,TX,ONY,Olney,Olney Municipal,GA,None,2.0,0.0,0.0
1838.0,SW,TX,OSA,Mount Pleasant,Mount Pleasant Regional,GA,None,2.0,2.0,0.0
1844.0,SW,TX,RPH,Graham,Graham Municipal,GA,None,2.0,0.0,0.0
1853.0,SW,TX,T23,Albany,Albany Municipal,GA,None,2.0,0.0,0.0
1854.0,SW,TX,T74,Taylor,Taylor Municipal,GA,None,2.0,0.0,0.0
1857.0,SW,TX,TKI,McKinney,Collin County Regional at McKinney,GA,None,2.0,0.0,0.0
1886.0,SW,TX,4XS7,Austin,Horseshoe Bay Airpark,GA,None,1.0,1.0,0.0
1888.0,SW,TX,84R,Smithville,Smithville Crawford Municipal,GA,None,1.0,0.0,0.0
1904.0,SW,TX,F05,Vernon,Wilbarger County,GA,None,1.0,0.0,0.0
1915.0,SW,TX,LNC,Lancaster,Lancaster,GA,None,1.0,0.0,0.0
1923.0,SW,TX,MRF,Marfa,Marfa Municipal,GA,None,1.0,2.0,-0.5
1936.0,SW,TX,ORG,Orange,Orange County,GA,None,1.0,0.0,0.0
24.0,NM,UT,SLC,Salt Lake City,Salt Lake City International,P,L,10601918.0,8884880.0,0.1933
261.0,NM,UT,SGU,St. George,St George Municipal,P,N,49667.0,48101.0,0.0326
323.0,NM,UT,ENV,Wendover,Wendover,P,N,23620.0,0.0,0.0
391.0,NM,UT,CDC,Cedar City,Cedar City Regional,P,N,10412.0,7226.0,0.4409
446.0,NM,UT,UT25,Monument Valley,Monument Valley,GA,None,6056.0,5233.0,0.1573
527.0,NM,UT,CNY,Moab,Canyonlands Field,CS,None,3078.0,3522.0,-0.1261
539.0,NM,UT,BCE,Bryce Canyon,Bryce Canyon,CS,None,2856.0,2915.0,-0.0202
651.0,NM,UT,UT03,Hanksville,Hite,GA,None,1315.0,925.0,0.4216
661.0,NM,UT,HIF,Ogden,Hill AFB,GA,None,1256.0,1002.0,0.2535
680.0,NM,UT,VEL,Vernal,Vernal,GA,None,1074.0,788.0,0.3629
694.0,NM,UT,PVU,Provo,Provo Municipal,GA,None,948.0,882.0,0.0748
822.0,NM,UT,U34,Green River,Green River Municipal,GA,None,244.0,206.0,0.1845
1000.0,NM,UT,PUC,Price,Carbon County,GA,None,63.0,294.0,-0.7857
1105.0,NM,UT,36U,Heber City,Heber City Municipal - Russ McDonald Field,GA,None,35.0,2.0,16.5
1108.0,NM,UT,69V,Huntington,Huntington Municipal,GA,None,34.0,0.0,0.0
1156.0,NM,UT,U69,Duchesne,Duchesne Municipal,GA,None,28.0,0.0,0.0
1180.0,NM,UT,44U,Salina,Salina-Gunnison,GA,None,24.0,0.0,0.0
1222.0,NM,UT,RIF,Richfield,Richfield Municipal,GA,None,20.0,38.0,-0.4737
1238.0,NM,UT,UT59,Monticello,Needles Outpost,GA,None,19.0,2.0,8.5
1278.0,NM,UT,UT42,Cisco,Westwater,GA,None,16.0,0.0,0.0
1298.0,NM,UT,U43,Monticello,Monticello,GA,None,15.0,100.0,-0.85
1401.0,NM,UT,LGU,Logan,Logan-Cache,GA,None,10.0,6.0,0.6667
1478.0,NM,UT,UT09,Green River,Tavapats Ranch,GA,None,8.0,6.0,0.3333
1588.0,NM,UT,OGD,Ogden,Ogden-Hinckley,GA,None,5.0,27.0,-0.8148
1699.0,NM,UT,DTA,Delta,Delta Municipal,GA,None,3.0,10.0,-0.7
1759.0,NM,UT,41U,Manti,Manti-Ephraim,GA,None,2.0,0.0,0.0
1860.0,NM,UT,TVY,Tooele,Bolinder Field-Tooele Valley,GA,None,2.0,0.0,0.0
1863.0,NM,UT,U96,Halls Crossing,Cal Black Memorial,GA,None,2.0,0.0,0.0
1912.0,NM,UT,KNB,Kanab,Kanab Municipal,GA,None,1.0,10.0,-0.9
20.0,EA,VA,IAD,Dulles International Airport,Washington Dulles International,P,L,13032502.0,10961614.0,0.1889
29.0,EA,VA,DCA,Arlington,Ronald Reagan Washington National,P,L,8623907.0,7661532.0,0.1256
67.0,EA,VA,ORF,Norfolk,Norfolk International,P,M,1953003.0,1895472.0,0.0304
77.0,EA,VA,RIC,Highland Springs,Richmond International,P,S,1452066.0,1251406.0,0.1603
118.0,EA,VA,PHF,Newport News,Newport News/Williamsburg International,P,S,514361.0,451113.0,0.1402
144.0,EA,VA,ROA,Roanoke,Roanoke Regional/Woodrum Field,P,N,326202.0,306896.0,0.0629
178.0,EA,VA,CHO,Charlottesville,Charlottesville-Albemarle,P,N,198133.0,185531.0,0.0679
243.0,EA,VA,LYH,Timberlake,Lynchburg Regional/Preston Glenn Field,P,N,65895.0,61441.0,0.0725
306.0,EA,VA,NGU,Norfolk,Norfolk NS (Chambers Field),GA,None,29241.0,39917.0,-0.2675
457.0,EA,VA,SHD,Weyers Cave,Shenandoah Valley Regional,CS,None,5307.0,7709.0,-0.3116
613.0,EA,VA,LFI,Hampton,Langley AFB,GA,None,1728.0,2238.0,-0.2279
883.0,EA,VA,HEF,Manassas,Manassas Regional/Harry P. Davis Field,GA,None,141.0,507.0,-0.7219
