Rank,RO,ST,Locid,City,Airport Name,S/L,Hub,CY 09 Boardings,CY 08 Boardings,% Change
184.0,SO,AL,MGM,Montgomery,Montgomery Regional (Dannelly Field),P,N,163864.0,169956.0,-0.0358
277.0,SO,AL,DHN,Dothan,Dothan Regional,P,N,42071.0,47859.0,-0.1209
422.0,SO,AL,MSL,Muscle Shoals,Northwest Alabama Regional,CS,--,6897.0,5061.0,0.3628
558.0,SO,AL,TCL,Tuscaloosa,Tuscaloosa Regional,GA,--,2200.0,1612.0,0.3648
686.0,SO,AL,BFM,Mobile,Mobile Downtown,GA,--,793.0,622.0,0.2749
693.0,SO,AL,27AL,Tuskegee,Little Texas,GA,--,725.0,13.0,54.7692
704.0,SO,AL,ANB,Anniston,Anniston Metropolitan,GA,--,635.0,374.0,0.6979
785.0,SO,AL,MVC,Monroeville,Monroe County,GA,--,244.0,4.0,60.0
884.0,SO,AL,JKA,Gulf Shores,Jack Edwards,GA,--,99.0,227.0,-0.5639
927.0,SO,AL,1R8,Bay Minette,Bay Minette Municipal,GA,--,66.0,44.0,0.5
1045.0,SO,AL,AUO,Auburn,Auburn University Regional,GA,--,27.0,68.0,-0.6029
1070.0,SO,AL,GAD,Gadsden,Northeast Alabama Regional,GA,--,24.0,6.0,3.0
1114.0,SO,AL,EKY,Bessemer,Bessemer,GA,--,19.0,57.0,-0.6667
1249.0,SO,AL,EDN,Enterprise,Enterprise Municipal,GA,--,10.0,19.0,-0.4737
1320.0,SO,AL,TOI,Troy,Troy Municipal,GA,--,8.0,4.0,1.0
1325.0,SO,AL,3A1,Cullman,Folsom Field,GA,--,7.0,0.0,0.0
1327.0,SO,AL,4A9,Fort Payne,Isbell Field,GA,--,7.0,0.0,0.0
1328.0,SO,AL,4R4,Fairhope,H. L. (Sonny) Callahan,GA,--,7.0,37.0,-0.8108
1334.0,SO,AL,ALX,Alexander City,Thomas C Russell Field,GA,--,7.0,0.0,0.0
1342.0,SO,AL,EUF,Eufaula,Weedon Field,GA,--,7.0,5.0,0.4
1483.0,SO,AL,DCU,Mooresville,Pryor Field Regional,GA,--,4.0,12.0,-0.6667
1534.0,SO,AL,09A,Butler,Butler-Choctaw County,GA,--,3.0,0.0,0.0
1535.0,SO,AL,1A9,Prattville,Prattville - Grouby Field,GA,--,3.0,5.0,-0.4
1554.0,SO,AL,DYA,Demopolis,Demopolis Municipal,GA,--,3.0,2.0,0.5
1574.0,SO,AL,MDQ,Huntsville,Madison County Executive/Tom Sharp Jr Field,GA,--,3.0,3.0,0.0
1627.0,SO,AL,ASN,Talladega,Talladega Municipal,GA,--,2.0,60.0,-0.9667
1642.0,SO,AL,EET,Alabaster,Shelby County,GA,--,2.0,28.0,-0.9286
83.0,SW,AR,LIT,Little Rock,Adams Field,P,S,1108603.0,1181846.0,-0.062
112.0,SW,AR,XNA,Bentonville,Northwest Arkansas Regional,P,S,530087.0,547871.0,-0.0325
235.0,SW,AR,FSM,Fort Smith,Fort Smith Regional,P,N,76401.0,85095.0,-0.1022
308.0,SW,AR,TXK,Texarkana,Texarkana Regional-Webb Field,P,N,26759.0,29820.0,-0.1026
661.0,SW,AR,FYV,Fayetteville,Drake Field,GA,--,1022.0,1480.0,-0.3095
738.0,SW,AR,LRF,Jacksonville,Little Rock AFB,GA,--,468.0,622.0,-0.2476
775.0,SW,AR,HRO,Harrison,Boone County,GA,--,276.0,1903.0,-0.855
826.0,SW,AR,HOT,Hot Springs,Memorial Field,GA,--,165.0,1382.0,-0.8806
827.0,SW,AR,JBR,Jonesboro,Jonesboro Municipal,GA,--,165.0,1339.0,-0.8768
833.0,SW,AR,ELD,El Dorado,South Arkansas Regional at Goodwin Field,GA,--,157.0,511.0,-0.6928
881.0,SW,AR,ROG,Rogers,Rogers Municipal-Carter Field,GA,--,102.0,119.0,-0.1429
951.0,SW,AR,RUE,Russellville,Russellville Regional,GA,--,57.0,54.0,0.0556
953.0,SW,AR,ORK,North Little Rock,North Little Rock Municipal,GA,--,56.0,4.0,13.0
963.0,SW,AR,BPK,Mountain Home,Ozark Regional,GA,--,51.0,46.0,0.1087
997.0,SW,AR,BVX,Batesville,Batesville Regional,GA,--,39.0,4.0,8.75
1013.0,SW,AR,SRC,Searcy,Searcy Municipal,GA,--,35.0,24.0,0.4583
1024.0,SW,AR,ASG,Springdale,Springdale Municipal,GA,--,31.0,5.0,5.2
1040.0,SW,AR,PGR,Paragould,Kirk Field,GA,--,29.0,29.0,0.0
1062.0,SW,AR,PBF,Pine Bluff,Grider Field,GA,--,25.0,35.0,-0.2857
1067.0,SW,AR,VBT,Bentonville,Bentonville Municipal/Louise M Thaden Field,GA,--,25.0,12.0,1.0833
1544.0,SW,AR,AWM,West Memphis,West Memphis Municipal,GA,--,3.0,44.0,-0.9318
1551.0,SW,AR,CVK,Ash Flat,Sharp County Regional,GA,--,3.0,0.0,0.0
1571.0,SW,AR,M19,Newport,Newport Municipal,GA,--,3.0,28.0,-0.8929
1589.0,SW,AR,SGT,Ulm,Stuttgart Municipal,GA,--,3.0,14.0,-0.7857
1629.0,SW,AR,BDQ,Morrilton,Morrilton Municipal,GA,--,2.0,0.0,0.0
269.0,WP,AS,PPG,Pago Pago,Pago Pago International,P,N,43399.0,42929.0,0.0109
9.0,WP,AZ,PHX,Phoenix,Phoenix Sky Harbor International,P,L,18559647.0,19450576.0,-0.0458
65.0,WP,AZ,TUS,Tucson,Tucson International,P,M,1795534.0,2070573.0,-0.1328
147.0,WP,AZ,GCN,Grand Canyon,Grand Canyon National Park,P,N,297894.0,294436.0,0.0117
150.0,WP,AZ,IWA,Mesa,Phoenix-Mesa Gateway,P,N,289770.0,190281.0,0.5229
211.0,WP,AZ,IFP,Bullhead City,Laughlin/Bullhead International,P,N,107595.0,122192.0,-0.1195
233.0,WP,AZ,NYL,Yuma,Yuma MCAS/Yuma International,P,N,78345.0,87812.0,-0.1078
243.0,WP,AZ,FLG,Flagstaff,Flagstaff Pulliam,P,N,66627.0,51765.0,0.2871
248.0,WP,AZ,1G4,Peach Springs,Grand Canyon West,P,N,62592.0,65351.0,-0.0422
298.0,WP,AZ,PGA,Page,Page Municipal,P,N,30574.0,33118.0,-0.0768
380.0,WP,AZ,PRC,Prescott,Ernest A. Love Field,P,N,11668.0,5816.0,1.0062
464.0,WP,AZ,SOW,Show Low,Show Low Regional,CS,--,4470.0,5325.0,-0.1606
541.0,WP,AZ,DVT,Phoenix,Phoenix Deer Valley,GA,--,2547.0,4446.0,-0.4271
621.0,WP,AZ,SDL,Scottsdale,Scottsdale,GA,--,1365.0,2770.0,-0.5072
680.0,WP,AZ,IGM,Kingman,Kingman,GA,--,878.0,1260.0,-0.3032
710.0,WP,AZ,DMA,Tucson,Davis Monthan AFB,GA,--,615.0,397.0,0.5491
751.0,WP,AZ,0V7,Kayenta,Kayenta,GA,--,388.0,6.0,63.6667
843.0,WP,AZ,FHU,Fort Huachuca,Sierra Vista Municipal-Libby AAF,GA,--,143.0,110.0,0.3
864.0,WP,AZ,CHD,Chandler,Chandler Municipal,GA,--,119.0,20.0,4.95
936.0,WP,AZ,LUF,Glendale,Luke AFB,GA,--,64.0,68.0,-0.0588
949.0,WP,AZ,GEU,Glendale,Glendale Municipal,GA,--,57.0,148.0,-0.6149
1053.0,WP,AZ,AVQ,Marana,Marana Regional,GA,--,26.0,26.0,0.0
1055.0,WP,AZ,E25,Wickenburg,Wickenburg Municipal,GA,--,26.0,10.0,1.6
1117.0,WP,AZ,OLS,Nogales,Nogales International,GA,--,19.0,34.0,-0.4412
1152.0,WP,AZ,SEZ,Sedona,Sedona,GA,--,16.0,27.0,-0.4074
1162.0,WP,AZ,L25,Meadview,Pearce Ferry,GA,--,15.0,1.0,14.0
1165.0,WP,AZ,PAN,Payson,Payson,GA,--,15.0,0.0,0.0
1410.0,WP,AZ,AZ03,Marble Canyon,Cliff Dwellers Lodge,GA,--,5.0,0.0,0.0
1418.0,WP,AZ,FFZ,Mesa,Falcon Field,GA,--,5.0,63.0,-0.9206
1562.0,WP,AZ,GYR,Goodyear,Phoenix Goodyear,GA,--,3.0,34.0,-0.9118
1690.0,WP,AZ,SAD,Safford,Safford Regional,GA,--,2.0,4.0,-0.5
1766.0,WP,AZ,RQE,Window Rock,Window Rock,GA,--,1.0,590.0,-0.9983
1774.0,WP,AZ,TYL,Taylor,Taylor,GA,--,1.0,0.0,0.0
3.0,WP,CA,LAX,Los Angeles,Los Angeles International,P,L,27439897.0,28861477.0,-0.0493
10.0,WP,CA,SFO,San Francisco International Airport,San Francisco International,P,L,18467908.0,18135827.0,0.0183
27.0,WP,CA,SAN,San Diego,San Diego International,P,L,8453854.0,9007617.0,-0.0615
36.0,WP,CA,OAK,Oakland,Metropolitan Oakland International,P,M,4612631.0,5583748.0,-0.1739
37.0,WP,CA,SMF,Sacramento,Sacramento International,P,M,4460600.0,4986771.0,-0.1055
40.0,WP,CA,SNA,Santa Ana,John Wayne Airport-Orange County,P,M,4311329.0,4464380.0,-0.0343
41.0,WP,CA,SJC,San Jose,Norman Y. Mineta San Jose International,P,M,4103834.0,4780264.0,-0.1415
59.0,WP,CA,ONT,Ontario,Ontario International,P,M,2416872.0,2998110.0,-0.1939
60.0,WP,CA,BUR,Burbank,Bob Hope,P,M,2294991.0,2647287.0,-0.1331
75.0,WP,CA,LGB,Long Beach,Long Beach /Daugherty Field/,P,S,1401903.0,1413251.0,-0.008
97.0,WP,CA,PSP,Palm Springs,Palm Springs International,P,S,739349.0,772906.0,-0.0434
109.0,WP,CA,FAT,Fresno,Fresno Yosemite International,P,S,580203.0,600489.0,-0.0338
130.0,WP,CA,SBA,Santa Barbara,Santa Barbara Municipal,P,S,379777.0,413929.0,-0.0825
178.0,WP,CA,MRY,Monterey,Monterey Peninsula,P,N,191585.0,207964.0,-0.0788
206.0,WP,CA,SBP,San Luis Obispo,San Luis County Regional,P,N,118282.0,150089.0,-0.2119
214.0,WP,CA,BFL,Bakersfield,Meadows Field,P,N,103067.0,141847.0,-0.2734
215.0,WP,CA,ACV,Arcata,Arcata,P,N,102440.0,106637.0,-0.0394
223.0,WP,CA,STS,Santa Rosa,Charles M. Schulz - Sonoma County,P,N,91241.0,100676.0,-0.0937
259.0,WP,CA,RDD,Redding,Redding Municipal,P,N,54141.0,63331.0,-0.1451
268.0,WP,CA,SMX,Santa Maria,Santa Maria Public/Capt G Allan Hancock Field,P,N,43631.0,54925.0,-0.2056
270.0,WP,CA,VCV,Victorville,Southern California Logistics,GA,--,43137.0,31903.0,0.3521
302.0,WP,CA,SCK,Stockton,Stockton Metropolitan,P,N,28368.0,36935.0,-0.2319
304.0,WP,CA,RIV,Riverside,March ARB,GA,--,27217.0,36406.0,-0.2524
315.0,WP,CA,MOD,Modesto,Modesto City County-Harry Sham Field,P,N,25277.0,37082.0,-0.3183
317.0,WP,CA,CRQ,Carlsbad,McClellan-Palomar,P,N,25160.0,35033.0,-0.2818
323.0,WP,CA,CIC,Chico,Chico Municipal,P,N,23232.0,24809.0,-0.0636
375.0,WP,CA,OXR,Oxnard,Oxnard,P,N,12060.0,15961.0,-0.2444
381.0,WP,CA,CEC,Crescent City,Jack McNamara Field,P,N,11490.0,12541.0,-0.0838
383.0,WP,CA,IYK,Inyokern,Inyokern,P,N,11081.0,11149.0,-0.0061
437.0,WP,CA,MMH,Mammoth Lakes,Mammoth Yosemite,CS,--,6157.0,665.0,8.2586
442.0,WP,CA,IPL,Imperial,Imperial County,CS,--,5641.0,7061.0,-0.2011
524.0,WP,CA,SUU,Fairfield,Travis AFB,GA,--,2835.0,2963.0,-0.0432
545.0,WP,CA,VIS,Visalia,Visalia Municipal,GA,--,2455.0,1696.0,0.4475
547.0,WP,CA,NTD,Point Mugu,Point Mugu NAS,GA,--,2421.0,1670.0,0.4497
593.0,WP,CA,NKX,San Diego,Miramar MCAS/Mitscher Field,GA,--,1717.0,3342.0,-0.4862
624.0,WP,CA,NZY,San Diego,North Island NAS /Halsey Field/,GA,--,1348.0,2338.0,-0.4234
647.0,WP,CA,VNY,Van Nuys,Van Nuys,GA,--,1134.0,1312.0,-0.1357
655.0,WP,CA,MCE,Merced,Merced Regional//Macready Field,GA,--,1052.0,2173.0,-0.5159
697.0,WP,CA,NJK,El Centro,El Centro NAF,GA,--,695.0,569.0,0.2214
736.0,WP,CA,SMO,Santa Monica,Santa Monica Municipal,GA,--,477.0,820.0,-0.4183
808.0,WP,CA,APC,Napa,Napa County,GA,--,200.0,316.0,-0.3671
852.0,WP,CA,SDM,San Diego,Brown Field Municipal,GA,--,131.0,141.0,-0.0709
866.0,WP,CA,BAB,Marysville,Beale AFB,GA,--,117.0,68.0,0.7206
903.0,WP,CA,UDD,Palm Springs,Bermuda Dunes,GA,--,81.0,335.0,-0.7582
905.0,WP,CA,TRK,Truckee,Truckee-Tahoe,GA,--,79.0,248.0,-0.6815
922.0,WP,CA,HWD,Hayward,Hayward Executive,GA,--,70.0,288.0,-0.7569
924.0,WP,CA,NUQ,Mountain View,Moffett Federal Airfield,GA,--,69.0,6.0,10.5
939.0,WP,CA,CMA,Camarillo,Camarillo,GA,--,63.0,258.0,-0.7558
940.0,WP,CA,LVK,Livermore,Livermore Municipal,GA,--,63.0,102.0,-0.3824
947.0,WP,CA,TRM,Palm Springs,Jacqueline Cochran Regional,GA,--,58.0,406.0,-0.8571
955.0,WP,CA,FCH,Fresno,Fresno Chandler Executive,GA,--,54.0,60.0,-0.1
991.0,WP,CA,MHR,Sacramento,Sacramento Mather,GA,--,41.0,271.0,-0.8487
1002.0,WP,CA,SQL,San Carlos,San Carlos,GA,--,37.0,87.0,-0.5747
1010.0,WP,CA,DVO,Novato,Gnoss Field,GA,--,35.0,13.0,1.6923
1014.0,WP,CA,TVL,South Lake Tahoe,Lake Tahoe,GA,--,35.0,48.0,-0.2708
1019.0,WP,CA,TOA,Torrance,Zamperini Field,GA,--,33.0,38.0,-0.1316
1021.0,WP,CA,SAC,Sacramento,Sacramento Executive,GA,--,32.0,253.0,-0.8735
1031.0,WP,CA,BIH,Bishop,Eastern Sierra Regional,GA,--,30.0,11.0,1.7273
1050.0,WP,CA,O20,Lodi,Kingdon Airpark,GA,--,27.0,20.0,0.35
1061.0,WP,CA,MYF,San Diego,Montgomery Field,GA,--,25.0,78.0,-0.6795
1080.0,WP,CA,CCR,Concord,Buchanan Field,GA,--,23.0,135.0,-0.8296
1085.0,WP,CA,SEE,El Cajon,Gillespie Field,GA,--,23.0,131.0,-0.8244
1137.0,WP,CA,KIC,King City,Mesa Del Rey,GA,--,17.0,14.0,0.2143
1146.0,WP,CA,GOO,Grass Valley,Nevada County Air Park,GA,--,16.0,97.0,-0.8351
1150.0,WP,CA,PRB,Paso Robles,Paso Robles Municipal,GA,--,16.0,35.0,-0.5429
1158.0,WP,CA,F70,Riverside (County),French Valley,GA,--,15.0,23.0,-0.3478
1191.0,WP,CA,IZA,Santa Ynez,Santa Ynez,GA,--,13.0,15.0,-0.1333
1216.0,WP,CA,O89,Fall River Mills,Fall River Mills,GA,--,12.0,17.0,-0.2941
1268.0,WP,CA,CXL,Calexico,Calexico International,GA,--,9.0,3.0,2.0
1278.0,WP,CA,O57,Bridgeport,Bryant Field,GA,--,9.0,3.0,2.0
1306.0,WP,CA,MER,Atwater,Castle,GA,--,8.0,2.0,3.0
1318.0,WP,CA,SBD,San Bernardino,San Bernardino International,GA,--,8.0,24.0,-0.6667
1321.0,WP,CA,WJF,Lancaster,General Wm J Fox Airfield,GA,--,8.0,8.0,0.0
1322.0,WP,CA,WVI,Watsonville,Watsonville Municipal,GA,--,8.0,19.0,-0.5789
1346.0,WP,CA,MCC,Sacramento,McClellan Airfield,GA,--,7.0,10.0,-0.3
1348.0,WP,CA,OVE,Oroville,Oroville Municipal,GA,--,7.0,27.0,-0.7407
1352.0,WP,CA,SNS,Salinas,Salinas Municipal,GA,--,7.0,33.0,-0.7879
1405.0,WP,CA,1O2,Lakeport,Lampson Field,GA,--,5.0,2.0,1.5
1426.0,WP,CA,LHM,Lincoln,Lincoln Regional/Karl Harder Field,GA,--,5.0,14.0,-0.6429
1444.0,WP,CA,SLI,Los Alamitos,Los Alamitos AAF,GA,--,5.0,401.0,-0.9875
1464.0,WP,CA,49CN,Red Bluff,Rancho Tehama,GA,--,4.0,0.0,0.0
1475.0,WP,CA,BLU,Emigrant Gap,Blue Canyon - Nyack,GA,--,4.0,0.0,0.0
1486.0,WP,CA,EKA,Eureka,Murray Field,GA,--,4.0,203.0,-0.9803
1515.0,WP,CA,RAL,Riverside,Riverside Municipal,GA,--,4.0,15.0,-0.7333
1520.0,WP,CA,SIY,Montague,Siskiyou County,GA,--,4.0,8.0,-0.5
1524.0,WP,CA,TLR,Tulare,Mefford Field,GA,--,4.0,18.0,-0.7778
1550.0,WP,CA,CVH,Hollister,Hollister Municipal,GA,--,3.0,16.0,-0.8125
1555.0,WP,CA,EDU,Davis,University,GA,--,3.0,0.0,0.0
1568.0,WP,CA,L08,Borrego Springs,Borrego Valley,GA,--,3.0,0.0,0.0
1569.0,WP,CA,L45,Bakersfield,Bakersfield Municipal,GA,--,3.0,19.0,-0.8421
1573.0,WP,CA,MAE,Madera,Madera Municipal,GA,--,3.0,2.0,0.5
1577.0,WP,CA,O52,Yuba City,Sutter County,GA,--,3.0,5.0,-0.4
1595.0,WP,CA,TNP,Twentynine Palms,Twentynine Palms,GA,--,3.0,0.0,0.0
1599.0,WP,CA,UKI,Ukiah,Ukiah Municipal,GA,--,3.0,21.0,-0.8571
1654.0,WP,CA,HHR,Hawthorne,Jack Northrop Field/Hawthorne Municipal,GA,--,2.0,344.0,-0.9942
1668.0,WP,CA,MHV,Mojave,Mojave,GA,--,2.0,128.0,-0.9844
1674.0,WP,CA,O02,Beckwourth,Nervino,GA,--,2.0,14.0,-0.8571
1675.0,WP,CA,O85,Redding,Benton Field,GA,--,2.0,0.0,0.0
1683.0,WP,CA,POC,La Verne,Brackett Field,GA,--,2.0,25.0,-0.92
1717.0,WP,CA,AAT,Alturas,Alturas Municipal,GA,--,1.0,47.0,-0.9787
1739.0,WP,CA,F25,Brownsville,Brownsville,GA,--,1.0,15.0,-0.9333
1760.0,WP,CA,O81,Alturas,Tulelake Municipal,GA,--,1.0,0.0,0.0
9999.0,WP,CA,PMD,Palmdale,Palmdale Regional/USAF Plant 42,GA,--,0.0,10392.0,-1.0
5.0,NM,CO,DEN,Denver,Denver International,P,L,24013669.0,24287939.0,-0.0113
87.0,NM,CO,COS,Colorado Springs,City of Colorado Springs Municipal,P,S,931993.0,997348.0,-0.0655
166.0,NM,CO,GJT,Grand Junction,Grand Junction Regional,P,N,228850.0,212588.0,0.0765
170.0,NM,CO,ASE,Aspen,Aspen-Pitkin County/Sardy Field,P,N,216868.0,213381.0,0.0163
180.0,NM,CO,EGE,Eagle,Eagle County Regional,P,N,181666.0,212832.0,-0.1464
189.0,NM,CO,DRO,Durango,Durango-La Plata County,P,N,148077.0,134386.0,0.1019
203.0,NM,CO,HDN,Hayden,Yampa Valley,P,N,122480.0,136600.0,-0.1034
222.0,NM,CO,MTJ,Montrose,Montrose Regional,P,N,92195.0,85868.0,0.0737
276.0,NM,CO,GUC,Gunnison,Gunnison-Crested Butte Regional,P,N,42130.0,36035.0,0.1691
297.0,NM,CO,FNL,Fort Collins/Loveland,Fort Collins-Loveland Municipal,P,N,31079.0,31094.0,-0.0005
410.0,NM,CO,CEZ,Cortez,Cortez Municipal,CS,--,7698.0,8401.0,-0.0837
423.0,NM,CO,TEX,Telluride,Telluride Regional,CS,--,6740.0,13325.0,-0.4942
434.0,NM,CO,ALS,Alamosa,San Luis Valley Regional/Bergman Field,CS,--,6279.0,7161.0,-0.1232
452.0,NM,CO,PUB,Pueblo,Pueblo Memorial,CS,--,5192.0,4345.0,0.1949
748.0,NM,CO,APA,Englewood,Centennial,GA,--,395.0,1158.0,-0.6589
868.0,NM,CO,BJC,Broomfield,Rocky Mountain Metropolitan,GA,--,114.0,524.0,-0.7824
874.0,NM,CO,RIL,Rifle,Garfield County Regional,GA,--,107.0,252.0,-0.5754
883.0,NM,CO,00C,Durango,Animas Air Park,GA,--,100.0,39.0,1.5641
1120.0,NM,CO,1CO4,Olathe,Clifford Field,GA,--,18.0,0.0,0.0
1155.0,NM,CO,8V7,Springfield,Springfield Municipal,GA,--,15.0,19.0,-0.2105
1183.0,NM,CO,ANK,Salida,Harriet Alexander Field,GA,--,13.0,0.0,0.0
1218.0,NM,CO,PSO,Pagosa Springs,Stevens Field,GA,--,12.0,61.0,-0.8033
1337.0,NM,CO,CAG,Craig,Craig-Moffat,GA,--,7.0,5.0,0.4
1421.0,NM,CO,GXY,Greeley,Greeley-Weld County,GA,--,5.0,45.0,-0.8889
1456.0,NM,CO,20V,Kremmling,Mc Elroy Airfield,GA,--,4.0,0.0,0.0
57.0,NE,CT,BDL,Windsor Locks,Bradley International,P,M,2626873.0,3006362.0,-0.1262
294.0,NE,CT,HVN,New Haven,Tweed-New Haven,P,N,33000.0,33988.0,-0.0291
865.0,NE,CT,BDR,Bridgeport,Igor I Sikorsky Memorial,GA,--,118.0,340.0,-0.6529
888.0,NE,CT,OXC,Oxford,Waterbury-Oxford,GA,--,95.0,1824.0,-0.9479
983.0,NE,CT,GON,Groton New London,Groton-New London,GA,--,42.0,125.0,-0.664
1653.0,NE,CT,HFD,Hartford,Hartford-Brainard,GA,--,2.0,72.0,-0.9722
1666.0,NE,CT,LZD,Danielson,Danielson,GA,--,2.0,0.0,0.0
1542.0,EA,DC,@008,Washington,Washington Metropolitan Area,GA,--,3.0,0.0,0.0
625.0,EA,DE,DOV,Dover,Dover AFB,GA,--,1344.0,857.0,0.5683
767.0,EA,DE,ILG,Wilmington,New Castle,GA,--,320.0,1182.0,-0.7293
1189.0,EA,DE,GED,Georgetown,Sussex County,GA,--,13.0,23.0,-0.4348
13.0,SO,FL,MCO,Orlando,Orlando International,P,L,16371016.0,17288480.0,-0.0531
14.0,SO,FL,MIA,Miami,Miami International,P,L,16187768.0,16377488.0,-0.0116
23.0,SO,FL,FLL,Fort Lauderdale,Fort Lauderdale/Hollywood International,P,L,10258118.0,11020091.0,-0.0691
28.0,SO,FL,TPA,Tampa,Tampa International,P,L,8263294.0,8871917.0,-0.0686
51.0,SO,FL,RSW,Fort Myers,Southwest Florida International,P,M,3668279.0,3770681.0,-0.0272
53.0,SO,FL,PBI,West Palm Beach,Palm Beach International,P,M,3004076.0,3232009.0,-0.0705
55.0,SO,FL,JAX,Jacksonville,Jacksonville International,P,M,2777041.0,2965973.0,-0.0637
93.0,SO,FL,SFB,Sanford,Orlando Sanford International,P,S,836223.0,927188.0,-0.0981
102.0,SO,FL,PNS,Pensacola,Pensacola Gulf Coast Regional,P,S,694786.0,771917.0,-0.0999
103.0,SO,FL,SRQ,Sarasota/Bradenton,Sarasota/Bradenton International,P,S,675969.0,753126.0,-0.1024
129.0,SO,FL,PIE,Clearwater,St Petersburg-Clearwater International,P,S,381029.0,363725.0,0.0476
132.0,SO,FL,VPS,Valparaiso,Eglin AFB,P,S,374220.0,373808.0,0.0011
135.0,SO,FL,TLH,Tallahassee,Tallahassee Regional,P,S,360441.0,399094.0,-0.0969
163.0,SO,FL,EYW,Key West,Key West International,P,N,234322.0,231339.0,0.0129
174.0,SO,FL,DAB,Daytona Beach,Daytona Beach International,P,N,202417.0,282784.0,-0.2842
188.0,SO,FL,PFN,Panama City,Panama City-Bay County International,P,N,150401.0,161236.0,-0.0672
200.0,SO,FL,GNV,Gainesville,Gainesville Regional,P,N,130166.0,136623.0,-0.0473
209.0,SO,FL,MLB,Melbourne,Melbourne International,P,N,110510.0,145117.0,-0.2385
246.0,SO,FL,PGD,Punta Gorda,Charlotte County,P,N,64650.0,53073.0,0.2181
390.0,SO,FL,NIP,Jacksonville,Jacksonville NAS (Towers Field),GA,--,10361.0,11284.0,-0.0818
576.0,SO,FL,HRT,Mary Esther,Hurlburt Field,GA,--,1966.0,1835.0,0.0714
645.0,SO,FL,MTH,Marathon,The Florida Keys Marathon,GA,--,1155.0,167.0,5.9162
682.0,SO,FL,PAM,Panama City,Tyndall AFB,GA,--,851.0,758.0,0.1227
696.0,SO,FL,MCF,Tampa,MacDill AFB,GA,--,695.0,621.0,0.1192
728.0,SO,FL,APF,Naples,Naples Municipal,GA,--,514.0,3316.0,-0.845
733.0,SO,FL,HST,Homestead,Homestead ARB,GA,--,496.0,57.0,7.7018
795.0,SO,FL,OCF,Ocala,Ocala International-Jim Taylor Field,GA,--,223.0,503.0,-0.5567
802.0,SO,FL,VRB,Vero Beach,Vero Beach Municipal,GA,--,216.0,671.0,-0.6781
817.0,SO,FL,BCT,Boca Raton,Boca Raton,GA,--,185.0,906.0,-0.7958
824.0,SO,FL,OPF,Miami,Opa- Locka Executive,GA,--,169.0,869.0,-0.8055
825.0,SO,FL,NRB,Mayport,Mayport NS (Adm David L. McDonald Field),GA,--,166.0,113.0,0.469
834.0,SO,FL,ORL,Orlando,Executive,GA,--,156.0,315.0,-0.5048
850.0,SO,FL,FXE,Fort Lauderdale,Fort Lauderdale Executive,GA,--,132.0,6392.0,-0.9793
851.0,SO,FL,SUA,Stuart,Witham Field,GA,--,132.0,508.0,-0.7402
882.0,SO,FL,NQX,Key West,Key West NAS /Boca Chica Field/,GA,--,101.0,0.0,0.0
890.0,SO,FL,DTS,Destin,Destin-Fort Walton Beach,GA,--,93.0,293.0,-0.6826
928.0,SO,FL,FMY,Fort Myers,Page Field,GA,--,66.0,149.0,-0.557
929.0,SO,FL,ISM,Kissimmee,Kissimmee Gateway,GA,--,66.0,231.0,-0.7143
981.0,SO,FL,TIX,Titusville,Space Coast Regional,GA,--,44.0,42.0,0.0476
982.0,SO,FL,CRG,Jacksonville,Craig Municipal,GA,--,43.0,358.0,-0.8799
985.0,SO,FL,LAL,Lakeland,Lakeland Linder Regional,GA,--,42.0,166.0,-0.747
1026.0,SO,FL,FPR,Fort Pierce,St Lucie County International,GA,--,31.0,131.0,-0.7634
1030.0,SO,FL,VNC,Venice,Venice Municipal,GA,--,31.0,55.0,-0.4364
1037.0,SO,FL,XFL,Bunnell,Flagler County,GA,--,30.0,18.0,0.6667
1042.0,SO,FL,TMB,Miami,Kendall-Tamiami Executive,GA,--,29.0,291.0,-0.9003
1082.0,SO,FL,CGC,Crystal River,Crystal River,GA,--,23.0,23.0,0.0
1093.0,SO,FL,MKY,Marco Island,Marco Island,GA,--,22.0,48.0,-0.5417
1097.0,SO,FL,BOW,Bartow,Bartow Municipal,GA,--,21.0,32.0,-0.3438
1123.0,SO,FL,FHB,Fernandina Beach,Fernandina Beach Municipal,GA,--,18.0,87.0,-0.7931
1145.0,SO,FL,EVB,New Smyrna Beach,New Smyrna Beach Municipal,GA,--,16.0,22.0,-0.2727
1167.0,SO,FL,VDF,Tampa,Tampa Executive,GA,--,15.0,13.0,0.1538
1174.0,SO,FL,F45,West Palm Beach,North Palm Beach County General Aviation,GA,--,14.0,20.0,-0.3
1193.0,SO,FL,LEE,Leesburg,Leesburg International,GA,--,13.0,9.0,0.4444
1202.0,SO,FL,SGJ,Saint Augustine,St Augustine,GA,--,13.0,19573.0,-0.9993
1379.0,SO,FL,FL14,Chipley,Vosika's,GA,--,6.0,2.0,2.0
1533.0,SO,FL,07FA,Key Largo,Ocean Reef Club,GA,--,3.0,25.0,-0.88
1545.0,SO,FL,BKV,Brooksville,Hernando County,GA,--,3.0,16.0,-0.8125
1624.0,SO,FL,AAF,Apalachicola,Apalachicola Regional,GA,--,2.0,23.0,-0.913
1634.0,SO,FL,CDK,Cedar Key,George T Lewis,GA,--,2.0,2.0,0.0
1649.0,SO,FL,GIF,Winter Haven,Winter Haven's Gilbert,GA,--,2.0,1.0,1.0
