Rank,RO,ST,Locid,City,Airport Name,S/L,Hub,CY 09 Boardings,CY 08 Boardings,% Change
137.0,SW,TX,CRP,Corpus Christi,Corpus Christi International,P,S,349383.0,388856.0,-0.1015
164.0,SW,TX,GRK,Killeen,Robert Gray AAF,P,N,231500.0,232299.0,-0.0034
216.0,SW,TX,LRD,Laredo,Laredo International,P,N,101252.0,106682.0,-0.0509
230.0,SW,TX,ABI,Abilene,Abilene Regional,P,N,81172.0,87682.0,-0.0742
231.0,SW,TX,BRO,Brownsville,Brownsville/South Padre Island International,P,N,80350.0,82723.0,-0.0287
237.0,SW,TX,TYR,Tyler,Tyler Pounds Regional,P,N,73841.0,76168.0,-0.0306
238.0,SW,TX,CLL,College Station,Easterwood Field,P,N,73287.0,80948.0,-0.0946
244.0,SW,TX,ACT,Waco,Waco Regional,P,N,66089.0,68381.0,-0.0335
251.0,SW,TX,SJT,San Angelo,San Angelo Regional/Mathis Field,P,N,60353.0,64865.0,-0.0696
267.0,SW,TX,SPS,Wichita Falls,Sheppard AFB/Wichita Falls Municipal,P,N,43952.0,47191.0,-0.0686
300.0,SW,TX,BIF,Fort Bliss/El Paso/,Biggs AAF (Fort Bliss),GA,--,29046.0,20144.0,0.4419
319.0,SW,TX,GGG,Longview,East Texas Regional,P,N,24944.0,24835.0,0.0044
328.0,SW,TX,BPT,Beaumont/Port Arthur,Jack Brooks Regional,P,N,21208.0,28086.0,-0.2449
365.0,SW,TX,DRT,Del Rio,Del Rio International,P,N,13436.0,16028.0,-0.1617
420.0,SW,TX,LBX,Angleton,Texas Gulf Coast Regional,GA,--,6913.0,8960.0,-0.2285
443.0,SW,TX,VCT,Victoria,Victoria Regional,CS,--,5625.0,8415.0,-0.3316
620.0,SW,TX,SKF,San Antonio,Lackland AFB (Kelly Field Annex),GA,--,1386.0,1991.0,-0.3039
635.0,SW,TX,AFW,Fort Worth,Fort Worth Alliance,GA,--,1222.0,634.0,0.9274
648.0,SW,TX,NFW,Fort Worth,Fort Worth NAS Jrb/Carswell Field,GA,--,1132.0,708.0,0.5989
649.0,SW,TX,DYS,Abilene,Dyess AFB,GA,--,1112.0,898.0,0.2383
660.0,SW,TX,EFD,Houston,Ellington Field,GA,--,1022.0,1924.0,-0.4688
684.0,SW,TX,FTW,Fort Worth,Fort Worth Meacham International,GA,--,827.0,751.0,0.1012
768.0,SW,TX,SNK,Snyder,Winston Field,GA,--,315.0,84.0,2.75
772.0,SW,TX,PYX,Perryton,Perryton Ochiltree County,GA,--,291.0,1.0,290.0
786.0,SW,TX,ADS,Dallas,Addison,GA,--,243.0,319.0,-0.2382
789.0,SW,TX,HHF,Canadian,Hemphill County,GA,--,241.0,9.0,25.7778
848.0,SW,TX,SGR,Houston,Sugar Land Regional,GA,--,137.0,191.0,-0.2827
910.0,SW,TX,DWH,Houston,David Wayne Hooks Memorial,GA,--,76.0,124.0,-0.3871
935.0,SW,TX,DHT,Dalhart,Dalhart Municipal,GA,--,64.0,58.0,0.1034
1046.0,SW,TX,FWS,Fort Worth,Fort Worth Spinks,GA,--,27.0,0.0,0.0
1105.0,SW,TX,DTO,Denton,Denton Municipal,GA,--,20.0,37.0,-0.4595
1124.0,SW,TX,GKY,Arlington,Arlington Municipal,GA,--,18.0,93.0,-0.8065
1130.0,SW,TX,UVA,Uvalde,Garner Field,GA,--,18.0,14.0,0.2857
1149.0,SW,TX,MDD,Midland,Midland Airpark,GA,--,16.0,33.0,-0.5152
1229.0,SW,TX,HYI,San Marcos,San Marcos Municipal,GA,--,11.0,10.0,0.1
1236.0,SW,TX,TKI,McKinney,Collin County Regional at McKinney,GA,--,11.0,14.0,-0.2143
1270.0,SW,TX,E38,Alpine,Alpine-Casparis Municipal,GA,--,9.0,143.0,-0.9371
1272.0,SW,TX,HQZ,Mesquite,Mesquite Metro,GA,--,9.0,2.0,3.5
1290.0,SW,TX,11R,Brenham,Brenham Municipal,GA,--,8.0,2.0,3.0
1308.0,SW,TX,MRF,Marfa,Marfa Municipal,GA,--,8.0,6.0,0.3333
1312.0,SW,TX,PEQ,Pecos,Pecos Municipal,GA,--,8.0,0.0,0.0
1326.0,SW,TX,3T8,China Spring,Wildcat Canyon,GA,--,7.0,0.0,0.0
1336.0,SW,TX,BKD,Breckenridge,Stephens County,GA,--,7.0,0.0,0.0
1357.0,SW,TX,TRL,Terrell,Terrell Municipal,GA,--,7.0,1.0,6.0
1370.0,SW,TX,BAZ,New Braunfels,New Braunfels Municipal,GA,--,6.0,1.0,5.0
1375.0,SW,TX,COT,Cotulla,Cotulla-La Salle County,GA,--,6.0,20.0,-0.7
1378.0,SW,TX,F17,Center,Center Municipal,GA,--,6.0,0.0,0.0
1382.0,SW,TX,GLE,Gainesville,Gainesville Municipal,GA,--,6.0,29.0,-0.7931
1395.0,SW,TX,ODO,Odessa,Odessa-Schlemeyer Field,GA,--,6.0,12.0,-0.5
1401.0,SW,TX,T82,Fredericksburg,Gillespie County,GA,--,6.0,13.0,-0.5385
1415.0,SW,TX,CXO,Conroe,Lone Star Executive,GA,--,5.0,28.0,-0.8214
1422.0,SW,TX,GYI,Grayson (County),North Texas Regional/Perrin Field,GA,--,5.0,2.0,1.5
1438.0,SW,TX,RBD,Dallas,Dallas Executive,GA,--,5.0,11.0,-0.5455
1463.0,SW,TX,3T5,La Grange,Fayette Regional Air Center,GA,--,4.0,0.0,0.0
1474.0,SW,TX,BKS,Falfurrias,Brooks County,GA,--,4.0,22.0,-0.8182
1487.0,SW,TX,ERV,Kerrville,Kerrville Municipal/Louis Schreiner Field,GA,--,4.0,23.0,-0.8261
1493.0,SW,TX,GLS,Galveston,Scholes International at Galveston,GA,--,4.0,6947.0,-0.9994
1528.0,SW,TX,UTS,Huntsville,Huntsville Municipal,GA,--,4.0,0.0,0.0
1560.0,SW,TX,GTU,Georgetown,Georgetown Municipal,GA,--,3.0,18.0,-0.8333
1563.0,SW,TX,HDO,Hondo,Hondo Municipal,GA,--,3.0,3.0,0.0
1575.0,SW,TX,MNZ,Hamilton,Hamilton Municipal,GA,--,3.0,0.0,0.0
1592.0,SW,TX,T00,Anahuac,Chambers County,GA,--,3.0,0.0,0.0
1596.0,SW,TX,TPL,Temple,Draughon-Miller Central Texas Regional,GA,--,3.0,39.0,-0.9231
1651.0,SW,TX,HBV,Hebbronville,Jim Hogg County,GA,--,2.0,24.0,-0.9167
1662.0,SW,TX,LFK,Lufkin,Angelina County,GA,--,2.0,0.0,0.0
1678.0,SW,TX,OSA,Mount Pleasant,Mount Pleasant Regional,GA,--,2.0,3.0,-0.3333
1684.0,SW,TX,PWG,Waco,McGregor Executive,GA,--,2.0,2.0,0.0
1686.0,SW,TX,RKP,Rockport,Aransas County,GA,--,2.0,502.0,-0.996
1735.0,SW,TX,DUX,Dumas,Moore County,GA,--,1.0,7.0,-0.8571
1737.0,SW,TX,E42,Spearman,Major Samuel B Cornelius Field,GA,--,1.0,1.0,0.0
1746.0,SW,TX,H70,Stratford,Stratford Field,GA,--,1.0,1.0,0.0
1765.0,SW,TX,PVW,Plainview,Hale County,GA,--,1.0,4.0,-0.75
24.0,NM,UT,SLC,Salt Lake City,Salt Lake City International,P,L,9903821.0,9993198.0,-0.0089
264.0,NM,UT,ENV,Wendover,Wendover,GA,--,50360.0,46264.0,0.0885
283.0,NM,UT,SGU,St. George,St George Municipal,P,N,39037.0,46586.0,-0.162
421.0,NM,UT,UT25,Monument Valley,Monument Valley,GA,--,6904.0,9987.0,-0.3087
448.0,NM,UT,CDC,Cedar City,Cedar City Regional,CS,--,5486.0,7776.0,-0.2945
476.0,NM,UT,CNY,Moab,Canyonlands Field,CS,--,3982.0,2870.0,0.3875
485.0,NM,UT,VEL,Vernal,Vernal Regional,CS,--,3805.0,5474.0,-0.3049
605.0,NM,UT,HIF,Ogden,Hill AFB,GA,--,1572.0,1251.0,0.2566
606.0,NM,UT,PVU,Provo,Provo Municipal,GA,--,1568.0,712.0,1.2022
687.0,NM,UT,LGU,Logan,Logan-Cache,GA,--,785.0,698.0,0.1246
727.0,NM,UT,UT03,Hanksville,Hite,GA,--,515.0,0.0,0.0
861.0,NM,UT,KNB,Kanab,Kanab Municipal,GA,--,120.0,0.0,0.0
954.0,NM,UT,PUC,Price,Carbon County Regional/Buck Davis Field,GA,--,55.0,51.0,0.0784
968.0,NM,UT,74V,Roosevelt,Roosevelt Municipal,GA,--,48.0,9.0,4.3333
970.0,NM,UT,OGD,Ogden,Ogden-Hinckley,GA,--,48.0,63.0,-0.2381
987.0,NM,UT,36U,Heber City,Heber City Municipal - Russ McDonald Field,GA,--,41.0,39.0,0.0513
996.0,NM,UT,U55,Panguitch,Panguitch Municipal,GA,--,40.0,0.0,0.0
1007.0,NM,UT,DPG,Dugway Proving Ground,Michael AAF (Dugway Proving Ground),GA,--,36.0,81.0,-0.5556
1029.0,NM,UT,U52,Beaver,Beaver Municipal,GA,--,31.0,1.0,30.0
1089.0,NM,UT,DTA,Delta,Delta Municipal,GA,--,22.0,0.0,0.0
1096.0,NM,UT,RIF,Richfield,Richfield Municipal,GA,--,22.0,0.0,0.0
1129.0,NM,UT,U43,Monticello,Monticello,GA,--,18.0,0.0,0.0
1159.0,NM,UT,FOM,Fillmore,Fillmore Municipal,GA,--,15.0,0.0,0.0
1446.0,NM,UT,TVY,Tooele,Bolinder Field-Tooele Valley,GA,--,5.0,11.0,-0.5455
1459.0,NM,UT,38U,Loa,Wayne Wonderland,GA,--,4.0,0.0,0.0
1473.0,NM,UT,BCE,Bryce Canyon,Bryce Canyon,GA,--,4.0,15.0,-0.7333
1776.0,NM,UT,U07,Glen Canyon Natl Rec Area,Bullfrog Basin,GA,--,1.0,0.0,0.0
20.0,EA,VA,IAD,Dulles,Washington Dulles International,P,L,11132098.0,11348775.0,-0.0191
26.0,EA,VA,DCA,Arlington,Ronald Reagan Washington National,P,L,8490288.0,8704466.0,-0.0246
66.0,EA,VA,ORF,Norfolk,Norfolk International,P,S,1701246.0,1786594.0,-0.0478
68.0,EA,VA,RIC,Highland Springs,Richmond International,P,S,1649284.0,1733668.0,-0.0487
115.0,EA,VA,PHF,Newport News,Newport News/Williamsburg International,P,S,498205.0,504292.0,-0.0121
148.0,EA,VA,ROA,Roanoke,Roanoke Regional/Woodrum Field,P,N,297588.0,315293.0,-0.0562
181.0,EA,VA,CHO,Charlottesville,Charlottesville-Albemarle,P,N,180462.0,169843.0,0.0625
227.0,EA,VA,LYH,Timberlake,Lynchburg Regional/Preston Glenn Field,P,N,86366.0,55307.0,0.5616
291.0,EA,VA,NGU,Norfolk,Norfolk NS (Chambers Field),GA,--,33170.0,37401.0,-0.1131
406.0,EA,VA,SHD,Weyers Cave,Shenandoah Valley Regional,CS,--,8364.0,7746.0,0.0798
479.0,EA,VA,LFI,Hampton,Langley AFB,GA,--,3947.0,2739.0,0.441
776.0,EA,VA,VJI,Abingdon,Virginia Highlands,GA,--,276.0,42.0,5.5714
838.0,EA,VA,OFP,Ashland,Hanover County Municipal,GA,--,151.0,44.0,2.4318
919.0,EA,VA,HEF,Manassas,Manassas Regional/Harry P. Davis Field,GA,--,72.0,1173.0,-0.9386
943.0,EA,VA,MFV,Melfa,Accomack County,GA,--,62.0,7.0,7.8571
990.0,EA,VA,JYO,Leesburg,Leesburg Executive,GA,--,41.0,137.0,-0.7007
995.0,EA,VA,PVG,Chesapeake,Hampton Roads Executive,GA,--,40.0,30.0,0.3333
998.0,EA,VA,FCI,Chesterfield,Chesterfield County,GA,--,39.0,178.0,-0.7809
1122.0,EA,VA,BCB,Blacksburg,Virginia Tech/Montgomery Executive,GA,--,18.0,89.0,-0.7978
1212.0,EA,VA,LNP,Wise,Lonesome Pine,GA,--,12.0,24.0,-0.5
1221.0,EA,VA,RMN,Stafford,Stafford Regional,GA,--,12.0,52.0,-0.7692
1333.0,EA,VA,AKQ,Wakefield,Wakefield Municipal,GA,--,7.0,0.0,0.0
1385.0,EA,VA,HSP,Hot Springs,Ingalls Field,GA,--,6.0,19.0,-0.6842
1482.0,EA,VA,DAN,Danville,Danville Regional,GA,--,4.0,102.0,-0.9608
1499.0,EA,VA,JGG,Williamsburg,Williamsburg-Jamestown,GA,--,4.0,18.0,-0.7778
1579.0,EA,VA,OKV,Winchester,Winchester Regional,GA,--,3.0,30.0,-0.9
1637.0,EA,VA,CPK,Chesapeake,Chesapeake Regional,GA,--,2.0,5.0,-0.6
1648.0,EA,VA,FVX,Farmville,Farmville Regional,GA,--,2.0,6.0,-0.6667
1670.0,EA,VA,MKJ,Marion/Wytheville,Mountain Empire,GA,--,2.0,23.0,-0.913
1729.0,EA,VA,CJR,Culpeper,Culpeper Regional,GA,--,1.0,0.0,0.0
108.0,SO,VI,STT,Charlotte Amalie,Cyril E King,P,S,589163.0,593589.0,-0.0075
183.0,SO,VI,STX,Christiansted,Henry E Rohlsen,P,N,173373.0,169665.0,0.0219
261.0,SO,VI,VI32,Christiansted St Croix,Christiansted Harbor-SSB,GA,--,53081.0,68642.0,-0.2267
262.0,SO,VI,VI22,Charlotte Amalie,Charlotte Amalie Harbor,GA,--,52204.0,68552.0,-0.2385
101.0,NE,VT,BTV,Burlington,Burlington International,P,S,700592.0,747559.0,-0.0628
465.0,NE,VT,RUT,Rutland,Rutland - Southern Vermont Regional,CS,--,4458.0,5038.0,-0.1151
1142.0,NE,VT,48VT,Colchester,Cub Cove,GA,--,16.0,0.0,0.0
1196.0,NE,VT,MPV,Barre,Edward F Knapp State,GA,--,13.0,28.0,-0.5357
1227.0,NE,VT,EFK,Newport,Newport State,GA,--,11.0,56.0,-0.8036
1714.0,NE,VT,6B0,Middlebury,Middlebury State,GA,--,1.0,0.0,0.0
16.0,NM,WA,SEA,Seattle,Seattle-Tacoma International,P,L,15273092.0,15839504.0,-0.0358
72.0,NM,WA,GEG,Spokane,Spokane International,P,S,1494490.0,1691345.0,-0.1164
144.0,NM,WA,BLI,Bellingham,Bellingham International,P,N,326850.0,277281.0,0.1788
158.0,NM,WA,PSC,Pasco,Tri-Cities,P,N,258546.0,242483.0,0.0662
252.0,NM,WA,YKM,Yakima,Yakima Air Terminal/McAllister Field,P,N,60028.0,69835.0,-0.1404
263.0,NM,WA,EAT,East Wenatchee,Pangborn Memorial,P,N,51561.0,48275.0,0.0681
287.0,NM,WA,TCM,Tacoma,McChord Field (Joint Base Lewis-McChord),GA,--,36269.0,13152.0,1.7577
288.0,NM,WA,BFI,Seattle,Boeing Field/King County International,P,N,35863.0,34597.0,0.0366
289.0,NM,WA,ALW,Walla Walla,Walla Walla Regional,P,N,33456.0,29672.0,0.1275
295.0,NM,WA,PUW,Pullman,Pullman/Moscow Regional,P,N,32443.0,32108.0,0.0104
301.0,NM,WA,WN22,Seattle,Lake Union,GA,--,28421.0,0.0,0.0
367.0,NM,WA,CLM,Port Angeles,William R Fairchild International,P,N,13340.0,12672.0,0.0527
372.0,NM,WA,FHR,Friday Harbor,Friday Harbor,P,N,12940.0,13835.0,-0.0647
447.0,NM,WA,S60,Kenmore,Kenmore Air Harbor Inc,GA,--,5487.0,33266.0,-0.8351
493.0,NM,WA,ORS,Eastsound,Orcas Island,CS,--,3421.0,4109.0,-0.1674
500.0,NM,WA,W39,Roche Harbor,Roche Harbor,GA,--,3370.0,2919.0,0.1545
519.0,NM,WA,MWH,Moses Lake,Grant County International,CS,--,2920.0,1369.0,1.1329
582.0,NM,WA,WA83,West Sound,Westsound/Wsx,GA,--,1892.0,1816.0,0.0419
642.0,NM,WA,NUW,Oak Harbor,Whidbey Island NAS /Ault Field/,GA,--,1161.0,491.0,1.3646
652.0,NM,WA,S31,Lopez,Lopez Island,GA,--,1098.0,1015.0,0.0818
663.0,NM,WA,74S,Anacortes,Anacortes,GA,--,990.0,1653.0,-0.4011
677.0,NM,WA,W49,Rosario,Rosario,GA,--,891.0,2031.0,-0.5613
723.0,NM,WA,0S9,Port Townsend,Jefferson County International,GA,--,551.0,374.0,0.4733
760.0,NM,WA,PWT,Bremerton,Bremerton National,GA,--,371.0,241.0,0.5394
796.0,NM,WA,PAE,Everett,Snohomish County (Paine Field),GA,--,221.0,327.0,-0.3242
821.0,NM,WA,SKA,Spokane,Fairchild AFB,GA,--,176.0,495.0,-0.6444
931.0,NM,WA,TIW,Tacoma,Tacoma Narrows,GA,--,66.0,97.0,-0.3196
971.0,NM,WA,OMK,Omak,Omak,GA,--,48.0,25.0,0.92
972.0,NM,WA,2S0,Twisp,Twisp Municipal,GA,--,47.0,0.0,0.0
977.0,NM,WA,BVS,Burlington,Skagit Regional,GA,--,45.0,278.0,-0.8381
993.0,NM,WA,RNT,Renton,Renton Municipal,GA,--,41.0,48.0,-0.1458
1041.0,NM,WA,S52,Winthrop,Methow Valley State,GA,--,29.0,14.0,1.0714
1043.0,NM,WA,OLM,Olympia,Olympia Regional,GA,--,28.0,52.0,-0.4615
1090.0,NM,WA,ELN,Ellensburg,Bowers Field,GA,--,22.0,13.0,0.6923
1108.0,NM,WA,HQM,Hoquiam,Bowerman,GA,--,20.0,52.0,-0.6154
1140.0,NM,WA,W28,Sequim,Sequim Valley,GA,--,17.0,45.0,-0.6222
1141.0,NM,WA,WN07,Decatur,Decatur Shores,GA,--,17.0,13.0,0.3077
1143.0,NM,WA,68S,Davenport,Davenport,GA,--,16.0,28.0,-0.4286
1151.0,NM,WA,S50,Auburn,Auburn Municipal,GA,--,16.0,2.0,7.0
1157.0,NM,WA,AWO,Arlington,Arlington Municipal,GA,--,15.0,1.0,14.0
1168.0,NM,WA,14S,Westport,Westport,GA,--,14.0,4.0,2.5
1170.0,NM,WA,80T,Quincy,Quincy Municipal,GA,--,14.0,1.0,13.0
1222.0,NM,WA,SFF,Spokane,Felts Field,GA,--,12.0,37.0,-0.6757
1235.0,NM,WA,S10,Chelan,Lake Chelan,GA,--,11.0,507.0,-0.9783
1291.0,NM,WA,1S9,Chewelah,Sand Canyon,GA,--,8.0,0.0,0.0
1294.0,NM,WA,63S,Colville,Colville Municipal,GA,--,8.0,0.0,0.0
1299.0,NM,WA,DEW,Deer Park,Deer Park,GA,--,8.0,6.0,0.3333
1316.0,NM,WA,S23,Ione,Ione Municipal,GA,--,8.0,0.0,0.0
1317.0,NM,WA,S43,Snohomish,Harvey Field,GA,--,8.0,0.0,0.0
1341.0,NM,WA,EPH,Ephrata,Ephrata Municipal,GA,--,7.0,10.0,-0.3
1362.0,NM,WA,WA09,Roche Harbor,Roche Harbor,GA,--,7.0,7.0,0.0
1396.0,NM,WA,OKH,Oak Harbor,Aj Eisenberg,GA,--,6.0,4714.0,-0.9987
1441.0,NM,WA,S18,Forks,Forks,GA,--,5.0,7.0,-0.2857
1450.0,NM,WA,W10,Langley,Whidbey Air Park,GA,--,5.0,2.0,1.5
1451.0,NM,WA,W16,Monroe,Firstair Field,GA,--,5.0,3.0,0.6667
1458.0,NM,WA,2S8,Wilbur,Wilbur,GA,--,4.0,4.0,0.0
1530.0,NM,WA,W04,Ocean Shores,Ocean Shores Municipal,GA,--,4.0,0.0,0.0
1584.0,NM,WA,RLD,Richland,Richland,GA,--,3.0,4.0,-0.25
1590.0,NM,WA,SHN,Shelton,Sanderson Field,GA,--,3.0,0.0,0.0
1601.0,NM,WA,W01,Tonasket,Tonasket Municipal,GA,--,3.0,0.0,0.0
1606.0,NM,WA,1S5,Sunnyside,Sunnyside Municipal,GA,--,2.0,0.0,0.0
1687.0,NM,WA,S20,Goldendale,Goldendale,GA,--,2.0,0.0,0.0
1688.0,NM,WA,S35,Okanogan,Okanogan Legion,GA,--,2.0,0.0,0.0
1702.0,NM,WA,W12,Mazama,Lost River Resort,GA,--,2.0,0.0,0.0
1707.0,NM,WA,38WA,Blakely Island,Blakely Island,GA,--,1.0,0.0,0.0
1731.0,NM,WA,CLS,Chehalis,Chehalis-Centralia,GA,--,1.0,5.0,-0.8
1769.0,NM,WA,S98,Kennewick,Vista Field,GA,--,1.0,0.0,0.0
1779.0,NM,WA,VUO,Vancouver,Pearson Field,GA,--,1.0,6.0,-0.8333
47.0,GL,WI,MKE,Milwaukee,General Mitchell International,P,M,3822542.0,3861333.0,-0.01
96.0,GL,WI,MSN,Madison,Dane County Regional-Truax Field,P,S,747941.0,728075.0,0.0273
138.0,GL,WI,GRB,Green Bay,Austin Straubel International,P,N,348151.0,410348.0,-0.1516
155.0,GL,WI,ATW,Appleton,Outagamie County Regional,P,N,271997.0,259340.0,0.0488
191.0,GL,WI,CWA,Mosinee,Central Wisconsin,P,N,144961.0,154312.0,-0.0606
212.0,GL,WI,LSE,La Crosse,La Crosse Municipal,P,N,104537.0,111462.0,-0.0621
309.0,GL,WI,RHI,Rhinelander,Rhinelander-Oneida County,P,N,26729.0,26193.0,0.0205
347.0,GL,WI,VOK,Camp Douglas,Volk Field,GA,--,16834.0,10645.0,0.5814
369.0,GL,WI,EAU,Eau Claire,Chippewa Valley Regional,P,N,13192.0,18762.0,-0.2969
800.0,GL,WI,C29,Middleton,Middleton Municipal - Morey Field,GA,--,217.0,224.0,-0.0313
885.0,GL,WI,SBM,Sheboygan,Sheboygan County Memorial,GA,--,99.0,145.0,-0.3172
911.0,GL,WI,FLD,Fond du Lac,Fond du Lac County,GA,--,76.0,361.0,-0.7895
948.0,GL,WI,UES,Waukesha,Waukesha County,GA,--,58.0,98.0,-0.4082
959.0,GL,WI,ISW,Wisconsin Rapids,Alexander Field South Wood County,GA,--,53.0,219.0,-0.758
962.0,GL,WI,RPD,Rice Lake,Rice Lake Regional - Carl's Field,GA,--,52.0,2.0,25.0
1047.0,GL,WI,JVL,Janesville,Southern Wisconsin Regional,GA,--,27.0,40.0,-0.325
1049.0,GL,WI,MWC,Milwaukee,Lawrence J Timmerman,GA,--,27.0,55.0,-0.5091
1112.0,GL,WI,RYV,Watertown,Watertown Municipal,GA,--,20.0,12.0,0.6667
1116.0,GL,WI,MFI,Marshfield,Marshfield Municipal,GA,--,19.0,18.0,0.0556
1136.0,GL,WI,HYR,Hayward,Sawyer County,GA,--,17.0,61.0,-0.7213
1242.0,GL,WI,ASX,Ashland,John F Kennedy Memorial,GA,--,10.0,24.0,-0.5833
1253.0,GL,WI,MTW,Manitowoc,Manitowoc County,GA,--,10.0,31.0,-0.6774
1281.0,GL,WI,OSH,Oshkosh,Wittman Regional,GA,--,9.0,49.0,-0.8163
1293.0,GL,WI,61C,Fort Atkinson,Fort Atkinson Municipal,GA,--,8.0,0.0,0.0
1300.0,GL,WI,EGV,Eagle River,Eagle River Union,GA,--,8.0,9.0,-0.1111
1372.0,GL,WI,C35,Reedsburg,Reedsburg Municipal,GA,--,6.0,4.0,0.5
1376.0,GL,WI,DLL,Baraboo,Baraboo Wisconsin Dells,GA,--,6.0,37.0,-0.8378
1445.0,GL,WI,SUE,Sturgeon Bay,Door County Cherryland,GA,--,5.0,26.0,-0.8077
1460.0,GL,WI,3D2,Ephraim,Ephraim-Gibraltar,GA,--,4.0,2.0,1.0
1472.0,GL,WI,AUW,Wausau,Wausau Downtown,GA,--,4.0,106.0,-0.9623
1580.0,GL,WI,PKF,Park Falls,Park Falls Municipal,GA,--,3.0,0.0,0.0
1583.0,GL,WI,RAC,Racine,John H Batten,GA,--,3.0,39.0,-0.9231
1585.0,GL,WI,RNH,New Richmond,New Richmond Regional,GA,--,3.0,23.0,-0.8696
1626.0,GL,WI,ARV,Minocqua-Woodruff,Lakeland/Noble F. Lee Memorial Field,GA,--,2.0,14.0,-0.8571
1632.0,GL,WI,C47,Portage,Portage Municipal,GA,--,2.0,0.0,0.0
1643.0,GL,WI,ENW,Kenosha,Kenosha Regional,GA,--,2.0,5.0,-0.6
1680.0,GL,WI,PBH,Phillips,Price County,GA,--,2.0,13.0,-0.8462
1696.0,GL,WI,STE,Stevens Point,Stevens Point Municipal,GA,--,2.0,50.0,-0.96
1727.0,GL,WI,BUU,Burlington,Burlington Municipal,GA,--,1.0,0.0,0.0
1730.0,GL,WI,CLI,Clintonville,Clintonville Municipal,GA,--,1.0,8.0,-0.875
753.0,WP,WK,AWK,Wake Island,Wake Island Airfield,GA,--,383.0,260.0,0.4731
162.0,EA,WV,CRW,Charleston,Yeager,P,N,238190.0,243793.0,-0.023
213.0,EA,WV,HTS,Huntington,Tri-State/Milton J. Ferguson Field,P,N,103972.0,83531.0,0.2447
378.0,EA,WV,MGW,Morgantown,Morgantown Municipal-Walter L. Bill Hart Field,P,N,11727.0,10630.0,0.1032
391.0,EA,WV,CKB,Clarksburg,North Central West Virginia,P,N,10234.0,10344.0,-0.0106
439.0,EA,WV,PKB,Parkersburg,Mid-Ohio Valley Regional,CS,--,5930.0,5275.0,0.1242
461.0,EA,WV,LWB,Lewisburg,Greenbrier Valley,CS,--,4651.0,7153.0,-0.3498
537.0,EA,WV,BKW,Beckley,Raleigh County Memorial,CS,--,2626.0,3630.0,-0.2766
1546.0,EA,WV,BLF,Bluefield,Mercer County,GA,--,3.0,9.0,-0.6667
1655.0,EA,WV,HLG,Wheeling,Wheeling Ohio County,GA,--,2.0,24.0,-0.9167
1673.0,EA,WV,MRB,Martinsburg,Eastern WV Regional/Shepherd Field,GA,--,2.0,21.0,-0.9048
1708.0,EA,WV,3I2,Point Pleasant,Mason County,GA,--,1.0,2.0,-0.5
152.0,NM,WY,JAC,Jackson,Jackson Hole,P,N,284397.0,305566.0,-0.0693
236.0,NM,WY,CPR,Casper,Casper/Natrona County International,P,N,73969.0,74167.0,-0.0027
306.0,NM,WY,GCC,Gillette,Gillette-Campbell County,P,N,26869.0,28232.0,-0.0483
311.0,NM,WY,COD,Cody,Yellowstone Regional,P,N,26631.0,25863.0,0.0297
339.0,NM,WY,RKS,Rock Springs,Rock Springs-Sweetwater County,P,N,19458.0,25541.0,-0.2382
359.0,NM,WY,RIW,Riverton,Riverton Regional,P,N,14186.0,17035.0,-0.1672
360.0,NM,WY,SHR,Sheridan,Sheridan County,P,N,14181.0,17710.0,-0.1993
373.0,NM,WY,CYS,Cheyenne,Cheyenne Regional/Jerry Olson Field,P,N,12608.0,16697.0,-0.2449
404.0,NM,WY,LAR,Laramie,Laramie Regional,CS,--,8663.0,10371.0,-0.1647
536.0,NM,WY,WRL,Worland,Worland Municipal,CS,--,2650.0,2996.0,-0.1155
1063.0,NM,WY,PNA,Pinedale,Ralph Wenz Field,GA,--,25.0,328.0,-0.9238
1069.0,NM,WY,EMM,Kemmerer,Kemmerer Municipal,GA,--,24.0,0.0,0.0
1071.0,NM,WY,LND,Lander,Hunt Field,GA,--,24.0,0.0,0.0
1180.0,NM,WY,SAA,Saratoga,Shively Field,GA,--,14.0,22.0,-0.3636
1255.0,NM,WY,RWL,Rawlins,Rawlins Municipal/Harvey Field,GA,--,10.0,6.0,0.6667
1330.0,NM,WY,9U4,Dixon,Dixon,GA,--,7.0,12.0,-0.4167
1331.0,NM,WY,AFO,Afton,Afton Municipal,GA,--,7.0,1.0,6.0
1356.0,NM,WY,TOR,Torrington,Torrington Municipal,GA,--,7.0,6.0,0.1667
1390.0,NM,WY,LSK,Lusk,Lusk Municipal,GA,--,6.0,0.0,0.0
1412.0,NM,WY,BPI,Big Piney,Miley Memorial Field,GA,--,5.0,8.0,-0.375
1489.0,NM,WY,EVW,Evanston,Evanston-Uinta County Burns Field,GA,--,4.0,0.0,0.0
,,,,,,,,697998338.0,,
