RO,ST,City,Airport Name,Locid,Service                     Level   ,Hub            Type,Large   Certified,Small &    Commuter,Air Taxi,FFC &              In-Transit,Total,Airport        % of                       US Total,
AL,AK,Anchorage,Ted Stevens Anchorage International,ANC,P,M,1709365.0,288492.0,155.0,421249.0,2419261.0,0.0037, 
AL,AK,Juneau,Juneau International,JNU,P,S,258224.0,69188.0,73602.0,1103.0,402117.0,0.0006, 
AL,AK,Fairbanks,Fairbanks International,FAI,P,S,326687.0,57053.0,260.0,828.0,384828.0,0.0006, 
AL,AK,Bethel,Bethel,BET,P,N,44257.0,87958.0,450.0,0.0,132665.0,0.0002, 
AL,AK,Kenai,Kenai Municipal,ENA,P,N,86.0,101269.0,5318.0,0.0,106673.0,0.0002, 
AL,AK,Ketchikan,Ketchikan International,KTN,P,N,95248.0,7141.0,245.0,0.0,102634.0,0.0002, 
AL,AK,Sitka,Sitka Rocky Gutierrez,SIT,P,N,69843.0,393.0,2676.0,0.0,72912.0,0.0001, 
AL,AK,Kodiak,Kodiak,ADQ,P,N,28438.0,33218.0,1112.0,0.0,62768.0,0.0001, 
AL,AK,Kotzebue,Ralph Wien Memorial,OTZ,P,N,25889.0,31894.0,58.0,0.0,57841.0,0.0001, 
AL,AK,Nome,Nome,OME,P,N,27808.0,28114.0,0.0,0.0,55922.0,0.0001, 
AL,AK,King Salmon,King Salmon,AKN,P,N,8908.0,33215.0,2212.0,0.0,44335.0,0.0001, 
AL,AK,Barrow,Wiley Post-Will Rogers Mem,BRW,P,N,27065.0,11003.0,0.0,0.0,38068.0,0.0001, 
AL,AK,Dillingham,Dillingham,DLG,P,N,7924.0,29527.0,94.0,0.0,37545.0,0.0001, 
AL,AK,Homer,Homer,HOM,P,N,0.0,30026.0,2910.0,0.0,32936.0,0.0, 
AL,AK,Unalaska,Unalaska,DUT,P,N,19250.0,12158.0,1.0,0.0,31409.0,0.0, 
AL,AK,Deadhorse,Deadhorse,SCC,P,N,15171.0,7600.0,0.0,46.0,22817.0,0.0, 
AL,AK,Valdez,Valdez Pioneer Field,VDZ,P,N,0.0,20384.0,0.0,0.0,20384.0,0.0, 
AL,AK,Anchorage,Lake Hood,LHD,P,N,0.0,1037.0,19326.0,0.0,20363.0,0.0, 
AL,AK,Cordova,Merle K (Mudhole) Smith,CDV,P,N,11197.0,8064.0,0.0,0.0,19261.0,0.0, 
AL,AK,Petersburg,Petersburg James A Johnson,PSG,P,N,17066.0,751.0,475.0,0.0,18292.0,0.0, 
AL,AK,Kodiak,Kodiak Municipal,KDK,P,N,0.0,13255.0,5030.0,0.0,18285.0,0.0, 
AL,AK,Aniak,Aniak,ANI,P,N,0.0,16933.0,30.0,0.0,16963.0,0.0, 
AL,AK,Yakutat,Yakutat,YAK,P,N,11445.0,3316.0,4.0,0.0,14765.0,0.0, 
AL,AK,Gustavus,Gustavus,GST,P,N,5251.0,4702.0,4699.0,0.0,14652.0,0.0, 
AL,AK,Manokotak,Manokotak,17Z,P,N,0.0,1088.0,11500.0,0.0,12588.0,0.0, 
AL,AK,Iliamna,Iliamna,ILI,P,N,0.0,10557.0,1466.0,0.0,12023.0,0.0, 
AL,AK,Anchorage,Merrill Field,MRI,P,N,0.0,6067.0,4505.0,0.0,10572.0,0.0, 
AL,AK,Wrangell,Wrangell,WRG,P,N,9984.0,77.0,170.0,0.0,10231.0,0.0, 
AL,AK,Skagway,Skagway,SGY,P,N,0.0,10168.0,0.0,0.0,10168.0,0.0, 
AL,AK,Metlakatla,Metlakatla,MTM,P,N,0.0,9901.0,125.0,0.0,10026.0,0.0, 
AL,AK,Haines,Haines,HNS,CS,-,0.0,8234.0,1418.0,0.0,9652.0,0.0, 
AL,AK,Hoonah,Hoonah,HNH,CS,-,0.0,9410.0,100.0,0.0,9510.0,0.0, 
AL,AK,Galena,Edward G. Pitka Sr,GAL,CS,-,154.0,9214.0,2.0,0.0,9370.0,0.0, 
AL,AK,Unalakleet,Unalakleet,UNK,CS,-,0.0,9258.0,0.0,0.0,9258.0,0.0, 
AL,AK,Fort Yukon,Fort Yukon,FYU,CS,-,35.0,9205.0,0.0,0.0,9240.0,0.0, 
AL,AK,Cold Bay,Cold Bay,CDB,CS,-,336.0,7567.0,113.0,0.0,8016.0,0.0, 
AL,AK,Mountain Village,Mountain Village,MOU,CS,-,0.0,7802.0,0.0,0.0,7802.0,0.0, 
AL,AK,St Mary's,St Mary's,KSM,CS,-,0.0,6753.0,0.0,0.0,6753.0,0.0, 
AL,AK,Emmonak,Emmonak,ENM,CS,-,0.0,6280.0,0.0,0.0,6280.0,0.0, 
AL,AK,Hooper Bay,Hooper Bay,HPB,CS,-,0.0,5949.0,0.0,0.0,5949.0,0.0, 
AL,AK,Selawik,Selawik,WLK,CS,-,0.0,5725.0,83.0,0.0,5808.0,0.0, 
AL,AK,Noorvik,Robert /Bob/ Curtis Memorial,ORV,CS,-,0.0,5647.0,17.0,0.0,5664.0,0.0, 
AL,AK,McGrath,McGrath,MCG,CS,-,0.0,5515.0,0.0,0.0,5515.0,0.0, 
AL,AK,Kipnuk,Kipnuk,IIK,CS,-,0.0,4986.0,50.0,0.0,5036.0,0.0, 
AL,AK,Chevak,Chevak,VAK,CS,-,0.0,4627.0,6.0,0.0,4633.0,0.0, 
AL,AK,Point Hope,Point Hope,PHO,CS,-,8.0,4422.0,0.0,0.0,4430.0,0.0, 
AL,AK,Noatak,Noatak,WTK,CS,-,0.0,4317.0,8.0,0.0,4325.0,0.0, 
AL,AK,Kiana,Bob Baker Memorial,IAN,CS,-,0.0,4029.0,64.0,0.0,4093.0,0.0, 
AL,AK,Nuiqsut,Nuiqsut,AQT,CS,-,114.0,3979.0,0.0,0.0,4093.0,0.0, 
AL,AK,Alakanuk,Alakanuk,AUK,CS,-,0.0,3987.0,0.0,0.0,3987.0,0.0, 
AL,AK,Craig,Craig,CGA,CS,-,0.0,3467.0,500.0,0.0,3967.0,0.0, 
AL,AK,Savoonga,Savoonga,SVA,CS,-,0.0,3918.0,0.0,0.0,3918.0,0.0, 
AL,AK,Pilot Station,Pilot Station,0AK,CS,-,0.0,3890.0,0.0,0.0,3890.0,0.0, 
AL,AK,Kalskag,Kalskag,KLG,CS,-,0.0,3808.0,0.0,0.0,3808.0,0.0, 
AL,AK,Sand Point,Sand Point,SDP,CS,-,0.0,3766.0,10.0,0.0,3776.0,0.0, 
AL,AK,Toksook Bay,Toksook Bay,OOK,CS,-,0.0,3685.0,50.0,0.0,3735.0,0.0, 
AL,AK,Ambler,Ambler,AFM,CS,-,0.0,2456.0,1153.0,0.0,3609.0,0.0, 
AL,AK,Wainwright,Wainwright,AWI,CS,-,158.0,3412.0,0.0,0.0,3570.0,0.0, 
AL,AK,Kotlik,Kotlik/New,2A9,CS,-,0.0,3541.0,0.0,0.0,3541.0,0.0, 
AL,AK,Gambell,Gambell,GAM,CS,-,0.0,3537.0,0.0,0.0,3537.0,0.0, 
AL,AK,Nulato,Nulato,NUL,CS,-,97.0,3440.0,0.0,0.0,3537.0,0.0, 
AL,AK,Tanana,Ralph M Calhoun Memorial,TAL,CS,-,85.0,3451.0,0.0,0.0,3536.0,0.0, 
AL,AK,Klawock,Klawock,AKW,CS,-,0.0,3353.0,57.0,0.0,3410.0,0.0, 
AL,AK,Togiak Village,Togiak,TOG,CS,-,0.0,2891.0,500.0,0.0,3391.0,0.0, 
AL,AK,Tuntutuliak,Tuntutuliak,A61,CS,-,0.0,3367.0,0.0,0.0,3367.0,0.0, 
AL,AK,Kake,Kake,KAE,CS,-,0.0,3148.0,200.0,0.0,3348.0,0.0, 
AL,AK,Buckland,Buckland,BVK,CS,-,0.0,3310.0,7.0,0.0,3317.0,0.0, 
AL,AK,Kivalina,Kivalina,KVL,CS,-,0.0,3275.0,0.0,0.0,3275.0,0.0, 
AL,AK,Angoon,Angoon,AGN,CS,-,0.0,3274.0,0.0,0.0,3274.0,0.0, 
AL,AK,Scammon Bay,Scammon Bay,SCM,CS,-,0.0,3253.0,0.0,0.0,3253.0,0.0, 
AL,AK,Kodiak,Trident Basin,T44,CS,-,0.0,483.0,2689.0,0.0,3172.0,0.0, 
AL,AK,Hollis,Hollis,HYL,CS,-,0.0,2964.0,200.0,0.0,3164.0,0.0, 
AL,AK,Shishmaref,Shishmaref/New,SHH,CS,-,0.0,3162.0,0.0,0.0,3162.0,0.0, 
AL,AK,Shungnak,Shungnak,SHG,CS,-,0.0,2819.0,329.0,0.0,3148.0,0.0, 
AL,AK,Thorne Bay,Thorne Bay,KTB,CS,-,0.0,2978.0,160.0,0.0,3138.0,0.0, 
AL,AK,Seldovia,Seldovia,SOV,CS,-,0.0,3093.0,0.0,0.0,3093.0,0.0, 
AL,AK,Huslia,Huslia,HSL,CS,-,228.0,2818.0,0.0,0.0,3046.0,0.0, 
AL,AK,Marshall,Marshall,MLL,CS,-,0.0,3037.0,0.0,0.0,3037.0,0.0, 
AL,AK,Kwigillingok,Kwigillingok,A85,CS,-,0.0,2962.0,0.0,0.0,2962.0,0.0, 
AL,AK,Atqasuk,Atqasuk Edward Burnell Sr Memorial,ATK,CS,-,250.0,2708.0,0.0,0.0,2958.0,0.0, 
AL,AK,Kongiganak,Kongiganak,DUY,CS,-,0.0,2912.0,0.0,0.0,2912.0,0.0, 
AL,AK,Old Harbor,Old Harbor,6R7,CS,-,0.0,2897.0,0.0,0.0,2897.0,0.0, 
AL,AK,Port Lions,Port Lions,ORI,CS,-,0.0,2868.0,0.0,0.0,2868.0,0.0, 
AL,AK,Larsen Bay,Larsen Bay,2A3,CS,-,0.0,2863.0,0.0,0.0,2863.0,0.0, 
AL,AK,Tuluksak,Tuluksak,TLT,CS,-,0.0,2830.0,0.0,0.0,2830.0,0.0, 
AL,AK,Elim,Elim,ELI,CS,-,0.0,2769.0,0.0,0.0,2769.0,0.0, 
AL,AK,Nunapitchuk,Nunapitchuk,16A,CS,-,0.0,2767.0,0.0,0.0,2767.0,0.0, 
AL,AK,Chefornak,Chefornak,CFK,CS,-,0.0,2746.0,0.0,0.0,2746.0,0.0, 
AL,AK,Kasigluk,Kasigluk,Z09,CS,-,0.0,2675.0,0.0,0.0,2675.0,0.0, 
AL,AK,Anaktuvuk Pass,Anaktuvuk Pass,AKP,CS,-,37.0,2551.0,0.0,0.0,2588.0,0.0, 
AL,AK,Stebbins,Stebbins,WBB,CS,-,0.0,2556.0,0.0,0.0,2556.0,0.0, 
AL,AK,Russian Mission,Russian Mission,RSH,CS,-,0.0,2525.0,0.0,0.0,2525.0,0.0, 
SO,AL,Birmingham,Birmingham International,BHM,P,S,1463095.0,41313.0,725.0,0.0,1505133.0,0.0023, 
SO,AL,Huntsville,Huntsville International-Carl T Jones Field,HSV,P,S,405996.0,67097.0,55.0,0.0,473148.0,0.0007, 
SO,AL,Mobile,Mobile Regional,MOB,P,S,278332.0,76926.0,825.0,0.0,356083.0,0.0005, 
SO,AL,Montgomery,Montgomery Regional (Dannelly Field),MGM,P,N,138899.0,73493.0,67.0,0.0,212459.0,0.0003, 
SO,AL,Dothan,Dothan Regional,DHN,P,N,53426.0,1623.0,15.0,0.0,55064.0,0.0001, 
SO,AL,Muscle Shoals,Northwest Alabama Regional,MSL,CS,-,114.0,6633.0,9.0,0.0,6756.0,0.0, 
SW,AR,Little Rock,Adams Field,LIT,P,S,1156821.0,53882.0,1050.0,0.0,1211753.0,0.0018, 
SW,AR,Fayetteville/Springdale/,Northwest Arkansas Regional,XNA,P,S,336032.0,24599.0,8.0,0.0,360639.0,0.0005, 
SW,AR,Fort Smith,Fort Smith Regional,FSM,P,N,63913.0,26360.0,38.0,0.0,90311.0,0.0001, 
SW,AR,Texarkana,Texarkana Regional-Webb Field,TXK,P,N,33109.0,0.0,25.0,0.0,33134.0,0.0001, 
SW,AR,Mountain Home,Baxter County Regional,BPK,CS,-,0.0,3124.0,17.0,0.0,3141.0,0.0, 
SW,AR,Harrison,Boone County,HRO,CS,-,0.0,2902.0,0.0,0.0,2902.0,0.0, 
SW,AR,Hot Springs,Memorial Field,HOT,CS,-,0.0,2472.0,39.0,0.0,2511.0,0.0, 
WP,AS,Pago Pago,Pago Pago International,PPG,P,N,22981.0,31261.0,0.0,29700.0,83942.0,0.0001, 
WP,AS,Fitiuta,Fitiuta,FAQ,CS,-,0.0,4585.0,0.0,0.0,4585.0,0.0, 
WP,AS,Ofu Village,Ofu,Z08,CS,-,0.0,3073.0,0.0,0.0,3073.0,0.0, 
WP,AZ,Phoenix,Phoenix Sky Harbor International,PHX,P,L,16540775.0,720947.0,1395.0,215505.0,17478622.0,0.0264, 
WP,AZ,Tucson,Tucson International,TUS,P,M,1677916.0,51827.0,306.0,19511.0,1749560.0,0.0026, 
WP,AZ,Grand Canyon,Grand Canyon National Park,GCN,P,S,2452.0,134800.0,284809.0,0.0,422061.0,0.0006, 
WP,AZ,Bullhead City,Laughlin/Bullhead International,IFP,P,N,62200.0,12081.0,738.0,0.0,75019.0,0.0001, 
WP,AZ,Peach Springs,Grand Canyon West,1G4,P,N,0.0,12747.0,52878.0,0.0,65625.0,0.0001, 
WP,AZ,Yuma,Yuma MCAS/Yuma International,YUM,P,N,1822.0,49143.0,292.0,0.0,51257.0,0.0001, 
WP,AZ,Flagstaff,Flagstaff Pulliam,FLG,P,N,0.0,28431.0,1310.0,0.0,29741.0,0.0, 
WP,AZ,Page,Page Municipal,PGA,CS,-,0.0,2147.0,6985.0,0.0,9132.0,0.0, 
WP,AZ,Lake Havasu City,Lake Havasu City,HII,CS,-,0.0,6880.0,488.0,0.0,7368.0,0.0, 
WP,AZ,Fort Huachuca Sierra Vista,Sierra Vista Municipal-Libby AAF,FHU,CS,-,0.0,6132.0,0.0,0.0,6132.0,0.0, 
WP,AZ,Prescott,Ernest A. Love Field,PRC,CS,-,0.0,3953.0,27.0,0.0,3980.0,0.0, 
WP,AZ,Kingman,Kingman,IGM,CS,-,0.0,1753.0,1350.0,0.0,3103.0,0.0, 
WP,AZ,Show Low,Show Low Municipal,SOW,CS,-,0.0,444.0,2591.0,0.0,3035.0,0.0, 
WP,CA,Los Angeles,Los Angeles International,LAX,P,L,22873307.0,747530.0,394.0,5744205.0,29365436.0,0.0444, 
