CY 02 Rank,RO,State,Locid,Airport Name,City,Svc Lvl,Hub,CY 2002 Boardings,CY 2001 Boardings,% Change
364.0,NM,MT,SDY,Sidney - Richland Municipal,Sidney,P,N,12443.0,11987.0,0.038
365.0,SO,PR,CPX,Benjamin Rivera Noriega,Isla De Culebra,GA,None,12200.0,4733.0,1.5776
366.0,NE,ME,BHB,Hancock County - Bar Harbor,Bar Harbor,P,N,11907.0,12021.0,-0.0095
367.0,WP,CA,VCV,Southern California Logistics,Victorville,P,N,11877.0,44559.0,-0.7335
368.0,NM,OR,UAO,Aurora State,Aurora,GA,None,11846.0,15657.0,-0.2434
369.0,GL,IL,MWA,Williamson County Regional,Marion,P,N,11826.0,12062.0,-0.0196
370.0,AL,AK,YAK,Yakutat,Yakutat,P,N,11703.0,14765.0,-0.2074
371.0,NM,WY,GCC,Gillette - Campbell County,Gillette,P,N,11465.0,13210.0,-0.1321
372.0,SO,PR,SIG,Fernando Luis Ribas Dominicci,San Juan,P,N,11419.0,7927.0,0.4405
373.0,WP,CA,CEC,Jack McNamara Field,Crescent City,P,N,11240.0,12108.0,-0.0717
374.0,WP,CA,IYK,Inyokern,Inyokern,P,N,11122.0,10292.0,0.0806
375.0,NM,UT,CDC,Cedar City Regional,Cedar City,P,N,11069.0,10179.0,0.0874
376.0,GL,IN,LAF,Purdue University,Lafayette,P,N,11035.0,11672.0,-0.0546
377.0,SO,MS,PIB,Hattiesburg - Laurel Regional,Moselle,P,N,11033.0,12123.0,-0.0899
378.0,NM,WY,SHR,Sheridan County,Sheridan,P,N,10992.0,13432.0,-0.1817
379.0,NM,WA,FHR,Friday Harbor,Friday Harbor,P,N,10911.0,12129.0,-0.1004
380.0,EA,NJ,TEB,Teterboro,Teterboro,GA,None,10820.0,7491.0,0.4444
381.0,EA,PA,AOO,Altoona - Blair County,Altoona,P,N,10744.0,14048.0,-0.2352
382.0,EA,PA,LNS,Lancaster,Lancaster,P,N,10550.0,15433.0,-0.3164
383.0,NE,MA,PVC,Provincetown Municipal,Provincetown,P,N,10533.0,12986.0,-0.1889
384.0,NM,OR,PDT,Eastern Oregon Regional at Pendleton,Pendleton,P,N,10447.0,13519.0,-0.2272
385.0,WP,CA,NTD,Point Mugu NAS,Point Mugu,GA,None,10418.0,12058.0,-0.136
386.0,EA,NY,JHW,Chautauqua County / Jamestown,Jamestown,P,N,10237.0,14004.0,-0.269
387.0,WP,HI,HNM,Hana,Hana,P,N,10195.0,8117.0,0.256
388.0,NM,WA,BFI,"Boeing Field / 
King County International",Seattle,P,N,10069.0,10555.0,-0.046
389.0,GL,OH,PCW,Carl R Keller Field,Port Clinton,P,N,10065.0,10933.0,-0.0794
391.0,EA,PA,DUJ,Du Bois - Jefferson County,Brookville,P,N,10052.0,11680.0,-0.1394
390.0,SO,GA,AHN,Athens / Ben Epps,Athens,P,N,10052.0,9010.0,0.1156
392.0,WP,AZ,PGA,Page Municipal,Page,P,N,10041.0,9132.0,0.0995
393.0,GL,MI,APN,Alpena County Regional,Alpena,P,N,10032.0,10717.0,-0.0639
394.0,NM,WY,RIW,Riverton Regional,Riverton,P,N,10006.0,11682.0,-0.1435
395.0,GL,IL,DEC,Decatur,Decatur,P,N,10003.0,11487.0,-0.1292
396.0,SO,MS,GLH,Mid Delta Regional,Greenville,CS,None,9980.0,10023.0,-0.0043
397.0,AL,AK,UNK,Unalakleet,Unalakleet,CS,None,9376.0,9258.0,0.0127
398.0,SW,NM,ROW,Roswell Industrial Air Center,Roswell,CS,None,9296.0,12941.0,-0.2817
399.0,AL,AK,WRG,Wrangell,Wrangell,CS,None,9217.0,10231.0,-0.0991
400.0,EA,WV,LWB,Greenbrier Valley,Lewisburg,CS,None,9190.0,8574.0,0.0718
401.0,NM,WY,LAR,Laramie Regional,Laramie,CS,None,8971.0,10584.0,-0.1524
402.0,CE,MO,CGI,Cape Girardeau Regional,Scott City,CS,None,8702.0,7303.0,0.1916
403.0,AL,AK,KSM,St Mary's,St Mary's,CS,None,8697.0,6753.0,0.2879
404.0,AL,AK,MTM,Metlakatla,Metlakatla,CS,None,8693.0,10026.0,-0.133
405.0,SO,KY,OWB,Owensboro - Daviess County,Owensboro,CS,None,8671.0,6868.0,0.2625
406.0,NE,NH,LEB,Lebanon Municipal,Lebanon,CS,None,8666.0,12887.0,-0.3275
407.0,AL,AK,ILI,Iliamna,Iliamna,CS,None,8552.0,12023.0,-0.2887
408.0,CE,NE,BFF,"Western Neb. Regional / 
William B. Heilig Field",Scottsbluff,CS,None,8481.0,11042.0,-0.2319
409.0,CE,IA,BRL,Southeast Iowa Regional,Burlington,CS,None,8302.0,10763.0,-0.2287
410.0,GL,IN,GYY,Gary / Chicago,Gary,CS,None,8275.0,21194.0,-0.6096
411.0,NM,WY,RKS,Rock Springs - Sweetwater County,Rock Springs,CS,None,8218.0,9137.0,-0.1006
412.0,GL,MI,ESC,Delta County,Escanaba,CS,None,8070.0,13580.0,-0.4057
413.0,WP,CA,MCE,Merced Municipal / Macready Field,Merced,CS,None,7926.0,3456.0,1.2934
414.0,AL,AK,FYU,Fort Yukon,Fort Yukon,CS,None,7829.0,9240.0,-0.1527
415.0,WP,CA,NSI,San Nicolas Island NOLF,San Nicolas Island,GA,None,7829.0,0.0,0.0
416.0,AL,AK,CDB,Cold Bay,Cold Bay,CS,None,7754.0,8016.0,-0.0327
417.0,CE,IA,FOD,Fort Dodge Regional,Fort Dodge,CS,None,7662.0,9717.0,-0.2115
418.0,NE,RI,WST,Westerly State,Westerly,CS,None,7641.0,9830.0,-0.2227
419.0,NE,RI,BID,Block Island State,Block Island,CS,None,7616.0,10211.0,-0.2541
420.0,SO,PR,NRR,Roosevelt Roads NS (Ofstie Field),Roosevelt Roads,GA,None,7339.0,2517.0,1.9158
421.0,GL,MN,HIB,Chisholm - Hibbing,Hibbing,CS,None,7314.0,9861.0,-0.2583
422.0,SO,TN,MKL,McKellar - Sipes Regional,Jackson,CS,None,7305.0,10181.0,-0.2825
423.0,GL,MN,GPZ,Grand Rapids / Itasca County - Gordon Newstrom Field,Grand Rapids,CS,None,7237.0,8656.0,-0.1639
424.0,AL,AK,GST,Gustavus,Gustavus,CS,None,7203.0,14652.0,-0.5084
425.0,AL,AK,KDK,Kodiak Municipal,Kodiak,CS,None,7118.0,18285.0,-0.6107
426.0,NE,CT,GON,Groton - New London,Groton New London,CS,None,7067.0,9610.0,-0.2646
427.0,GL,MI,IMT,Ford,"Iron Mountain 
Kingsford",CS,None,7023.0,8413.0,-0.1652
428.0,AL,AK,ENM,Emmonak,Emmonak,CS,None,6993.0,6280.0,0.1135
429.0,GL,SD,ATY,Watertown Municipal,Watertown,CS,None,6906.0,5325.0,0.2969
430.0,NE,ME,AUG,Augusta State,Augusta,CS,None,6836.0,4168.0,0.6401
431.0,CE,KS,GCK,Garden City Regional,Garden City,CS,None,6785.0,10170.0,-0.3328
432.0,EA,VA,SHD,Shenandoah Valley Regional,Weyers Cave,CS,None,6633.0,19092.0,-0.6526
433.0,AL,AK,MOU,Mountain Village,Mountain Village,CS,None,6546.0,7802.0,-0.161
434.0,WP,AZ,HII,Lake Havasu City,Lake Havasu City,CS,None,6370.0,7368.0,-0.1355
435.0,AL,AK,HNH,Hoonah,Hoonah,CS,None,6354.0,9510.0,-0.3319
436.0,AL,AK,SGY,Skagway,Skagway,CS,None,6289.0,10168.0,-0.3815
437.0,CE,MO,TBN,"Waynesville Regional 
at Forney Field",Fort Leonard Wood (U.S. Army),CS,None,6181.0,8726.0,-0.2917
438.0,NM,CO,CEZ,Cortez Municipal,Cortez,CS,None,6164.0,8258.0,-0.2536
439.0,EA,MD,ADW,Andrews AFB,Camp Springs,GA,None,6130.0,3094.0,0.9813
440.0,SW,NM,LAM,Los Alamos,Los Alamos,CS,None,6120.0,22.0,277.18
441.0,EA,PA,BFD,Bradford Regional,Bradford,CS,None,6109.0,9151.0,-0.3324
442.0,CE,NE,LBF,North Platte Regional Lee Bird Field,North Platte,CS,None,5989.0,6637.0,-0.0976
443.0,NM,UT,UT25,Monument Valley,Monument Valley,GA,None,5950.0,5704.0,0.0431
444.0,AL,AK,HNS,Haines,Haines,CS,None,5847.0,9652.0,-0.3942
445.0,SO,GA,SVN,Hunter AAF,Savannah,GA,None,5844.0,6691.0,-0.1266
446.0,SO,TN,GKT,Gatlinburg - Pigeon Forge,Sevierville,GA,None,5842.0,10.0,583.2
447.0,SO,FL,NIP,Jacksonville NAS /Towers Field/ ,Jacksonville,GA,None,5837.0,12016.0,-0.5142
448.0,SO,AL,MSL,Northwest Alabama Regional,Muscle Shoals,CS,None,5775.0,6756.0,-0.1452
449.0,SW,TX,GRK,Robert Gray AAF,Killeen,GA,None,5766.0,18341.0,-0.6856
450.0,NM,WA,MWH,Grant County International,Moses Lake,CS,None,5667.0,11534.0,-0.5087
451.0,AL,AK,VAK,Chevak,Chevak,CS,None,5627.0,4633.0,0.2145
452.0,AL,AK,MCG,McGrath,McGrath,CS,None,5595.0,5515.0,0.0145
453.0,CE,KS,HYS,Hays Regional,Hays,CS,None,5557.0,6852.0,-0.189
454.0,GL,OH,YNG,Youngstown - Warren Regional,Youngstown / Warren,CS,None,5190.0,22190.0,-0.7661
455.0,CE,NE,EAR,Kearney Municipal,Kearney,CS,None,5184.0,7042.0,-0.2638
456.0,CE,KS,LBL,Liberal Municipal,Liberal,CS,None,5149.0,4091.0,0.2586
457.0,AL,AK,IIK,Kipnuk,Kipnuk,CS,None,5018.0,5036.0,-0.0036
458.0,CE,NE,GRI,Central Nebraska Regional,Grand Island,CS,None,4947.0,7730.0,-0.36
459.0,AL,AK,HPB,Hooper Bay,Hooper Bay,CS,None,4908.0,5949.0,-0.175
460.0,WP,AZ,SOW,Show Low Regional,Show Low,CS,None,4907.0,3035.0,0.6168
461.0,WP,AZ,PRC,Ernest A. Love Field,Prescott,CS,None,4861.0,3980.0,0.2214
462.0,AL,AK,N93,New Golovin,Golovin,CS,None,4727.0,1782.0,1.6526
463.0,AL,AK,NUL,Nulato,Nulato,CS,None,4697.0,3537.0,0.328
464.0,AL,AK,0AK,Pilot Station,Pilot Station,CS,None,4684.0,3890.0,0.2041
465.0,CE,MO,SUS,Spirit of St Louis,St. Louis,GA,None,4648.0,3160.0,0.4709
466.0,GL,MI,SLH,Cheboygan County,Cheboygan,GA,None,4530.0,5328.0,-0.1498
467.0,GL,MN,TVF,Thief River Falls Regional,Thief River Falls,CS,None,4512.0,5391.0,-0.163
468.0,AL,AK,D76,Robert /Bob/ Curtis Memorial,Noorvik,CS,None,4407.0,5664.0,-0.2219
469.0,AL,AK,A61,Tuntutuliak,Tuntutuliak,CS,None,4347.0,3367.0,0.2911
470.0,AL,AK,OOK,Toksook Bay,Toksook Bay,CS,None,4330.0,3735.0,0.1593
471.0,AL,AK,WLK,Selawik,Selawik,CS,None,4222.0,5808.0,-0.2731
472.0,GL,MI,MGN,Harbor Springs,Harbor Springs,GA,None,4118.0,2637.0,0.5616
473.0,AL,AK,KLG,Kalskag,Kalskag,CS,None,4019.0,3808.0,0.0554
474.0,GL,ND,ISN,Sloulin Field International,Williston,CS,None,3956.0,4891.0,-0.1912
475.0,SO,PR,PSE,Mercedita,Ponce,CS,None,3947.0,5190.0,-0.2395
476.0,AL,AK,2A9,Kotlik / New,Kotlik,CS,None,3930.0,3541.0,0.1099
477.0,AL,AK,5Z9,Lake Brooks,Katmai National Park,GA,None,3925.0,0.0,0.0
478.0,NM,CO,ALS,"San Luis Valley Regional / 
Bergman Field",Alamosa,CS,None,3924.0,4684.0,-0.1623
479.0,AL,AK,CGA,Craig,Craig,CS,None,3905.0,3967.0,-0.0156
480.0,NM,MT,WYS,Yellowstone,West Yellowstone,CS,None,3883.0,4043.0,-0.0396
481.0,AL,AK,TAL,Ralph M Calhoun Memorial,Tanana,CS,None,3857.0,3536.0,0.0908
482.0,SW,OK,WDG,Enid Woodring Regional,Enid,CS,None,3848.0,4028.0,-0.0447
483.0,EA,PA,FKL,Venango Regional,Franklin,CS,None,3830.0,4504.0,-0.1496
484.0,AL,AK,BTI,Barter Island LRRS,Kaktovik,CS,None,3791.0,2154.0,0.76
485.0,AL,AK,AUK,Alakanuk,Alakanuk,CS,None,3777.0,3987.0,-0.0527
486.0,AL,AK,AED,Red Dog,Red Dog Mine,GA,None,3735.0,12472.0,-0.7005
487.0,WP,CA,VIS,Visalia Municipal,Visalia,CS,None,3697.0,10094.0,-0.6337
488.0,GL,ND,GWR,Gwinner - Roger Melroe Field,Gwinner,GA,None,3645.0,8.0,454.62
489.0,AL,AK,SCM,Scammon Bay,Scammon Bay,CS,None,3641.0,3253.0,0.1193
490.0,AL,AK,SDP,Sand Point,Sand Point,CS,None,3607.0,3776.0,-0.0448
491.0,AL,AK,AQH,Quinhagak,Quinhagak,CS,None,3585.0,0.0,0.0
492.0,NM,CO,PUB,Pueblo Memorial,Pueblo,CS,None,3496.0,4179.0,-0.1634
493.0,AL,AK,WTK,Noatak,Noatak,CS,None,3447.0,4325.0,-0.203
494.0,GL,MN,STP,St Paul Downtown Holman Field,St. Paul,GA,None,3368.0,432.0,6.7963
495.0,AL,AK,KAL,Kaltag,Kaltag,CS,None,3367.0,2252.0,0.4951
496.0,NM,WA,ORS,Orcas Island,Eastsound,CS,None,3366.0,5595.0,-0.3984
497.0,AL,AK,3A5,Marshall Don Hunter Sr,Marshall,CS,None,3356.0,0.0,0.0
498.0,SO,NC,INT,Smith Reynolds,Winston - Salem,CS,None,3350.0,387.0,7.6563
499.0,WP,NV,61B,Boulder City Municipal,Boulder City,GA,None,3349.0,111.0,29.171
500.0,CE,KS,SLN,Salina Municipal,Salina,CS,None,3338.0,10543.0,-0.6834
501.0,EA,WV,BKW,Raleigh County Memorial,Beckley,CS,None,3294.0,3463.0,-0.0488
502.0,GL,OH,3T7,Middle Bass Island,Middle Bass,CS,None,3269.0,0.0,0.0
503.0,GL,ND,DIK,Dickinson Municipal,Dickinson,CS,None,3183.0,3494.0,-0.089
504.0,NM,WA,W39,Roche Harbor,Roche Harbor,GA,None,3138.0,3626.0,-0.1346
505.0,AL,AK,EWU,Newtok,Newtok,CS,None,3127.0,1908.0,0.6389
506.0,AL,AK,BLG,Beluga,Beluga,GA,None,3101.0,4415.0,-0.2976
507.0,AL,AK,HSL,Huslia,Huslia,CS,None,3068.0,3046.0,0.0072
508.0,GL,MI,GLR,Otsego County,Gaylord,GA,None,3013.0,3019.0,-0.002
509.0,SW,AR,HRO,Boone County,Harrison,CS,None,2987.0,2902.0,0.0293
510.0,AL,AK,KVL,Kivalina,Kivalina,CS,None,2969.0,3275.0,-0.0934
511.0,AL,AK,SHH,Shishmaref,Shishmaref,CS,None,2966.0,3162.0,-0.062
512.0,AL,AK,PHO,Point Hope,Point Hope,CS,None,2965.0,4430.0,-0.3307
513.0,NM,WA,SFF,Felts Field,Spokane,GA,None,2923.0,26.0,111.42
514.0,AL,AK,BVK,Buckland,Buckland,CS,None,2906.0,3317.0,-0.1239
515.0,AL,AK,AWI,Wainwright,Wainwright,CS,None,2902.0,3570.0,-0.1871
516.0,SO,NC,POB,Pope AFB,Fayetteville,GA,None,2894.0,5837.0,-0.5042
517.0,AL,AK,IAN,Bob Baker Memorial,Kiana,CS,None,2887.0,4093.0,-0.2946
518.0,GL,ND,DVL,Devils Lake Municipal,Devils Lake,CS,None,2883.0,2769.0,0.0412
519.0,EA,NJ,WRI,McGuire AFB,Wrightstown,GA,None,2882.0,2800.0,0.0293
520.0,AL,AK,SVA,Savoonga,Savoonga,CS,None,2871.0,3918.0,-0.2672
521.0,EA,VA,LFI,Langley AFB,Hampton,GA,None,2864.0,618.0,3.6343
522.0,EA,NY,MSS,"Massena International - 
Richards Field",Massena,CS,None,2846.0,3019.0,-0.0573
523.0,AL,AK,AQT,Nuiqsut,Nuiqsut,CS,None,2844.0,4093.0,-0.3052
524.0,AL,AK,EEK,Eek,Eek,CS,None,2799.0,1328.0,1.1077
525.0,SW,AR,HOT,Memorial Field,Hot Springs,CS,None,2793.0,2511.0,0.1123
526.0,AL,AK,RSH,Russian Mission,Russian Mission,CS,None,2784.0,2525.0,0.1026
527.0,AL,AK,Z09,Kasigluk,Kasigluk,CS,None,2772.0,2675.0,0.0363
528.0,SW,NM,SKX,Taos Regional,Taos,CS,None,2742.0,2810.0,-0.0242
529.0,AL,AK,WBB,Stebbins,Stebbins,CS,None,2719.0,2556.0,0.0638
530.0,CE,KS,DDC,Dodge City Regional,Dodge City,CS,None,2717.0,4392.0,-0.3814
531.0,WP,UM,JON,Johnston Atoll,Johnston Atoll,GA,None,2706.0,4384.0,-0.3828
532.0,WP,CA,HWD,Hayward Executive,Hayward,GA,None,2701.0,1118.0,1.4159
533.0,AL,AK,KKA,Koyuk,Koyuk,CS,None,2698.0,2415.0,0.1172
534.0,AL,AK,ELI,Elim,Elim,CS,None,2695.0,2769.0,-0.0267
535.0,AL,AK,TLT,Tuluksak,Tuluksak,CS,None,2687.0,2830.0,-0.0505
536.0,EA,DE,DOV,Dover AFB,Dover,GA,None,2678.0,78.0,33.333
537.0,AL,AK,GAM,Gambell,Gambell,CS,None,2669.0,3537.0,-0.2454
538.0,SW,NM,CNM,Cavern City Air Terminal,Carlsbad,CS,None,2616.0,6424.0,-0.5928
539.0,AL,AK,KVC,King Cove,King Cove,CS,None,2612.0,2350.0,0.1115
540.0,EA,NY,SLK,Adirondack Regional,Saranac Lake,CS,None,2608.0,2613.0,-0.0019
541.0,WP,AZ,IGM,Kingman,Kingman,CS,None,2590.0,3103.0,-0.1653
542.0,AL,AK,ATK,"Atqasuk 
Edward Burnell Sr Memorial",Atqasuk,CS,None,2582.0,2958.0,-0.1271
543.0,NM,WA,74S,Anacortes,Anacortes,CS,None,2578.0,7742.0,-0.667
544.0,AL,AK,AFM,Ambler,Ambler,CS,None,2563.0,3609.0,-0.2898
545.0,AL,AK,SNP,St Paul Island,Saint Paul Island,CS,None,2563.0,2350.0,0.0906
546.0,AL,AK,SOV,Seldovia,Seldovia,CS,None,2560.0,3093.0,-0.1723
547.0,WP,AZ,SDL,Scottsdale,Scottsdale,GA,None,2559.0,1557.0,0.6435
548.0,SW,OK,PNC,Ponca City Regional,Ponca City,CS,None,2533.0,3458.0,-0.2675
549.0,AL,AK,DUY,Kongiganak,Kongiganak,CS,None,2532.0,2912.0,-0.1305
550.0,AL,AK,T44,Trident Basin,Kodiak,GA,None,2507.0,3172.0,-0.2096
551.0,SW,TX,T57,Garland / DFW Heloplex,Garland,GA,None,2496.0,0.0,0.0
552.0,NM,UT,CNY,Canyonlands Field,Moab,GA,None,2483.0,2763.0,-0.1013
553.0,AL,AK,HYL,Hollis,Hollis,GA,None,2445.0,3164.0,-0.2272
554.0,WP,AZ,1Z1,Grand Canyon Bar Ten Airstrip,Whitmore,GA,None,2442.0,2604.0,-0.0622
555.0,SO,NC,SOP,Moore County,"Pinehurst / 
Southern Pines",GA,None,2416.0,11986.0,-0.7984
556.0,AL,AK,TOG,Togiak,Togiak Village,GA,None,2410.0,3391.0,-0.2893
557.0,WP,HI,MUE,Waimea - Kohala,Kamuela,GA,None,2409.0,2038.0,0.182
558.0,CE,MO,IRK,Kirksville Regional,Kirksville,GA,None,2387.0,2430.0,-0.0177
559.0,AL,AK,AKP,Anaktuvuk Pass,Anaktuvuk Pass,GA,None,2385.0,2588.0,-0.0784
560.0,AL,AK,KTB,Thorne Bay,Thorne Bay,GA,None,2375.0,3138.0,-0.2431
561.0,EA,NY,ART,Watertown International,Watertown,GA,None,2371.0,2449.0,-0.0318
562.0,AL,AK,AQY,Girdwood,Girdwood,GA,None,2350.0,0.0,0.0
563.0,NE,VT,RUT,Rutland State,Rutland,GA,None,2342.0,2706.0,-0.1345
564.0,GL,ND,JMS,Jamestown Regional,Jamestown,GA,None,2338.0,2666.0,-0.123
565.0,AL,AK,CFK,Chefornak,Chefornak,GA,None,2321.0,2746.0,-0.1548
566.0,AL,AK,MYU,Mekoryuk,Mekoryuk,GA,None,2316.0,2032.0,0.1398
567.0,AL,AK,16A,Nunapitchuk,Nunapitchuk,GA,None,2290.0,2767.0,-0.1724
568.0,AL,AK,5NN,Nondalton,Nondalton,GA,None,2282.0,1397.0,0.6335
569.0,AL,AK,SXQ,Soldotna,Soldotna,GA,None,2262.0,1875.0,0.2064
570.0,AL,AK,KWT,Kwethluk,Kwethluk,GA,None,2239.0,2417.0,-0.0736
571.0,SO,NC,NKT,"Cherry Point MCAS 
/Cunningham Field/",Cherry Point,GA,None,2232.0,11685.0,-0.809
572.0,NM,WA,W49,Rosario,Rosario,GA,None,2231.0,2560.0,-0.1285
573.0,SW,AR,JBR,Jonesboro Municipal,Jonesboro,GA,None,2216.0,2366.0,-0.0634
574.0,AL,AK,WMO,White Mountain,White Mountain,GA,None,2208.0,1957.0,0.1283
575.0,SO,TN,2TN0,Hospital Wing,Memphis,GA,None,2200.0,1850.0,0.1892
576.0,AL,AK,A85,Kwigillingok,Kwigillingok,GA,None,2188.0,2962.0,-0.2613
577.0,EA,NY,OGS,Ogdensburg International,Ogdensburg,GA,None,2153.0,2242.0,-0.0397
578.0,NM,UT,VEL,Vernal,Vernal,GA,None,2139.0,912.0,1.3454
579.0,AL,AK,5S8,St Michael,St Michael,GA,None,2135.0,2087.0,0.023
580.0,AL,AK,VEE,Venetie,Venetie,GA,None,2123.0,2058.0,0.0316
581.0,AL,AK,2A3,Larsen Bay,Larsen Bay,GA,None,2115.0,2863.0,-0.2613
582.0,AL,AK,KAE,Kake,Kake,GA,None,2106.0,3348.0,-0.371
583.0,NM,WY,WRL,Worland Municipal,Worland,GA,None,2096.0,2676.0,-0.2167
584.0,WP,AZ,FHU,"Sierra Vista Municipal - 
Libby AAF","Fort Huachuca 
Sierra Vista",GA,None,2087.0,6132.0,-0.6597
585.0,AL,AK,9K2,Kokhanok,Kokhanok,GA,None,2081.0,384.0,4.4193
586.0,AL,AK,AGN,Angoon,Angoon,GA,None,2059.0,3274.0,-0.3711
587.0,AL,AK,LKK,Kulik Lake,Kulik Lake,GA,None,2053.0,3036.0,-0.3238
588.0,WP,GU,UAM,Andersen AFB,"Andersen,
Mariana Island",GA,None,1987.0,556.0,2.5737
589.0,EA,MD,CBE,Greater Cumberland Regional,Cumberland,GA,None,1983.0,1164.0,0.7036
590.0,WP,HI,LUP,Kalaupapa,Kalaupapa,GA,None,1983.0,1990.0,-0.0035
591.0,EA,NY,HTO,East Hampton,East Hampton,GA,None,1978.0,789.0,1.507
592.0,SW,TX,BWD,Brownwood Regional,Brownwood,GA,None,1967.0,2158.0,-0.0885
593.0,AL,AK,ARC,Arctic Village,Arctic Village,GA,None,1959.0,2120.0,-0.0759
594.0,AL,AK,RBY,Ruby,Ruby,GA,None,1956.0,1566.0,0.249
595.0,GL,MI,6Y1,Bois Blanc,Pointe Aux Pins,GA,None,1938.0,3120.0,-0.3788
596.0,AL,AK,6R7,Old Harbor,Old Harbor,GA,None,1929.0,2897.0,-0.3341
597.0,EA,WV,BLF,Mercer County,Bluefield,GA,None,1923.0,2012.0,-0.0442
598.0,EA,NY,PLB,Clinton County,Plattsburgh,GA,None,1905.0,4310.0,-0.558
599.0,SW,NM,SVC,Grant County,Silver City,GA,None,1902.0,2292.0,-0.1702
600.0,SW,NM,CVN,Clovis Municipal,Clovis,GA,None,1894.0,2309.0,-0.1797
601.0,AL,AK,KQA,Akutan,Akutan,GA,None,1877.0,2256.0,-0.168
602.0,AL,AK,SHG,Shungnak,Shungnak,GA,None,1844.0,3148.0,-0.4142
603.0,AL,AK,KWF,Waterfall,Waterfall,GA,None,1815.0,2130.0,-0.1479
604.0,CE,NE,MCK,McCook Municipal,McCook,GA,None,1815.0,2058.0,-0.1181
605.0,WP,AZ,Q35,Town of Springerville Municipal,Springerville,GA,None,1812.0,29.0,61.482
606.0,SO,NC,HKY,Hickory Regional,Hickory,GA,None,1809.0,9653.0,-0.8126
607.0,AL,AK,HCA,Holy Cross,Holy Cross,GA,None,1797.0,1921.0,-0.0645
608.0,GL,WI,OSH,Wittman Regional,Oshkosh,GA,None,1797.0,2606.0,-0.3104
609.0,AL,AK,4A2,Atmautluak,Atmautluak,GA,None,1787.0,1740.0,0.027
610.0,AL,AK,2C7,Shaktoolik,Shaktoolik,GA,None,1772.0,1790.0,-0.0101
611.0,EA,NJ,MMU,Morristown Municipal,Morristown,GA,None,1729.0,2238.0,-0.2274
612.0,SW,AR,ELD,South Arkansas Regional at Goodwin Field,El Dorado,GA,None,1707.0,1225.0,0.3935
613.0,AL,AK,AKI,Akiak,Akiak,GA,None,1697.0,1624.0,0.045
614.0,NM,UT,BCE,Bryce Canyon,Bryce Canyon,GA,None,1685.0,2503.0,-0.3268
615.0,AL,AK,6A8,New Allakaket,Allakaket,GA,None,1679.0,0.0,0.0
616.0,GL,MI,MBL,Manistee County - Blacker,Manistee,GA,None,1669.0,1311.0,0.2731
617.0,NE,CT,HFD,Hartford - Brainard,Hartford,GA,None,1667.0,502.0,2.3207
618.0,GL,MI,IWD,Gogebic - Iron County,Ironwood,GA,None,1601.0,2035.0,-0.2133
619.0,NM,MT,GGW,Wokal Field / Glasgow International,Glasgow,GA,None,1562.0,2512.0,-0.3782
620.0,AL,AK,Z13,Akiachak,Akiachak,GA,None,1543.0,2129.0,-0.2752
621.0,AL,AK,SXP,Sheldon Point,Sheldon Point,GA,None,1530.0,1348.0,0.135
622.0,AL,AK,ORI,Port Lions,Port Lions,GA,None,1522.0,2868.0,-0.4693
623.0,GL,OH,16G,Seneca County,Tiffin,GA,None,1500.0,1500.0,0.0
624.0,NM,WA,WA83,Westsound / Wsx,West Sound,GA,None,1480.0,1082.0,0.3678
625.0,SO,FL,X44,Miami,Miami,GA,None,1475.0,4120.0,-0.642
626.0,AL,AK,BTT,Bettles,Bettles,GA,None,1473.0,2089.0,-0.2949
627.0,AL,AK,PGM,Port Graham,Port Graham,GA,None,1424.0,1642.0,-0.1328
628.0,EA,NY,6N7,New York Skyports Inc,New York,GA,None,1420.0,0.0,0.0
629.0,AL,AK,EII,Egegik,Egegik,GA,None,1412.0,1780.0,-0.2067
630.0,GL,IL,RFD,Greater Rockford,Rockford,GA,None,1406.0,9133.0,-0.8461
631.0,SW,OK,SWO,Stillwater Regional,Stillwater,GA,None,1406.0,758.0,0.8549
632.0,AL,AK,ADK,Adak,Adak Island,GA,None,1392.0,1249.0,0.1145
633.0,GL,OH,BKL,Burke Lakefront,Cleveland,GA,None,1391.0,615.0,1.2618
634.0,AL,AK,ELV,Elfin Cove,Elfin Cove,GA,None,1387.0,628.0,1.2086
635.0,NE,CT,IJD,Windham,Willimantic,GA,None,1352.0,279.0,3.8459
636.0,GL,SD,HON,Huron Regional,Huron,GA,None,1348.0,1558.0,-0.1348
637.0,AL,AK,4K5,Ouzinkie,Ouzinkie,GA,None,1334.0,2319.0,-0.4248
638.0,EA,NY,FRG,Republic,North Babylon,GA,None,1315.0,1923.0,-0.3162
639.0,WP,NV,LSV,Nellis AFB,Las Vegas,GA,None,1304.0,2150.0,-0.3935
640.0,AL,AK,CLP,Clarks Point,Clarks Point,GA,None,1301.0,1796.0,-0.2756
641.0,AL,AK,KCG,Chignik Fisheries,Chignik,GA,None,1286.0,1281.0,0.0039
642.0,WP,CA,RIV,March ARB,Riverside,GA,None,1278.0,4632.0,-0.7241
643.0,WP,AS,FAQ,Fitiuta,Fitiuta,GA,None,1259.0,4585.0,-0.7254
644.0,AL,AK,PTH,Port Heiden,Port Heiden,GA,None,1256.0,1260.0,-0.0032
645.0,GL,OH,14G,Fremont,Fremont,GA,None,1247.0,260.0,3.7962
646.0,AL,AK,GKN,Gulkana,Gulkana,GA,None,1223.0,749.0,0.6328
