CY 02 Rank,RO,State,Locid,Airport Name,City,Svc Lvl,Hub,CY 2002 Boardings,CY 2001 Boardings,% Change
943.0,CE,MO,UUV,Sullivan Regional,Sullivan,GA,None,150.0,0.0,0.0
940.0,GL,IL,SAR,Sparta Community - Hunter Field,Sparta,GA,None,150.0,0.0,0.0
941.0,GL,MN,SGS,"South St Paul Municipal - 
Richard E Fleming Field",South St. Paul,GA,None,150.0,35.0,3.2857
942.0,GL,IL,UGN,Waukegan Regional,Chicago / Waukegan,GA,None,150.0,163.0,-0.0798
944.0,SO,FL,X51,Homestead General Aviation,Homestead,GA,None,150.0,7.0,20.428
946.0,GL,OH,MFD,Mansfield Lahm Regional,Mansfield,GA,None,147.0,299.0,-0.5084
947.0,AL,AK,LUR,Cape Lisburne LRRS,Cape Lisburne,GA,None,146.0,212.0,-0.3113
948.0,SO,KY,EHR,Henderson City - County,Henderson,GA,None,145.0,126.0,0.1508
949.0,GL,MI,MNM,Menominee - Marinette Twin County,Menominee,GA,None,144.0,30.0,3.8
950.0,NE,MA,BAF,Barnes Municipal,Westfield,GA,None,143.0,20.0,6.15
952.0,AL,AK,CHP,Circle Hot Springs,Circle Hot Springs,GA,None,142.0,122.0,0.1639
951.0,GL,IL,3MY,Mount Hawley Auxiliary,Peoria,GA,None,142.0,103.0,0.3786
954.0,NM,ID,SMN,Lemhi County,Salmon,GA,None,141.0,2353.0,-0.9401
953.0,WP,CA,AAT,Alturas Municipal,Alturas,GA,None,141.0,9.0,14.666
956.0,NM,WA,TCM,McChord AFB,Tacoma,GA,None,140.0,7712.0,-0.9818
955.0,WP,CA,O17,Nevada County Air Park,Grass Valley,GA,None,140.0,97.0,0.4433
957.0,SO,NC,N52,Jaars - Townsend,Waxhaw,GA,None,139.0,225.0,-0.3822
959.0,SO,FL,SPG,Albert Whitted,Saint Petersburg,GA,None,138.0,0.0,0.0
958.0,WP,NV,HTH,Hawthorne Municipal,Hawthorne,GA,None,138.0,0.0,0.0
960.0,NM,ID,COE,Coeur d'Alene Air Terminal,Hayden Lake,GA,None,137.0,35.0,2.9143
961.0,WP,NV,WMC,Winnemucca Municipal,Winnemucca,GA,None,137.0,18.0,6.6111
962.0,AL,AK,KCC,Coffman Cove,Coffman Cove,GA,None,136.0,169.0,-0.1953
964.0,EA,NY,MGJ,Orange County,Montgomery,GA,None,131.0,28.0,3.6786
963.0,SW,TX,ADS,Addison,Dallas,GA,None,131.0,1132.0,-0.8843
965.0,SW,NM,SRR,Sierra Blanca Regional,Ruidoso,GA,None,130.0,223.0,-0.417
966.0,NE,MA,CEF,Westover ARB / Metropolitan,Springfield / Chicopee,GA,None,128.0,945.0,-0.8646
967.0,SO,FL,HWO,North Perry,Hollywood,GA,None,125.0,0.0,0.0
968.0,CE,MO,K89,Macon - Fower Memorial,Macon,GA,None,124.0,59.0,1.1017
969.0,AL,AK,78K,Yes Bay Lodge,Yes Bay,GA,None,123.0,783.0,-0.8429
970.0,AL,AK,TPO,Port Alsworth,Port Alsworth,GA,None,122.0,4500.0,-0.9729
971.0,AL,AK,7AK2,Snettisham,Snettisham,GA,None,121.0,0.0,0.0
973.0,EA,NY,FOK,The Francis S Gabreski,Westhampton Beach,GA,None,121.0,123.0,-0.0163
972.0,SO,FL,BCT,Boca Raton,Boca Raton,GA,None,121.0,40.0,2.025
974.0,SO,FL,ORL,Executive,Orlando,GA,None,121.0,276.0,-0.5616
975.0,EA,PA,40N,Chester County G O Carlson,Coatesville,GA,None,120.0,2950.0,-0.9593
976.0,SO,FL,CGC,Crystal River,Crystal River,GA,None,119.0,0.0,0.0
977.0,SO,SC,GYH,Donaldson Center,Greenville,GA,None,119.0,108.0,0.1019
978.0,WP,CA,SMO,Santa Monica Municipal,Santa Monica,GA,None,118.0,249.0,-0.5261
979.0,NE,ME,LEW,Auburn / Lewiston Municipal,Auburn / Lewiston,GA,None,117.0,0.0,0.0
981.0,GL,WI,SBM,Sheboygan County Memorial,Sheboygan,GA,None,116.0,141.0,-0.1773
980.0,NM,WY,EVW,"Evanston - 
Uinta County / Burns Field",Evanston,GA,None,116.0,5.0,22.2
982.0,WP,AZ,PAN,Payson,Payson,GA,None,113.0,210.0,-0.4619
983.0,AL,AK,15Z,McCarthy Nr 2,McCarthy,GA,None,112.0,106.0,0.0566
984.0,AL,AK,EAA,Eagle,Eagle,GA,None,112.0,155.0,-0.2774
986.0,CE,IA,FFL,Fairfield Municipal,Fairfield,GA,None,111.0,172.0,-0.3547
985.0,EA,NY,0B8,Elizabeth Field,Fishers Island,GA,None,111.0,126.0,-0.119
987.0,GL,OH,LUK,Cincinnati Municipal Lunken Field,Cincinnati,GA,None,111.0,350.0,-0.6829
989.0,AL,AK,HRR,Healy River,Healy,GA,None,108.0,2.0,53.0
988.0,NM,WA,63S,Colville Municipal,Colville,GA,None,108.0,0.0,0.0
990.0,AL,AK,2AK,Lime Village,Lime Village,GA,None,107.0,53.0,1.0189
991.0,SO,FL,PAM,Tyndall AFB,Panama City,GA,None,107.0,506.0,-0.7885
992.0,WP,CA,MMH,Mammoth Yosemite,Mammoth Lakes,GA,None,106.0,57.0,0.8596
993.0,SO,MS,OLV,Olive Branch,Olive Branch,GA,None,105.0,0.0,0.0
994.0,GL,IN,EKM,Elkhart Municipal,Elkhart,GA,None,102.0,111.0,-0.0811
998.0,CE,KS,WLD,Strother Field,"Winfield / 
Arkansas City",GA,None,101.0,92.0,0.0978
996.0,NE,CT,BDR,Igor I Sikorsky Memorial,Bridgeport,GA,None,101.0,249.0,-0.5944
995.0,NM,ID,67S,Priest Lake USFS,Nordman,GA,None,101.0,4.0,24.25
997.0,SO,NC,BUY,Burlington - Alamance Regional,Burlington,GA,None,101.0,0.0,0.0
999.0,GL,MI,HTL,Roscommon County,Houghton Lake,GA,None,100.0,52.0,0.9231
1000.0,SO,TN,TGC,Gibson County,Trenton,GA,None,100.0,7.0,13.285
1001.0,SO,NC,SVH,Statesville Municipal,Statesville,GA,None,97.0,36.0,1.6944
1002.0,CE,IA,EOK,Keokuk Municipal,Keokuk,GA,None,96.0,81.0,0.1852
1003.0,CE,KS,OJC,Johnson County Executive,Olathe,GA,None,96.0,157.0,-0.3885
1004.0,CE,KS,FSK,Fort Scott Municipal,Fort Scott,GA,None,95.0,0.0,0.0
