Rank,ST,Locid,City,Airport Name,Service Level,Hub Type,CY 2004 Boardings,CY 2003 Boardings,% Change
1774.0,IA,4D8,Milford,Fuller,GA,None,2.0,0.0,0.0
1885.0,IA,GFZ,Greenfield,Greenfield Municipal,GA,None,1.0,0.0,0.0
75.0,ID,BOI,Boise,Boise Air Terminal/Gowen Field,P,S,1451728.0,1357984.0,0.069
206.0,ID,IDA,Idaho Falls,Idaho Falls Regional,P,N,117619.0,116326.0,0.0111
229.0,ID,SUN,Hailey,Friedman Memorial,P,N,72522.0,74741.0,-0.0297
268.0,ID,PIH,Arbon Valley,Pocatello Regional,P,N,44435.0,43667.0,0.0176
271.0,ID,LWS,Lewiston,Lewiston-Nez Perce County,P,N,43436.0,53907.0,-0.1942
275.0,ID,TWF,Twin Falls,Joslin Field - Magic Valley Regional,P,N,41834.0,34201.0,0.2232
666.0,ID,SMN,Salmon,Lemhi County,GA,None,1160.0,2304.0,-0.4965
698.0,ID,LLJ,Challis,Challis,GA,None,900.0,0.0,0.0
708.0,ID,S76,Coeur d'Alene,Brooks,GA,None,802.0,0.0,0.0
796.0,ID,2U8,Stanley,Thomas Creek,GA,None,325.0,0.0,0.0
815.0,ID,65S,Bonners Ferry,Boundary County,GA,None,282.0,0.0,0.0
820.0,ID,S81,Indian Creek,Indian Creek USFS,GA,None,275.0,0.0,0.0
862.0,ID,I08,Big Creek Ranger Station,Cabin Creek USFS,GA,None,200.0,0.0,0.0
927.0,ID,MYL,McCall,McCall Municipal,GA,None,108.0,606.0,-0.8218
937.0,ID,COE,Hayden Lake,Coeur d'Alene Air Terminal,GA,None,104.0,123.0,-0.1545
1166.0,ID,U01,American Falls,American Falls,GA,None,28.0,125.0,-0.776
1191.0,ID,RXE,Rexburg,Rexburg-Madison County,GA,None,25.0,0.0,0.0
1185.0,ID,2U7,Stanley,Stanley,GA,None,25.0,0.0,0.0
1256.0,ID,BYI,Burley,Burley Municipal,GA,None,18.0,0.0,0.0
1265.0,ID,SZT,Sandpoint,Sandpoint,GA,None,18.0,11.0,0.6364
1276.0,ID,U78,Soda Springs,Allen H Tigert,GA,None,17.0,13.0,0.3077
1528.0,ID,U02,Blackfoot,McCarley Field,GA,None,7.0,0.0,0.0
1834.0,ID,U59,Driggs,Driggs-Reed Memorial,GA,None,2.0,0.0,0.0
1928.0,ID,S72,Saint Maries,St Maries Municipal,GA,None,1.0,0.0,0.0
2.0,IL,ORD,Chicago,Chicago O'Hare International,P,L,36100147.0,32920387.0,0.0966
26.0,IL,MDW,Chicago,Chicago Midway International,P,L,9238592.0,8687215.0,0.0635
123.0,IL,MLI,Moline,Quad City International,P,S,441359.0,408219.0,0.0812
166.0,IL,PIA,Peoria,Greater Peoria Regional,P,N,223407.0,178769.0,0.2497
169.0,IL,BMI,Bloomington/Normal,Central IL Regional Airport at Bloomington-Normal,P,N,219918.0,207278.0,0.061
204.0,IL,CMI,Champaign/Urbana,University of Illinois-Willard,P,N,118403.0,97189.0,0.2183
208.0,IL,SPI,Springfield,Abraham Lincoln Capital,P,N,112017.0,123019.0,-0.0894
259.0,IL,RFD,Rockford,Greater Rockford,P,N,49229.0,16982.0,1.8989
363.0,IL,DEC,Decatur,Decatur,P,N,13245.0,14514.0,-0.0874
388.0,IL,MWA,Marion,Williamson County Regional,P,N,11053.0,11200.0,-0.0131
411.0,IL,UIN,Quincy,Quincy Regional-Baldwin Field,CS,None,8932.0,9218.0,-0.031
456.0,IL,BLV,Belleville,Scott AFB/Midamerica,CS,None,5569.0,3802.0,0.4648
730.0,IL,MQB,Macomb,Macomb Municipal,GA,None,673.0,7.0,95.1429
754.0,IL,GBG,Galesburg,Galesburg Municipal,GA,None,509.0,456.0,0.1162
779.0,IL,LOT,Chicago/Romeoville,Lewis University,GA,None,371.0,298.0,0.245
832.0,IL,PWK,Chicago/Prospect Hgts/Whee,Palwaukee Municipal,GA,None,253.0,839.0,-0.6985
836.0,IL,UGN,Chicago/Waukegan,Waukegan Regional,GA,None,243.0,88.0,1.7614
848.0,IL,CPS,Cahokia/St Louis,St Louis Downtown,GA,None,219.0,29.0,6.5517
878.0,IL,DPA,Chicago/West Chicago,Dupage,GA,None,172.0,317.0,-0.4574
917.0,IL,MTO,Mattoon/Charleston,Coles County Memorial,GA,None,118.0,178.0,-0.3371
920.0,IL,MDH,Carbondale/Murphysboro,Southern Illinois,GA,None,117.0,91.0,0.2857
940.0,IL,1H2,Effingham,Effingham County Memorial,GA,None,102.0,15.0,5.8
1049.0,IL,IKK,Kankakee,Greater Kankakee,GA,None,53.0,66.0,-0.197
1055.0,IL,I01,Joliet,Empress River Casino,GA,None,52.0,0.0,0.0
1063.0,IL,I63,Mount Sterling,Mount Sterling Municipal,GA,None,50.0,0.0,0.0
1101.0,IL,3MY,Peoria,Mount Hawley Auxiliary,GA,None,40.0,30.0,0.3333
1109.0,IL,ARR,Chicago/Aurora,Aurora Municipal,GA,None,39.0,126.0,-0.6905
1146.0,IL,CTK,Canton,Ingersoll,GA,None,30.0,2.0,14.0
1155.0,IL,ALN,Alton/St Louis,St Louis Regional,GA,None,29.0,1.0,28.0
1189.0,IL,IGQ,Chicago,Lansing Municipal,GA,None,25.0,0.0,0.0
1230.0,IL,DKB,De Kalb,De Kalb Taylor Municipal,GA,None,20.0,23.0,-0.1304
1264.0,IL,SLO,Salem,Salem-Leckrone,GA,None,18.0,0.0,0.0
1397.0,IL,MVN,Mount Vernon,Mount Vernon,GA,None,11.0,0.0,0.0
1489.0,IL,06C,Chicago/Schaumburg,Schaumburg Regional,GA,None,7.0,23.0,-0.6957
1507.0,IL,DNV,Danville,Vermilion County,GA,None,7.0,59.0,-0.8814
1553.0,IL,FEP,Freeport,Albertus,GA,None,6.0,0.0,0.0
1558.0,IL,HSB,Harrisburg,Harrisburg-Raleigh,GA,None,6.0,0.0,0.0
1609.0,IL,FOA,Flora,Flora Municipal,GA,None,5.0,3.0,0.6667
1654.0,IL,ENL,Centralia,Centralia Municipal,GA,None,4.0,0.0,0.0
1681.0,IL,SQI,Sterling/Rockfalls,Whiteside County-Jos H Bittorf Field,GA,None,4.0,3.0,0.3333
1720.0,IL,FWC,Fairfield,Fairfield Municipal,GA,None,3.0,0.0,0.0
1707.0,IL,C15,Pekin,Pekin Municipal,GA,None,3.0,0.0,0.0
1756.0,IL,VYS,Peru,Illinois Valley Regional-Walter A Duncan Field,GA,None,3.0,163.0,-0.9816
1874.0,IL,C09,Morris,Morris Municipal - James R. Washburn Field,GA,None,1.0,0.0,0.0
1851.0,IL,2H0,Shelbyville,Shelby County,GA,None,1.0,0.0,0.0
45.0,IN,IND,Indianapolis,Indianapolis International,P,M,3992097.0,3673648.0,0.0867
131.0,IN,SBN,South Bend,South Bend Regional,P,S,397565.0,404607.0,-0.0174
143.0,IN,FWA,Fort Wayne,Fort Wayne International,P,N,329135.0,294127.0,0.119
164.0,IN,EVV,Evansville,Evansville Regional,P,N,229671.0,217247.0,0.0572
313.0,IN,GYY,Gary,Gary/Chicago International,P,N,27350.0,831.0,31.9122
579.0,IN,LAF,Lafayette,Purdue University,GA,None,2177.0,9518.0,-0.7713
620.0,IN,HUF,Terre Haute,Terre Haute International-Hulman Field,GA,None,1627.0,1131.0,0.4385
710.0,IN,BMG,Bloomington,Monroe County,GA,None,794.0,1101.0,-0.2788
799.0,IN,MIE,Muncie,Delaware County - Johnson Field,GA,None,319.0,165.0,0.9333
851.0,IN,GGP,Logansport,Logansport/Cass County,GA,None,217.0,0.0,0.0
910.0,IN,JVY,Jeffersonville,Clark Regional,GA,None,123.0,149.0,-0.1745
986.0,IN,C65,Plymouth,Plymouth Municipal,GA,None,76.0,19.0,3.0
1015.0,IN,VPZ,Valparaiso,Porter County Municipal,GA,None,65.0,28.0,1.3214
1043.0,IN,GWB,Auburn,De Kalb County,GA,None,56.0,4.0,13.0
1202.0,IN,PPO,La Porte,La Porte Municipal,GA,None,24.0,0.0,0.0
1220.0,IN,EYE,Indianapolis,Eagle Creek Airpark,GA,None,21.0,20.0,0.05
1223.0,IN,MQJ,McCordsville,Mount Comfort,GA,None,21.0,18.0,0.1667
1285.0,IN,EKM,Elkhart,Elkhart Municipal,GA,None,16.0,167.0,-0.9042
1280.0,IN,ASW,Warsaw,Warsaw Municipal,GA,None,16.0,40.0,-0.6
1290.0,IN,TYQ,Zionsville,Indianapolis Executive,GA,None,16.0,16.0,0.0
1304.0,IN,UMP,Fishers,Indianapolis Metropolitan,GA,None,15.0,19.0,-0.2105
1342.0,IN,HFY,Greenwood,Greenwood Municipal,GA,None,13.0,6.0,1.1667
1375.0,IN,TEL,Tell City,Perry County Municipal,GA,None,12.0,0.0,0.0
1433.0,IN,BAK,Columbus,Columbus Municipal,GA,None,9.0,31.0,-0.7097
1444.0,IN,HNB,Huntingburg,Huntingburg,GA,None,9.0,7.0,0.2857
1443.0,IN,HHG,Huntington,Huntington Municipal,GA,None,9.0,0.0,0.0
1445.0,IN,I76,Peru,Peru Municipal,GA,None,9.0,3.0,2.0
1457.0,IN,ANQ,Angola,Tri-State Steuben County,GA,None,8.0,0.0,0.0
1452.0,IN,05C,Griffith,Griffith-Merrillville,GA,None,8.0,0.0,0.0
1495.0,IN,4I7,Greencastle,Putnam County,GA,None,7.0,10.0,-0.3
1573.0,IN,MZZ,Marion,Marion Municipal,GA,None,6.0,38.0,-0.8421
1559.0,IN,I22,Winchester,Randolph County,GA,None,6.0,96.0,-0.9375
1597.0,IN,AID,Anderson,Anderson Municipal-Darlington Field,GA,None,5.0,62.0,-0.9194
1601.0,IN,BFR,Bedford,Virgil I Grissom Municipal,GA,None,5.0,0.0,0.0
1678.0,IN,OXI,Knox,Starke County,GA,None,4.0,0.0,0.0
1672.0,IN,MCX,Monticello,White County,GA,None,4.0,7.0,-0.4286
1748.0,IN,SMD,Fort Wayne,Smith Field,GA,None,3.0,2.0,0.5
1732.0,IN,MGC,Michigan City,Michigan City Municipal,GA,None,3.0,10.0,-0.7
1722.0,IN,GEZ,Shelbyville,Shelbyville Municipal,GA,None,3.0,0.0,0.0
1788.0,IN,C62,Kendallville,Kendallville Municipal,GA,None,2.0,8.0,-0.75
1786.0,IN,C03,Nappanee,Nappanee Municipal,GA,None,2.0,0.0,0.0
1883.0,IN,FKR,Frankfort,Frankfort Municipal,GA,None,1.0,0.0,0.0
1916.0,IN,OKK,Kokomo,Kokomo Municipal,GA,None,1.0,23.0,-0.9565
1895.0,IN,IMS,Madison,Madison Municipal,GA,None,1.0,5.0,-0.8
1923.0,IN,RID,Richmond,Richmond Municipal,GA,None,1.0,11.0,-0.9091
98.0,KS,ICT,Wichita,Wichita Mid-Continent,P,S,729051.0,691191.0,0.0548
360.0,KS,MHK,Manhattan,Manhattan Regional,P,N,13479.0,11395.0,0.1829
399.0,KS,FOE,Topeka,Forbes Field,P,N,10009.0,12779.0,-0.2168
409.0,KS,GCK,Garden City,Garden City Regional,CS,None,9373.0,7310.0,0.2822
431.0,KS,HYS,Hays,Hays Regional,CS,None,7220.0,5666.0,0.2743
449.0,KS,SLN,Salina,Salina Municipal,CS,None,6101.0,4983.0,0.2244
460.0,KS,LBL,Liberal,Liberal Municipal,CS,None,5258.0,5208.0,0.0096
474.0,KS,DDC,Dodge City,Dodge City Regional,CS,None,4717.0,2755.0,0.7122
727.0,KS,GBD,Great Bend,Great Bend Municipal,GA,None,681.0,431.0,0.58
825.0,KS,TOP,Topeka,Philip Billard Municipal,GA,None,268.0,0.0,0.0
905.0,KS,HUT,Hutchinson,Hutchinson Municipal,GA,None,130.0,0.0,0.0
919.0,KS,AAO,Wichita,Colonel James Jabara,GA,None,117.0,10.0,10.7
928.0,KS,WLD,Winfield,Strother Field,GA,None,108.0,16.0,5.75
995.0,KS,SYF,St. Francis,Cheyenne County Municipal,GA,None,72.0,112.0,-0.3571
1047.0,KS,LWC,Lawrence,Lawrence Municipal,GA,None,54.0,21.0,1.5714
1125.0,KS,OJC,Olathe,Johnson County Executive,GA,None,34.0,1072.0,-0.9683
1145.0,KS,2K3,Johnson,Stanton County Municipal,GA,None,30.0,0.0,0.0
1367.0,KS,IXD,Olathe,New Century Aircenter,GA,None,12.0,28.0,-0.5714
1372.0,KS,PTS,Pittsburg,Atkinson Municipal,GA,None,12.0,0.0,0.0
1415.0,KS,EWK,Newton,Newton-City-County,GA,None,10.0,335.0,-0.9701
1428.0,KS,ULS,Ulysses,Ulysses,GA,None,10.0,1.0,9.0
1469.0,KS,GLD,Goodland,Renner Field /Goodland Municipal/,GA,None,8.0,155.0,-0.9484
1484.0,KS,PHG,Phillipsburg,Phillipsburg Municipal,GA,None,8.0,0.0,0.0
1620.0,KS,MEJ,Meade,Meade Municipal,GA,None,5.0,0.0,0.0
1727.0,KS,K59,Atchison,Amelia Earhart,GA,None,3.0,0.0,0.0
1738.0,KS,MYZ,Marysville,Marysville Municipal,GA,None,3.0,2.0,0.5
1728.0,KS,K83,Sabetha,Sabetha Municipal,GA,None,3.0,0.0,0.0
1694.0,KS,3K3,Syracuse,Syracuse-Hamilton County Municipal,GA,None,3.0,0.0,0.0
1878.0,KS,CNU,Chanute,Chanute Martin Johnson,GA,None,1.0,6.0,-0.8333
22.0,KY,CVG,Covington,Cincinnati/Northern Kentucky International,P,L,10864547.0,10449930.0,0.0397
68.0,KY,SDF,Louisville,Louisville International-Standiford Field,P,S,1720377.0,1656609.0,0.0385
112.0,KY,LEX,Lexington,Blue Grass,P,S,582328.0,581899.0,0.0007
299.0,KY,PAH,Paducah,Barkley Regional,P,N,32971.0,32839.0,0.004
537.0,KY,OWB,Owensboro,Owensboro-Daviess County,CS,None,2850.0,6635.0,-0.5705
560.0,KY,HOP,Fort Campbell,Campbell AAF (Fort Campbell),GA,None,2484.0,16570.0,-0.8501
749.0,KY,BWG,Bowling Green,Bowling Green-Warren County Regional,GA,None,522.0,303.0,0.7228
880.0,KY,LOU,Louisville,Bowman Field,GA,None,171.0,50.0,2.42
941.0,KY,EHR,Henderson,Henderson City-County,GA,None,102.0,101.0,0.0099
1140.0,KY,FFT,Frankfort,Capital City,GA,None,31.0,25.0,0.24
1157.0,KY,FGX,Flemingsburg,Fleming-Mason,GA,None,29.0,23.0,0.2609
1154.0,KY,27K,Georgetown,Georgetown Scott County - Marshall Field,GA,None,29.0,11.0,1.6364
1212.0,KY,HVC,Hopkinsville,Hopkinsville-Christian County,GA,None,23.0,46.0,-0.5
1226.0,KY,2I0,Madisonville,Madisonville Municipal,GA,None,20.0,10.0,1.0
1246.0,KY,DWU,Worthington,Ashland-Boyd County,GA,None,19.0,9.0,1.1111
1299.0,KY,LOZ,London,London-Corbin Airport-Magee Field,GA,None,15.0,19.0,-0.2105
1417.0,KY,K22,Debord,Big Sandy Regional,GA,None,10.0,7.0,0.4286
1416.0,KY,I39,Richmond,Madison,GA,None,10.0,0.0,0.0
1436.0,KY,CEY,Murray,Kyle-Oakley Field,GA,None,9.0,9.0,0.0
1549.0,KY,DVK,Danville,Stuart Powell Field,GA,None,6.0,5.0,0.2
1532.0,KY,1A6,Middlesboro,Middlesboro-Bell County,GA,None,6.0,0.0,0.0
1628.0,KY,PBX,Pikeville,Pike County-Hatcher Field,GA,None,5.0,6.0,-0.1667
1658.0,KY,GLW,Glasgow,Glasgow Municipal,GA,None,4.0,27.0,-0.8519
1669.0,KY,M25,Mayfield,Mayfield Graves County,GA,None,4.0,10.0,-0.6
1662.0,KY,IOB,Mount Sterling,Mount Sterling-Montgomery County,GA,None,4.0,418.0,-0.9904
1726.0,KY,K20,Hazard,Wendell H Ford,GA,None,3.0,5.0,-0.4
1857.0,KY,44I,Albany,Dale Hollow Regional (Petro Field),GA,None,1.0,0.0,0.0
1872.0,KY,BRY,Bardstown,Samuels Field,GA,None,1.0,4.0,-0.75
1848.0,KY,1M9,Cadiz,Lake Barkley State Park,GA,None,1.0,0.0,0.0
1908.0,KY,M34,Gilbertsville,Kentucky Dam State Park,GA,None,1.0,0.0,0.0
1901.0,KY,K24,Jamestown,Russell County,GA,None,1.0,0.0,0.0
40.0,LA,MSY,Metairie,Louis Armstrong New Orleans International,P,M,4839400.0,4647706.0,0.0412
136.0,LA,BTR,Baton Rouge,"Baton Rouge Metropolitan, Ryan Field",P,S,368354.0,355491.0,0.0362
149.0,LA,SHV,Shreveport,Shreveport Regional,P,N,304490.0,290101.0,0.0496
189.0,LA,LFT,Lafayette,Lafayette Regional,P,N,162080.0,155520.0,0.0422
192.0,LA,AEX,Alexandria,Alexandria International,P,N,153124.0,112497.0,0.3611
207.0,LA,MLU,Monroe,Monroe Regional,P,N,115424.0,102280.0,0.1285
270.0,LA,LCH,Lake Charles,Lake Charles Regional,P,N,44108.0,40911.0,0.0781
603.0,LA,0R3,Abbeville,Abbeville Chris Crusta Memorial,GA,None,1856.0,26.0,70.3846
676.0,LA,BAD,Bossier City,Barksdale AFB,GA,None,1074.0,1350.0,-0.2044
713.0,LA,NEW,New Orleans,Lakefront,GA,None,785.0,301.0,1.608
794.0,LA,PTN,Patterson,Harry P Williams Memorial,GA,None,333.0,0.0,0.0
850.0,LA,HUM,Houma,Houma-Terrebonne,GA,None,218.0,0.0,0.0
1205.0,LA,TVR,"Tallulah/Vicksburg, MS",Vicksburg Tallulah Regional,GA,None,24.0,0.0,0.0
1610.0,LA,GAO,Galliano,South Lafourche,GA,None,5.0,0.0,0.0
1605.0,LA,DTN,Shreveport,Shreveport Downtown,GA,None,5.0,0.0,0.0
1717.0,LA,ESF,Pineville,Esler Regional,GA,None,3.0,2.0,0.5
1894.0,LA,IER,Natchitoches,Natchitoches Regional,GA,None,1.0,0.0,0.0
18.0,MA,BOS,Boston,General Edward Lawrence Logan International,P,L,12758020.0,11087799.0,0.1506
161.0,MA,ACK,Nantucket,Nantucket Memorial,P,N,243313.0,229300.0,0.0611
185.0,MA,HYA,Hyannis,Barnstable Municipal-Boardman/Polando Field,P,N,167522.0,158360.0,0.0579
257.0,MA,MVY,Vineyard Haven,Marthas Vineyard,P,N,49480.0,53011.0,-0.0666
335.0,MA,EWB,New Bedford,New Bedford Regional,P,N,19686.0,21097.0,-0.0669
346.0,MA,BED,Bedford,Laurence G Hanscom Field,P,N,17049.0,19375.0,-0.1201
383.0,MA,PVC,Provincetown,Provincetown Municipal,P,N,11424.0,11801.0,-0.0319
652.0,MA,ORH,Worcester,Worcester Regional,GA,None,1274.0,2234.0,-0.4297
814.0,MA,CEF,Springfield/Chicopee,Westover ARB/Metropolitan,GA,None,286.0,377.0,-0.2414
1081.0,MA,GDM,Gardner,Gardner Municipal,GA,None,45.0,0.0,0.0
1114.0,MA,BVY,Beverly,Beverly Municipal,GA,None,36.0,14.0,1.5714
1126.0,MA,OWD,Norwood,Norwood Memorial,GA,None,34.0,8.0,3.25
1151.0,MA,PSF,Pittsfield,Pittsfield Municipal,GA,None,30.0,149.0,-0.7987
1270.0,MA,BAF,Westfield,Barnes Municipal,GA,None,17.0,191.0,-0.911
1333.0,MA,5B6,Falmouth,Falmouth Airpark,GA,None,13.0,0.0,0.0
1409.0,MA,CQX,Chatham,Chatham Municipal,GA,None,10.0,2.0,4.0
1451.0,MA,PYM,Plymouth,Plymouth Municipal,GA,None,9.0,0.0,0.0
1476.0,MA,LWM,Lawrence,Lawrence Municipal,GA,None,8.0,2.0,3.0
1608.0,MA,FIT,Fitchburg,Fitchburg Municipal,GA,None,5.0,16.0,-0.6875
1600.0,MA,AQW,North Adams,Harriman-And-West,GA,None,5.0,0.0,0.0
1646.0,MA,7B2,Northampton,Northampton,GA,None,4.0,60.0,-0.9333
1770.0,MA,3B0,Southbridge,Southbridge Municipal,GA,None,2.0,0.0,0.0
1884.0,MA,GBR,Great Barrington,Walter J. Koladza,GA,None,1.0,2.0,-0.5
1847.0,MA,1B9,Mansfield,Mansfield Municipal,GA,None,1.0,0.0,0.0
1917.0,MA,ORE,Orange,Orange Municipal,GA,None,1.0,8.0,-0.875
23.0,MD,BWI,Glen Burnie,Baltimore/Washington International Thurgood Marshal,P,L,10103563.0,9768040.0,0.0343
249.0,MD,SBY,Salisbury,Salisbury-Ocean City Wicomico Regional,P,N,60549.0,43163.0,0.4028
370.0,MD,HGR,Hagerstown,Hagerstown Regional-Richard A Henson Field,P,N,12558.0,15709.0,-0.2006
470.0,MD,ADW,Camp Springs,Andrews AFB,GA,None,4867.0,5078.0,-0.0416
921.0,MD,CBE,Cumberland,Greater Cumberland Regional,GA,None,115.0,464.0,-0.7522
1019.0,MD,MTN,Middle River,Martin State,GA,None,64.0,128.0,-0.5
1075.0,MD,CGE,Cambridge,Cambridge-Dorchester,GA,None,47.0,42.0,0.119
1314.0,MD,GAI,Gaithersburg,Montgomery County Airpark,GA,None,14.0,74.0,-0.8108
1338.0,MD,ESN,Easton,Easton/Newnam Field,GA,None,13.0,321.0,-0.9595
1341.0,MD,FDK,Frederick,Frederick Municipal,GA,None,13.0,37.0,-0.6486
1380.0,MD,2W6,Leonardtown,Capt Walter Francis Duke Regional at St Mary's,GA,None,11.0,37.0,-0.7027
1523.0,MD,OXB,Ocean City,Ocean City Municipal,GA,None,7.0,12.0,-0.4167
1713.0,MD,DMW,Westminster,Carroll County Regional/Jack B Poage Field,GA,None,3.0,9.0,-0.6667
1813.0,MD,M06,Havre de Grace,Havre de Grace,GA,None,2.0,0.0,0.0
1841.0,MD,W29,Stevensville,Bay Bridge,GA,None,2.0,0.0,0.0
100.0,ME,PWM,Portland,Portland International Jetport,P,S,687344.0,625267.0,0.0993
138.0,ME,BGR,Bangor,Bangor International,P,S,357040.0,302547.0,0.1801
349.0,ME,PQI,Presque Isle,Northern Maine Regional Airport at Presque Isle,P,N,16607.0,15775.0,0.0527
369.0,ME,RKD,Rockland,Knox County Regional,P,N,12563.0,11945.0,0.0517
394.0,ME,BHB,Bar Harbor,Hancock County-Bar Harbor,P,N,10647.0,9730.0,0.0942
471.0,ME,AUG,Augusta,Augusta State,CS,None,4754.0,3310.0,0.4363
683.0,ME,21M,Greenville Junction,Currier's,GA,None,1000.0,1850.0,-0.4595
764.0,ME,NHZ,Brunswick,Brunswick NAS,GA,None,457.0,292.0,0.5651
835.0,ME,85B,Patten,Shin Pond,GA,None,243.0,0.0,0.0
864.0,ME,CAR,Caribou,Caribou Municipal,GA,None,197.0,73.0,1.6986
952.0,ME,57B,Islesboro,Islesboro,GA,None,96.0,99.0,-0.0303
1002.0,ME,HUL,Houlton,Houlton International,GA,None,70.0,145.0,-0.5172
1038.0,ME,SFM,Sanford,Sanford Regional,GA,None,58.0,12.0,3.8333
1092.0,ME,LEW,Auburn,Auburn/Lewiston Municipal,GA,None,42.0,376.0,-0.8883
1219.0,ME,EPM,Eastport,Eastport Municipal,GA,None,21.0,29.0,-0.2759
1244.0,ME,BST,Belfast,Belfast Municipal,GA,None,19.0,16.0,0.1875
1287.0,ME,FVE,Frenchville,Northern Aroostook Regional,GA,None,16.0,24.0,-0.3333
1346.0,ME,MVM,Machias,Machias Valley,GA,None,13.0,19.0,-0.3158
1407.0,ME,B21,Carrabassett,Sugarloaf Regional,GA,None,10.0,0.0,0.0
1420.0,ME,ME16,Limestone,Loring International,GA,None,10.0,12.0,-0.1667
1563.0,ME,IZG,Fryeburg,Eastern Slopes Regional,GA,None,6.0,1.0,5.0
1562.0,ME,IWI,Wiscasset,Wiscasset,GA,None,6.0,15.0,-0.6
1693.0,ME,3B1,Greenville,Greenville Municipal,GA,None,3.0,0.0,0.0
1757.0,ME,WVL,Waterville,Waterville Robert Lafleur,GA,None,3.0,18.0,-0.8333
1760.0,ME,0B1,Bethel,Bethel Regional,GA,None,2.0,0.0,0.0
1823.0,ME,PNN,Princeton,Princeton Municipal,GA,None,2.0,18.0,-0.8889
11.0,MI,DTW,Detroit,Detroit Metropolitan Wayne County,P,L,17046176.0,15754017.0,0.082
86.0,MI,GRR,Grand Rapids,Gerald R. Ford International,P,S,1074816.0,986923.0,0.0891
108.0,MI,FNT,Flint,Bishop International,P,S,596484.0,479350.0,0.2444
142.0,MI,LAN,Lansing,Capital City,P,N,330416.0,273426.0,0.2084
165.0,MI,MBS,Saginaw,MBS International,P,N,227462.0,222095.0,0.0242
167.0,MI,AZO,Kalamazoo,Kalamazoo/Battle Creek International,P,N,222128.0,222880.0,-0.0034
176.0,MI,TVC,Traverse City,Cherry Capital,P,N,198189.0,191166.0,0.0367
252.0,MI,SAW,Gwinn,Sawyer International,P,N,57450.0,53615.0,0.0715
289.0,MI,PLN,Pellston,Pellston Regional Airport of Emmet County,P,N,38168.0,32958.0,0.1581
292.0,MI,MKG,Muskegon,Muskegon County,P,N,35209.0,32693.0,0.077
314.0,MI,CMX,Hancock,Houghton County Memorial,P,N,27213.0,26573.0,0.0241
361.0,MI,CIU,Sault Ste. Marie,Chippewa County International,P,N,13461.0,13554.0,-0.0069
366.0,MI,CVX,Charlevoix,Charlevoix Municipal,P,N,12769.0,15465.0,-0.1743
395.0,MI,ESC,Escanaba,Delta County,P,N,10412.0,8359.0,0.2456
420.0,MI,APN,Alpena,Alpena County Regional,CS,None,8193.0,8913.0,-0.0808
422.0,MI,IMT,Iron Mountain Kingsford,Ford,CS,None,8029.0,5638.0,0.4241
514.0,MI,PTK,Pontiac,Oakland County International,GA,None,3335.0,1451.0,1.2984
524.0,MI,IWD,Ironwood,Gogebic-Iron County,CS,None,2957.0,2264.0,0.3061
534.0,MI,MGN,Harbor Springs,Harbor Springs,GA,None,2880.0,2038.0,0.4132
544.0,MI,MBL,Manistee,Manistee County-Blacker,CS,None,2718.0,2108.0,0.2894
557.0,MI,YIP,Detroit,Willow Run,GA,None,2522.0,2573.0,-0.0198
707.0,MI,BTL,Battle Creek,W K Kellogg,GA,None,805.0,594.0,0.3552
732.0,MI,GLR,Gaylord,Gaylord Regional,GA,None,667.0,515.0,0.2951
747.0,MI,JXN,Jackson,Jackson County-Reynolds Field,GA,None,534.0,76.0,6.0263
792.0,MI,DET,Detroit,Coleman A. Young Municipal,GA,None,335.0,178.0,0.882
834.0,MI,ACB,Bellaire,Antrim County,GA,None,248.0,164.0,0.5122
847.0,MI,ARB,Ann Arbor,Ann Arbor Municipal,GA,None,219.0,81.0,1.7037
853.0,MI,LDM,Ludington,Mason County,GA,None,211.0,0.0,0.0
863.0,MI,VLL,Troy,Oakland/Troy,GA,None,198.0,256.0,-0.2266
960.0,MI,MCD,Mackinac Island,Mackinac Island,GA,None,90.0,76.0,0.1842
977.0,MI,MTC,Mount Clemens,Selfridge Angb,GA,None,82.0,850.0,-0.9035
1010.0,MI,CAD,Cadillac,Wexford County,GA,None,65.0,35.0,0.8571
1021.0,MI,TTF,Monroe,Custer,GA,None,64.0,5.0,11.8
1036.0,MI,BIV,Holland,Tulip City,GA,None,58.0,90.0,-0.3556
1045.0,MI,BEH,Benton Harbor,Southwest Michigan Regional,GA,None,55.0,35.0,0.5714
1087.0,MI,ANJ,Sault Ste. Marie,Sault Ste Marie Municipal/Sanderson Field,GA,None,44.0,13.0,2.3846
1124.0,MI,MNM,Menominee,Menominee-Marinette Twin County,GA,None,34.0,306.0,-0.8889
1261.0,MI,PHN,Port Huron,St Clair County International,GA,None,18.0,33.0,-0.4545
1296.0,MI,FKS,Frankfort,Frankfort Dow Memorial Field,GA,None,15.0,9.0,0.6667
1309.0,MI,ADG,Adrian,Lenawee County,GA,None,14.0,83.0,-0.8313
1331.0,MI,3GM,Grand Haven,Grand Haven Memorial Airpark,GA,None,13.0,3.0,3.3333
1352.0,MI,4Y4,Gaylord,Lakes of the North,GA,None,12.0,0.0,0.0
1371.0,MI,OSC,Oscoda,Oscoda-Wurtsmith,GA,None,12.0,0.0,0.0
1392.0,MI,HTL,Houghton Lake,Roscommon County,GA,None,11.0,25.0,-0.56
